param-n abstract+autorewrite-regression-quadratic-real abstract+autorewrite-regression-quadratic-sys abstract+autorewrite-regression-quadratic-user abstract+rewrite!-regression-quadratic-real abstract+rewrite!-regression-quadratic-sys abstract+rewrite!-regression-quadratic-user autorewrite-noop-regression-linear-real autorewrite-noop-regression-linear-sys autorewrite-noop-regression-linear-user autorewrite-regression-quadratic-real autorewrite-regression-quadratic-sys autorewrite-regression-quadratic-user close-abstract+autorewrite-regression-quadratic-real close-abstract+autorewrite-regression-quadratic-sys close-abstract+autorewrite-regression-quadratic-user close-abstract+rewrite!-regression-quadratic-real close-abstract+rewrite!-regression-quadratic-sys close-abstract+rewrite!-regression-quadratic-user rewrite!-regression-quadratic-real rewrite!-regression-quadratic-sys rewrite!-regression-quadratic-user rewrite?-noop-regression-linear-real rewrite?-noop-regression-linear-sys rewrite?-noop-regression-linear-user
19 0.012 0. 0.012 0.009 0. 0.009 0.002 0. 0.002 0.006 0. 0.006 0.003 0. 0.003 0.002 0. 0.002 0.005 0. 0.005 0. 0. 0.
20 0.01 0. 0.01 0.012 0. 0.012 0. 0. 0. 0.006 0. 0.006 0.003 0. 0.003 0.003 0. 0.003 0.008 0. 0.008 0. 0. 0.
21 0.011 0. 0.011 0.011 0. 0.011 0. 0. 0. 0.007 0. 0.007 0.004 0. 0.004 0.004 0. 0.003 0.006 0. 0.006 0. 0. 0.
22 0.012 0. 0.012 0.012 0. 0.012 0. 0. 0. 0.007 0. 0.007 0.004 0. 0.004 0.004 0. 0.004 0.007 0. 0.007 0. 0. 0.
23 0.013 0. 0.013 0.012 0. 0.012 0. 0. 0. 0.008 0. 0.008 0.004 0. 0.004 0.004 0. 0.004 0.007 0. 0.007 0. 0. 0.
24 0.017 0. 0.017 0.017 0. 0.017 0. 0. 0. 0.011 0. 0.011 0.005 0. 0.005 0.008 0. 0.008 0.008 0. 0.008 0. 0. 0.
25 0.015 0. 0.015 0.015 0. 0.015 0. 0. 0. 0.009 0. 0.009 0.005 0. 0.005 0.005 0. 0.005 0.009 0. 0.009 0. 0. 0.
26 0.017 0. 0.017 0.016 0. 0.016 0. 0. 0. 0.01 0. 0.01 0.006 0. 0.006 0.006 0. 0.006 0.01 0. 0.01 0. 0. 0.
27 0.017 0. 0.017 0.018 0. 0.018 0. 0. 0. 0.012 0. 0.012 0.005 0. 0.005 0.007 0. 0.007 0.009 0. 0.009 0. 0. 0.
28 0.017 0. 0.017 0.019 0. 0.019 0. 0. 0. 0.01 0. 0.01 0.006 0. 0.006 0.006 0. 0.006 0.012 0. 0.012 0. 0. 0.
29 0.02 0. 0.02 0.018 0. 0.018 0. 0. 0. 0.011 0. 0.011 0.007 0. 0.007 0.006 0. 0.006 0.01 0. 0.01 0. 0. 0.
30 0.023 0. 0.023 0.021 0. 0.021 0. 0. 0. 0.015 0. 0.015 0.006 0. 0.006 0.009 0. 0.009 0.011 0. 0.011 0. 0. 0.
31 0.029 0. 0.029 0.022 0. 0.022 0.001 0. 0.001 0.019 0. 0.019 0.008 0. 0.008 0.007 0. 0.007 0.013 0. 0.013 0. 0. 0.
32 0.025 0. 0.025 0.022 0. 0.022 0. 0. 0. 0.015 0. 0.015 0.009 0. 0.009 0.007 0. 0.008 0.013 0. 0.013 0. 0. 0.
33 0.023 0. 0.023 0.024 0. 0.024 0. 0. 0. 0.014 0. 0.014 0.008 0. 0.008 0.008 0. 0.008 0.015 0. 0.015 0. 0. 0.
34 0.028 0. 0.028 0.025 0. 0.025 0. 0. 0. 0.015 0. 0.015 0.012 0. 0.012 0.009 0. 0.009 0.015 0. 0.015 0. 0. 0.
35 0.028 0. 0.028 0.03 0. 0.03 0. 0. 0. 0.017 0. 0.017 0.009 0. 0.009 0.01 0. 0.01 0.019 0. 0.019 0. 0. 0.
36 0.029 0. 0.029 0.03 0. 0.03 0. 0. 0. 0.017 0. 0.017 0.011 0. 0.011 0.011 0. 0.011 0.017 0. 0.017 0. 0. 0.
37 0.029 0. 0.029 0.033 0. 0.033 0. 0. 0. 0.017 0. 0.017 0.011 0. 0.011 0.011 0. 0.011 0.02 0. 0.02 0. 0. 0.
38 0.031 0. 0.031 0.03 0. 0.03 0.002 0. 0.002 0.017 0. 0.017 0.01 0. 0.01 0.011 0. 0.011 0.018 0. 0.018 0. 0. 0.
39 0.032 0. 0.032 0.036 0. 0.036 0. 0. 0. 0.019 0. 0.019 0.012 0. 0.012 0.013 0. 0.013 0.022 0. 0.022 0. 0. 0.
40 0.033 0. 0.033 0.033 0. 0.033 0. 0. 0. 0.021 0. 0.021 0.011 0. 0.011 0.013 0. 0.013 0.019 0. 0.019 0. 0. 0.
41 0.039 0. 0.039 0.035 0. 0.035 0. 0. 0. 0.021 0. 0.021 0.016 0. 0.016 0.013 0. 0.013 0.02 0. 0.02 0. 0. 0.
42 0.036 0. 0.036 0.041 0. 0.041 0. 0. 0. 0.021 0. 0.021 0.013 0. 0.013 0.013 0. 0.013 0.026 0. 0.026 0. 0. 0.
43 0.04 0. 0.04 0.039 0. 0.039 0. 0. 0. 0.024 0. 0.024 0.015 0. 0.015 0.015 0. 0.015 0.022 0. 0.022 0. 0. 0.
44 0.041 0. 0.041 0.04 0. 0.04 0. 0. 0. 0.025 0. 0.025 0.015 0. 0.015 0.015 0. 0.015 0.024 0. 0.024 0. 0. 0.
45 0.047 0. 0.047 0.045 0. 0.045 0. 0. 0. 0.027 0. 0.027 0.019 0. 0.019 0.016 0. 0.016 0.027 0. 0.027 0. 0. 0.
46 0.047 0. 0.047 0.049 0.002 0.046 0. 0. 0. 0.028 0. 0.028 0.017 0. 0.017 0.018 0. 0.018 0.029 0.002 0.027 0. 0. 0.
47 0.047 0. 0.047 0.051 0. 0.05 0. 0. 0. 0.027 0. 0.027 0.018 0. 0.018 0.017 0. 0.017 0.032 0. 0.032 0. 0. 0.
48 0.049 0. 0.049 0.049 0. 0.049 0. 0. 0. 0.029 0. 0.029 0.018 0. 0.018 0.016 0. 0.016 0.03 0. 0.03 0. 0. 0.
49 0.051 0. 0.051 0.054 0. 0.054 0. 0. 0. 0.03 0. 0.03 0.019 0. 0.019 0.022 0. 0.022 0.03 0. 0.03 0. 0. 0.
50 0.114 0.036 0.077 0.114 0.04 0.073 0. 0. 0. 0.095 0.035 0.059 0.017 0. 0.016 0.017 0. 0.017 0.096 0.04 0.056 0. 0. 0.
51 0.055 0. 0.055 0.053 0.003 0.05 0. 0. 0. 0.032 0. 0.032 0.021 0. 0.021 0.021 0. 0.021 0.03 0.002 0.027 0. 0. 0.
52 0.057 0. 0.057 0.056 0. 0.056 0. 0. 0. 0.035 0. 0.035 0.02 0. 0.02 0.022 0. 0.022 0.032 0. 0.032 0. 0. 0.
53 0.057 0. 0.057 0.057 0. 0.057 0. 0. 0. 0.034 0. 0.034 0.021 0. 0.021 0.023 0. 0.023 0.032 0. 0.032 0. 0. 0.
54 0.062 0. 0.062 0.062 0. 0.062 0. 0. 0. 0.037 0. 0.037 0.023 0. 0.023 0.023 0. 0.023 0.037 0. 0.037 0. 0. 0.
55 0.067 0. 0.067 0.063 0. 0.063 0. 0. 0. 0.043 0. 0.043 0.023 0. 0.023 0.023 0. 0.023 0.037 0. 0.037 0. 0. 0.
56 0.068 0. 0.068 0.069 0. 0.069 0. 0. 0. 0.041 0. 0.041 0.025 0. 0.025 0.024 0. 0.024 0.042 0. 0.042 0. 0. 0.
57 0.069 0. 0.069 0.067 0. 0.067 0. 0. 0. 0.039 0. 0.039 0.028 0. 0.028 0.025 0. 0.025 0.04 0. 0.04 0. 0. 0.
58 0.067 0. 0.067 0.075 0. 0.075 0. 0. 0. 0.039 0. 0.039 0.025 0. 0.025 0.029 0. 0.029 0.044 0. 0.044 0. 0. 0.
59 0.073 0. 0.073 0.072 0. 0.072 0. 0. 0. 0.045 0. 0.045 0.026 0. 0.026 0.027 0. 0.027 0.043 0. 0.043 0. 0. 0.
60 0.073 0.003 0.069 0.076 0. 0.076 0. 0. 0. 0.042 0.003 0.038 0.029 0. 0.029 0.028 0. 0.028 0.045 0. 0.045 0. 0. 0.
61 0.075 0. 0.075 0.085 0.003 0.082 0. 0. 0. 0.045 0. 0.045 0.028 0. 0.028 0.031 0.003 0.028 0.052 0. 0.052 0. 0. 0.
62 0.08 0. 0.08 0.088 0. 0.088 0. 0. 0. 0.048 0. 0.048 0.03 0. 0.03 0.032 0. 0.032 0.054 0. 0.054 0. 0. 0.
63 0.079 0. 0.079 0.084 0. 0.084 0. 0. 0. 0.048 0. 0.048 0.029 0. 0.029 0.034 0. 0.034 0.049 0. 0.049 0. 0. 0.
64 0.082 0. 0.082 0.085 0. 0.085 0. 0. 0. 0.047 0. 0.047 0.034 0. 0.034 0.031 0. 0.031 0.051 0. 0.051 0. 0. 0.
65 0.087 0. 0.087 0.088 0. 0.088 0. 0. 0. 0.052 0. 0.052 0.033 0. 0.033 0.034 0. 0.034 0.052 0. 0.052 0.001 0. 0.001
66 0.092 0.003 0.088 0.087 0. 0.087 0. 0. 0. 0.054 0. 0.054 0.036 0.003 0.032 0.033 0. 0.032 0.052 0. 0.052 0. 0. 0.
67 0.094 0. 0.094 0.093 0. 0.094 0. 0. 0. 0.055 0. 0.055 0.036 0. 0.036 0.036 0. 0.036 0.054 0. 0.056 0. 0. 0.
68 0.094 0. 0.094 0.095 0. 0.095 0. 0. 0. 0.054 0. 0.054 0.037 0. 0.037 0.038 0. 0.038 0.054 0. 0.054 0. 0. 0.
69 0.101 0. 0.101 0.097 0. 0.097 0. 0. 0. 0.059 0. 0.059 0.04 0. 0.04 0.037 0. 0.037 0.058 0. 0.058 0. 0. 0.
70 0.102 0. 0.102 0.103 0. 0.103 0. 0. 0. 0.059 0. 0.059 0.041 0. 0.041 0.035 0. 0.035 0.065 0. 0.065 0.001 0. 0.001
71 0.114 0.003 0.11 0.105 0. 0.105 0.001 0. 0.001 0.067 0.003 0.063 0.045 0. 0.045 0.038 0. 0.038 0.064 0. 0.064 0. 0. 0.
72 0.107 0. 0.107 0.109 0. 0.109 0.001 0. 0. 0.061 0. 0.061 0.044 0. 0.044 0.042 0. 0.042 0.064 0. 0.064 0. 0. 0.
73 0.112 0. 0.112 0.111 0. 0.111 0.001 0. 0.001 0.063 0. 0.063 0.047 0. 0.047 0.044 0. 0.044 0.065 0. 0.065 0. 0. 0.
74 0.115 0. 0.115 0.118 0. 0.118 0. 0. 0. 0.066 0. 0.066 0.046 0. 0.046 0.047 0. 0.047 0.069 0. 0.069 0.001 0. 0.001
75 0.117 0. 0.117 0.12 0. 0.119 0.001 0. 0.001 0.067 0. 0.067 0.048 0. 0.048 0.047 0. 0.047 0.07 0. 0.07 0.001 0. 0.001
76 0.117 0.003 0.114 0.118 0. 0.118 0. 0. 0. 0.065 0.002 0.062 0.05 0. 0.05 0.043 0. 0.043 0.069 0. 0.069 0.004 0. 0.004
77 0.119 0. 0.119 0.122 0. 0.122 0.001 0. 0.001 0.067 0. 0.067 0.049 0. 0.049 0.044 0. 0.044 0.076 0. 0.076 0. 0. 0.
78 0.126 0. 0.126 0.134 0.003 0.13 0.001 0. 0.001 0.073 0. 0.073 0.05 0. 0.05 0.055 0. 0.055 0.077 0.003 0.073 0. 0. 0.
79 0.126 0.003 0.122 0.126 0. 0.126 0.001 0. 0.001 0.075 0.003 0.071 0.048 0. 0.048 0.054 0. 0.054 0.07 0. 0.07 0.001 0. 0.001
80 0.124 0. 0.124 0.128 0. 0.128 0.001 0. 0.001 0.071 0. 0.071 0.05 0. 0.05 0.052 0. 0.052 0.074 0. 0.074 0.001 0. 0.001
81 0.132 0. 0.132 0.126 0. 0.126 0.001 0. 0.001 0.076 0. 0.076 0.053 0. 0.053 0.049 0. 0.049 0.075 0. 0.075 0.001 0. 0.001
82 0.148 0. 0.148 0.137 0. 0.137 0.001 0. 0.001 0.085 0. 0.085 0.06 0. 0.06 0.058 0. 0.058 0.076 0. 0.076 0.001 0. 0.001
83 0.143 0. 0.142 0.144 0. 0.144 0.001 0. 0.001 0.082 0. 0.082 0.058 0. 0.058 0.054 0. 0.054 0.087 0. 0.087 0.001 0. 0.001
84 0.14 0. 0.14 0.133 0. 0.133 0.001 0. 0.001 0.082 0. 0.082 0.055 0. 0.055 0.052 0. 0.052 0.079 0. 0.079 0. 0. 0.
85 0.144 0. 0.144 0.142 0. 0.142 0. 0. 0. 0.084 0. 0.084 0.058 0. 0.058 0.056 0. 0.056 0.083 0. 0.083 0.001 0. 0.001
86 0.153 0.003 0.149 0.143 0. 0.143 0.001 0. 0.001 0.088 0.003 0.084 0.062 0. 0.062 0.049 0. 0.049 0.091 0. 0.091 0.001 0. 0.001
87 0.149 0. 0.149 0.146 0. 0.146 0.001 0. 0.001 0.088 0. 0.088 0.058 0. 0.058 0.054 0. 0.054 0.09 0. 0.09 0.001 0. 0.001
88 0.152 0. 0.151 0.152 0. 0.152 0.001 0. 0.001 0.089 0. 0.089 0.06 0. 0.06 0.062 0. 0.062 0.087 0. 0.087 0.001 0. 0.001
89 0.149 0. 0.149 0.165 0. 0.165 0. 0. 0. 0.089 0. 0.089 0.057 0. 0.057 0.063 0. 0.063 0.099 0. 0.099 0.001 0. 0.001
90 0.153 0. 0.153 0.169 0. 0.169 0.001 0. 0.001 0.087 0. 0.087 0.064 0. 0.064 0.072 0. 0.072 0.094 0. 0.094 0.001 0. 0.001
91 0.162 0. 0.162 0.193 0. 0.193 0.001 0. 0.001 0.096 0. 0.096 0.063 0. 0.063 0.076 0. 0.076 0.114 0. 0.114 0. 0. 0.
92 0.174 0. 0.174 0.171 0. 0.171 0.001 0. 0.001 0.102 0. 0.102 0.069 0. 0.069 0.066 0. 0.066 0.102 0. 0.102 0.001 0. 0.001
93 0.18 0. 0.18 0.167 0. 0.167 0.001 0. 0.001 0.108 0. 0.108 0.069 0. 0.069 0.062 0. 0.062 0.102 0. 0.102 0.001 0. 0.001
94 0.177 0. 0.177 0.172 0. 0.172 0.001 0. 0.001 0.106 0. 0.106 0.067 0. 0.067 0.065 0. 0.068 0.103 0. 0.102 0.002 0. 0.
95 0.176 0. 0.176 0.179 0.003 0.175 0.001 0. 0.001 0.104 0. 0.105 0.069 0. 0.069 0.068 0. 0.067 0.108 0.003 0.104 0.001 0. 0.001
96 0.179 0. 0.179 0.176 0. 0.176 0.001 0. 0.001 0.108 0. 0.108 0.069 0. 0.069 0.07 0. 0.07 0.103 0. 0.103 0.001 0. 0.001
97 0.18 0. 0.18 0.182 0. 0.182 0.001 0. 0.001 0.106 0. 0.106 0.071 0. 0.071 0.071 0. 0.071 0.108 0. 0.108 0.001 0. 0.001
98 0.186 0. 0.185 0.195 0. 0.195 0.001 0. 0.001 0.108 0. 0.108 0.074 0. 0.074 0.074 0. 0.074 0.118 0. 0.118 0.001 0. 0.001
99 0.194 0. 0.194 0.19 0. 0.19 0.001 0. 0.001 0.115 0. 0.115 0.076 0. 0.076 0.076 0. 0.076 0.111 0. 0.111 0.001 0. 0.001
100 0.2 0. 0.199 0.208 0. 0.207 0.001 0. 0.001 0.114 0. 0.114 0.083 0. 0.083 0.086 0. 0.086 0.119 0. 0.119 0.001 0. 0.001
110 0.232 0.003 0.228 0.24 0. 0.24 0.001 0. 0.001 0.136 0.003 0.132 0.092 0. 0.092 0.095 0. 0.095 0.142 0. 0.142 0.001 0. 0.001
120 0.272 0.003 0.268 0.289 0. 0.289 0.001 0. 0.001 0.163 0.003 0.159 0.105 0. 0.105 0.117 0. 0.117 0.169 0. 0.169 0.001 0. 0.001
130 0.342 0.004 0.338 0.35 0.003 0.346 0.001 0. 0.001 0.194 0.003 0.19 0.144 0. 0.144 0.136 0. 0.136 0.211 0.003 0.207 0.002 0. 0.002
140 0.418 0.003 0.414 0.41 0. 0.41 0.002 0. 0.002 0.249 0.003 0.245 0.165 0. 0.165 0.168 0. 0.168 0.238 0. 0.238 0.001 0. 0.001
150 0.46 0.003 0.456 0.463 0. 0.463 0.002 0. 0.002 0.27 0.003 0.266 0.186 0. 0.186 0.185 0. 0.185 0.275 0. 0.275 0.001 0. 0.001
160 0.534 0.004 0.53 0.549 0.008 0.541 0.002 0. 0.002 0.315 0.003 0.311 0.214 0. 0.214 0.217 0.003 0.213 0.327 0.004 0.322 0.003 0. 0.003
170 0.593 0.008 0.584 0.601 0. 0.601 0.002 0. 0.002 0.35 0.003 0.346 0.238 0.004 0.234 0.243 0. 0.243 0.354 0. 0.354 0.002 0. 0.002
180 0.649 0.003 0.645 0.649 0.004 0.645 0.002 0. 0.002 0.393 0. 0.393 0.251 0.003 0.247 0.252 0. 0.252 0.392 0.004 0.388 0.003 0. 0.003
190 0.707 0. 0.707 0.723 0. 0.723 0.003 0. 0.003 0.425 0. 0.425 0.277 0. 0.277 0.284 0. 0.284 0.434 0. 0.434 0.003 0. 0.003
200 0.84 0.007 0.832 0.841 0. 0.841 0.008 0. 0.008 0.496 0.007 0.488 0.334 0. 0.334 0.333 0. 0.333 0.503 0. 0.503 0.003 0. 0.003
210 0.88 0.011 0.868 0.884 0.003 0.88 0.003 0. 0.003 0.531 0.007 0.523 0.343 0.003 0.339 0.333 0.004 0.329 0.546 0. 0.546 0.003 0. 0.003
220 0.962 0.003 0.958 0.971 0.002 0.968 0.003 0. 0.003 0.579 0.003 0.575 0.378 0. 0.378 0.391 0. 0.391 0.574 0.001 0.572 0.003 0. 0.003
230 1.143 0.004 1.139 1.123 0. 1.123 0.004 0.003 0. 0.677 0. 0.677 0.46 0. 0.46 0.451 0. 0.451 0.666 0. 0.666 0.004 0. 0.004
240 1.17 0. 1.17 1.183 0. 1.183 0.004 0. 0.004 0.725 0. 0.724 0.439 0. 0.439 0.435 0. 0.435 0.743 0. 0.742 0.003 0. 0.003
250 1.249 0.016 1.232 1.293 0.013 1.279 0.005 0. 0.009 0.772 0.007 0.759 0.47 0.007 0.462 0.49 0. 0.489 0.797 0.012 0.784 0.004 0. 0.004
260 1.348 0.002 1.345 1.37 0. 1.37 0.004 0. 0.004 0.817 0.001 0.816 0.524 0. 0.524 0.525 0. 0.525 0.838 0. 0.838 0.005 0. 0.005
270 1.48 0. 1.48 1.48 0. 1.48 0.004 0. 0.004 0.896 0. 0.895 0.578 0. 0.578 0.573 0. 0.573 0.9 0. 0.9 0.005 0. 0.005
280 1.669 0. 1.669 1.679 0. 1.678 0.006 0. 0.006 1.01 0. 1.01 0.65 0. 0.65 0.669 0. 0.669 1.003 0. 1.003 0.004 0. 0.004
290 1.706 0.004 1.701 1.772 0.011 1.76 0.005 0. 0.005 1.055 0. 1.054 0.644 0.004 0.64 0.65 0.003 0.646 1.112 0.007 1.104 0.007 0. 0.007
300 1.951 0.008 1.942 1.934 0.031 1.902 0.005 0. 0.005 1.168 0.004 1.163 0.777 0.004 0.772 0.761 0.011 0.748 1.165 0.019 1.145 0.006 0. 0.006
310 2.02 0.016 2.004 2.044 0.004 2.04 0.005 0. 0.005 1.233 0.016 1.217 0.779 0. 0.779 0.778 0. 0.778 1.257 0.004 1.253 0.006 0. 0.006
320 2.188 0. 2.188 2.198 0. 2.197 0.006 0. 0.006 1.369 0. 1.369 0.811 0. 0.81 0.844 0. 0.844 1.345 0. 1.345 0.006 0. 0.006
330 2.24 0.003 2.235 2.259 0. 2.252 0.008 0. 0.008 1.375 0. 1.375 0.854 0.003 0.85 0.842 0. 0.842 1.406 0. 1.4 0.008 0. 0.008
340 2.519 0. 2.518 2.5 0. 2.499 0.006 0. 0.006 1.507 0. 1.507 1.003 0. 1.003 1.001 0. 1. 1.49 0. 1.49 0.006 0. 0.006
350 2.599 0.011 2.587 2.582 0.016 2.565 0.006 0.003 0.002 1.656 0.007 1.648 0.935 0. 0.935 0.923 0. 0.923 1.651 0.016 1.635 0.006 0. 0.006
360 2.731 0. 2.73 2.752 0. 2.752 0.006 0. 0.006 1.71 0. 1.709 1.012 0. 1.012 0.998 0. 0.998 1.743 0. 1.743 0.008 0. 0.008
370 3.007 0. 3.007 2.989 0.004 2.985 0.007 0. 0.007 1.809 0. 1.809 1.188 0. 1.188 1.18 0.004 1.176 1.797 0. 1.796 0.009 0. 0.009
380 3.099 0.004 3.095 3.105 0.012 3.092 0.007 0. 0.007 1.951 0. 1.951 1.138 0.004 1.134 1.117 0.008 1.108 1.978 0.004 1.973 0.008 0. 0.008
390 3.307 0. 3.307 3.37 0.004 3.366 0.008 0. 0.008 2.028 0. 2.027 1.268 0. 1.268 1.319 0. 1.318 2.041 0.004 2.036 0.008 0. 0.008
400 3.501 0. 3.5 3.542 0. 3.541 0.008 0. 0.008 2.173 0. 2.172 1.318 0. 1.318 1.333 0. 1.332 2.198 0. 2.198 0.008 0. 0.008
