param-n,rewrite-strat(bottomup)-regression-exponential-real,rewrite-strat(bottomup)-regression-exponential-sys,rewrite-strat(bottomup)-regression-exponential-user,rewrite-strat(topdown)-regression-exponential-real,rewrite-strat(topdown)-regression-exponential-sys,rewrite-strat(topdown)-regression-exponential-user,setoid-rewrite-regression-cubic-real,setoid-rewrite-regression-cubic-sys,setoid-rewrite-regression-cubic-user
0,0.001,0.,0.,0.001,0.,0.001,0.001,0.,0.001
1,0.,0.,0.,0.,0.,0.,0.,0.,0.
2,0.001,0.,0.001,0.001,0.,0.001,0.001,0.,0.001
3,0.001,0.,0.001,0.001,0.,0.001,0.001,0.,0.001
4,0.002,0.,0.002,0.002,0.,0.002,0.002,0.,0.002
5,0.003,0.,0.003,0.003,0.,0.003,0.003,0.,0.003
6,0.004,0.004,0.,0.004,0.004,0.,0.003,0.,0.003
7,0.004,0.,0.004,0.004,0.,0.004,0.004,0.,0.004
8,0.005,0.,0.004,0.005,0.,0.005,0.004,0.,0.004
9,0.006,0.,0.006,0.006,0.004,0.002,0.005,0.,0.005
10,0.007,0.003,0.003,0.007,0.,0.007,0.006,0.,0.006
11,0.008,0.003,0.005,0.008,0.002,0.006,0.007,0.,0.007
12,0.01,0.004,0.005,0.01,0.003,0.006,0.007,0.,0.007
13,0.011,0.003,0.007,0.011,0.003,0.007,0.037,0.003,0.034
14,,,,0.044,0.004,0.04,0.007,0.,0.007
15,0.015,0.003,0.011,0.015,0.,0.015,0.007,0.,0.007
16,,,,,,,0.008,0.,0.008
17,,,,,,,0.022,0.,0.022
18,,,,,,,0.01,0.,0.01
19,,,,,,,0.011,0.,0.011
20,0.052,0.006,0.045,,,,0.012,0.,0.012
21,,,,,,,0.013,0.,0.013
22,,,,0.024,0.,0.024,0.019,0.003,0.015
23,,,,,,,0.014,0.,0.014
24,,,,,,,0.015,0.,0.015
25,,,,,,,0.018,0.,0.018
26,0.048,0.,0.048,,,,0.018,0.,0.018
27,,,,,,,0.023,0.,0.023
28,,,,,,,0.02,0.,0.02
29,,,,,,,0.022,0.,0.022
30,,,,0.062,0.,0.062,0.029,0.,0.029
31,,,,,,,0.024,0.,0.024
32,,,,,,,0.025,0.,0.025
33,0.062,0.,0.062,,,,0.027,0.,0.027
34,,,,,,,0.084,0.,0.084
35,,,,,,,0.031,0.,0.031
36,,,,,,,0.062,0.,0.062
37,,,,0.082,0.,0.082,0.034,0.,0.034
38,,,,,,,0.044,0.,0.044
39,0.097,0.,0.097,,,,0.037,0.,0.037
40,,,,,,,0.037,0.,0.037
41,,,,,,,0.04,0.,0.04
42,,,,,,,0.045,0.,0.045
43,,,,,,,0.081,0.015,0.066
44,,,,,,,0.052,0.,0.052
45,,,,0.144,0.,0.144,0.046,0.,0.046
46,0.201,0.,0.201,,,,0.048,0.,0.048
47,,,,,,,0.108,0.,0.108
48,,,,,,,0.083,0.,0.083
49,,,,,,,0.065,0.,0.065
50,,,,,,,0.058,0.,0.058
51,,,,,,,0.059,0.,0.059
52,0.23,0.003,0.226,,,,,,
53,,,,0.298,0.,0.298,0.066,0.,0.066
54,,,,,,,0.068,0.,0.068
55,,,,,,,0.07,0.,0.07
56,,,,,,,0.073,0.,0.073
58,,,,,,,0.08,0.,0.08
59,,,,,,,0.08,0.,0.08
60,,,,,,,0.082,0.,0.082
61,,,,,,,0.088,0.,0.088
62,0.401,0.,0.401,,,,,,
63,,,,0.393,0.,0.393,0.091,0.,0.091
64,,,,,,,0.105,0.,0.105
65,,,,,,,0.096,0.,0.096
66,,,,,,,0.099,0.,0.099
68,,,,,,,0.108,0.,0.108
69,,,,,,,0.11,0.,0.11
70,,,,,,,0.124,0.,0.124
71,,,,,,,0.126,0.,0.123
73,0.493,0.003,0.489,,,,0.134,0.,0.134
74,,,,0.547,0.,0.547,0.133,0.003,0.129
75,,,,,,,0.125,0.,0.125
78,,,,,,,0.147,0.,0.147
80,,,,,,,0.154,0.,0.154
83,0.696,0.003,0.692,,,,0.166,0.,0.166
84,,,,0.729,0.,0.729,,,
85,,,,,,,0.167,0.,0.167
88,,,,,,,0.188,0.,0.188
90,,,,,,,0.198,0.,0.198
93,,,,,,,0.202,0.,0.202
94,0.994,0.,0.993,,,,,,
95,,,,1.044,0.,1.043,0.21,0.,0.21
98,,,,,,,0.225,0.,0.225
100,,,,,,,0.234,0.,0.234
104,1.333,0.,1.333,,,,,,
105,,,,1.394,0.003,1.391,,,
106,,,,,,,0.353,0.,0.353
120,,,,,,,0.332,0.,0.332
140,,,,,,,0.49,0.,0.49
159,,,,,,,0.673,0.,0.673
179,,,,,,,0.887,0.,0.887
199,,,,,,,1.061,0.,1.061
