param-n,abstract-regression-linear-real,abstract-regression-linear-sys,abstract-regression-linear-user,reify-regression-cubic-real,reify-regression-cubic-sys,reify-regression-cubic-user
1,0.,0.,0.,0.002,0.,0.002
2,0.,0.,0.,0.003,0.,0.002
3,0.,0.,0.,0.004,0.,0.004
4,0.,0.,0.,0.005,0.,0.005
5,0.,0.,0.,0.052,0.002,0.049
6,0.,0.,0.,0.006,0.,0.006
7,0.,0.,0.,0.008,0.,0.007
8,0.,0.,0.,0.009,0.,0.009
9,0.,0.,0.,0.011,0.,0.011
10,0.002,0.,0.002,0.012,0.,0.012
11,0.001,0.,0.001,0.014,0.,0.014
12,0.001,0.,0.001,0.016,0.,0.016
13,0.001,0.,0.001,0.018,0.,0.018
14,0.001,0.,0.001,0.021,0.,0.021
15,0.001,0.,0.001,0.022,0.,0.022
16,0.001,0.,0.001,0.025,0.,0.025
17,0.001,0.,0.001,0.027,0.,0.027
18,0.001,0.,0.001,0.031,0.,0.031
19,0.001,0.,0.001,0.034,0.,0.034
20,0.001,0.,0.001,0.036,0.,0.036
21,0.001,0.,0.,0.042,0.,0.042
22,0.001,0.,0.001,0.043,0.,0.043
23,0.001,0.,0.001,0.048,0.,0.048
24,0.001,0.,0.001,0.051,0.,0.051
25,0.001,0.,0.001,0.057,0.,0.057
26,0.001,0.,0.001,0.059,0.,0.059
27,0.001,0.,0.001,0.065,0.,0.065
28,0.001,0.,0.001,0.066,0.,0.066
29,0.001,0.,0.001,0.076,0.,0.075
30,0.002,0.,0.002,0.08,0.,0.08
31,0.002,0.,0.002,0.08,0.,0.08
32,0.002,0.,0.002,0.091,0.,0.09
33,0.002,0.,0.002,0.099,0.,0.099
34,0.002,0.,0.002,0.102,0.,0.102
35,0.002,0.,0.002,0.101,0.,0.101
36,0.002,0.,0.002,0.108,0.,0.108
37,0.002,0.,0.001,0.114,0.,0.114
38,0.002,0.,0.002,0.119,0.,0.119
39,0.002,0.,0.002,0.127,0.001,0.126
40,0.002,0.,0.002,0.141,0.,0.14
41,0.002,0.,0.002,0.159,0.001,0.158
42,0.002,0.,0.002,0.149,0.001,0.148
43,0.002,0.,0.002,0.156,0.,0.156
44,0.002,0.,0.002,0.165,0.,0.164
45,0.002,0.,0.002,0.173,0.,0.173
46,0.002,0.,0.002,0.182,0.001,0.181
47,0.002,0.,0.002,0.189,0.,0.188
48,0.004,0.,0.004,0.197,0.,0.197
49,0.002,0.,0.002,0.207,0.,0.207
50,0.002,0.,0.002,0.217,0.,0.216
51,0.004,0.,0.004,0.236,0.,0.236
52,0.003,0.,0.003,0.245,0.,0.245
53,0.003,0.,0.003,0.262,0.,0.262
54,0.003,0.,0.003,0.275,0.,0.275
55,0.003,0.,0.003,0.279,0.001,0.277
56,0.003,0.,0.003,0.284,0.,0.284
57,0.003,0.,0.003,0.291,0.,0.29
58,0.003,0.,0.003,0.302,0.,0.301
59,0.003,0.,0.003,0.313,0.,0.313
60,0.003,0.,0.003,0.322,0.,0.321
61,0.003,0.,0.003,0.332,0.,0.331
62,0.003,0.,0.003,0.339,0.,0.339
63,0.003,0.,0.003,0.366,0.,0.366
64,0.003,0.,0.003,0.394,0.,0.394
65,0.004,0.,0.004,0.402,0.,0.402
