param-n fast-rewrite-regression-cubic-real fast-rewrite-regression-cubic-sys fast-rewrite-regression-cubic-user pose-build-and-refine-regression-cubic-real pose-build-and-refine-regression-cubic-sys pose-build-and-refine-regression-cubic-user refine-regression-quadratic-regression-linear-real refine-regression-quadratic-regression-linear-sys refine-regression-quadratic-regression-linear-user
33 0.004 0. 0.004 0.004 0. 0.004 0. 0. 0.
34 0.004 0. 0.004 0.004 0. 0.004 0. 0. 0.
35 0.004 0. 0.004 0.004 0. 0.004 0. 0. 0.
36 0.005 0. 0.005 0.005 0. 0.005 0. 0. 0.
37 0.022 0. 0.022 0.022 0. 0.022 0.017 0. 0.017
38 0.005 0. 0.005 0.005 0. 0.005 0. 0. 0.
39 0.005 0. 0.005 0.005 0. 0.005 0. 0. 0.
40 0.005 0. 0.005 0.005 0. 0.005 0. 0. 0.
41 0.006 0. 0.006 0.006 0. 0.006 0. 0. 0.
42 0.005 0. 0.005 0.005 0. 0.005 0. 0. 0.
43 0.005 0. 0.005 0.005 0. 0.005 0. 0. 0.
44 0.005 0. 0.005 0.005 0. 0.005 0. 0. 0.
45 0.006 0. 0.006 0.006 0. 0.006 0. 0. 0.
46 0.006 0. 0.006 0.006 0. 0.006 0. 0. 0.
47 0.007 0. 0.007 0.007 0. 0.007 0. 0. 0.
48 0.008 0. 0.008 0.008 0. 0.008 0. 0. 0.
49 0.006 0. 0.006 0.006 0. 0.006 0. 0. 0.006
50 0.012 0.004 0.008 0.012 0.004 0.008 0. 0. 0.
51 0.007 0. 0.007 0.007 0. 0.007 0. 0. 0.
52 0.007 0. 0.007 0.007 0. 0.007 0. 0. 0.
53 0.007 0. 0.007 0.007 0. 0.007 0. 0. 0.
54 0.007 0. 0.007 0.007 0. 0.007 0. 0. 0.
55 0.008 0. 0.008 0.008 0. 0.008 0. 0. 0.
56 0.011 0. 0.011 0.011 0. 0.011 0. 0. 0.
57 0.007 0. 0.007 0.007 0. 0.007 0. 0. 0.
58 0.008 0. 0.008 0.008 0. 0.008 0. 0. 0.
59 0.008 0. 0.008 0.008 0. 0.008 0. 0. 0.
60 0.008 0. 0.008 0.008 0. 0.008 0. 0. 0.
61 0.008 0. 0.008 0.008 0. 0.008 0. 0. 0.
62 0.008 0. 0.008 0.008 0. 0.008 0. 0. 0.
63 0.009 0. 0.009 0.009 0. 0.009 0. 0. 0.
64 0.008 0. 0.008 0.008 0. 0.008 0. 0. 0.
65 0.009 0. 0.009 0.009 0. 0.009 0. 0. 0.
66 0.009 0. 0.009 0.009 0. 0.009 0. 0. 0.
67 0.009 0. 0.009 0.009 0. 0.009 0. 0. 0.
68 0.009 0. 0.009 0.009 0. 0.009 0. 0. 0.
69 0.011 0. 0.011 0.011 0. 0.011 0. 0. 0.
70 0.009 0. 0.009 0.009 0. 0.009 0. 0. 0.
71 0.01 0. 0.01 0.01 0. 0.01 0. 0. 0.
72 0.01 0. 0.01 0.01 0. 0.01 0. 0. 0.
73 0.01 0. 0.01 0.01 0. 0.01 0. 0. 0.
74 0.012 0. 0.012 0.012 0. 0.012 0. 0. 0.
75 0.01 0. 0.01 0.01 0. 0.01 0. 0. 0.
76 0.011 0. 0.011 0.011 0. 0.011 0. 0. 0.
77 0.011 0. 0.011 0.011 0. 0.011 0. 0. 0.
78 0.01 0. 0.01 0.01 0. 0.01 0. 0. 0.
79 0.016 0. 0.016 0.016 0. 0.016 0.005 0. 0.005
80 0.011 0. 0.011 0.011 0. 0.011 0. 0. 0.
81 0.011 0. 0.011 0.011 0. 0.011 0. 0. 0.
82 0.012 0. 0.012 0.012 0. 0.012 0.001 0. 0.001
83 0.012 0. 0.012 0.012 0. 0.012 0.001 0. 0.001
84 0.017 0. 0.017 0.017 0. 0.017 0.001 0. 0.001
85 0.015 0. 0.015 0.015 0. 0.015 0.001 0. 0.001
86 0.013 0. 0.013 0.013 0. 0.013 0.001 0. 0.001
87 0.016 0. 0.016 0.016 0. 0.016 0. 0. 0.
88 0.012 0. 0.012 0.012 0. 0.012 0.001 0. 0.001
89 0.019 0. 0.019 0.019 0. 0.019 0.001 0. 0.001
90 0.013 0. 0.013 0.013 0. 0.013 0.001 0. 0.001
91 0.013 0. 0.013 0.013 0. 0.013 0.001 0. 0.001
92 0.014 0. 0.014 0.014 0. 0.014 0.001 0. 0.001
93 0.016 0. 0.016 0.016 0. 0.016 0.001 0. 0.001
94 0.014 0. 0.014 0.014 0. 0.014 0.001 0. 0.001
95 0.013 0. 0.013 0.013 0. 0.013 0.001 0. 0.001
96 0.014 0. 0.014 0.014 0. 0.014 0.001 0. 0.001
97 0.019 0. 0.019 0.019 0. 0.019 0.001 0. 0.001
98 0.015 0. 0.015 0.015 0. 0.015 0.001 0. 0.001
99 0.015 0. 0.015 0.015 0. 0.015 0.001 0. 0.001
100 0.024 0.007 0.016 0.024 0.007 0.016 0.002 0.002 0.
110 0.017 0. 0.017 0.017 0. 0.017 0.001 0. 0.001
120 0.023 0. 0.023 0.023 0. 0.023 0.001 0. 0.001
130 0.039 0. 0.039 0.039 0. 0.039 0.001 0. 0.001
140 0.039 0. 0.039 0.039 0. 0.039 0.001 0. 0.001
150 0.087 0.016 0.07 0.087 0.016 0.07 0.001 0. 0.001
160 0.05 0. 0.05 0.05 0. 0.05 0.001 0. 0.001
170 0.057 0.003 0.053 0.057 0.003 0.053 0.001 0. 0.001
180 0.062 0. 0.062 0.061 0. 0.061 0.002 0. 0.002
190 0.067 0. 0.067 0.067 0. 0.067 0.002 0. 0.002
200 0.08 0.001 0.079 0.08 0.001 0.079 0.002 0. 0.002
210 0.078 0. 0.078 0.078 0. 0.078 0.002 0. 0.002
220 0.072 0. 0.072 0.072 0. 0.072 0.002 0. 0.002
230 0.081 0. 0.081 0.081 0. 0.081 0.002 0. 0.002
240 0.082 0.003 0.079 0.082 0.003 0.079 0.002 0. 0.002
250 0.111 0.003 0.107 0.111 0.003 0.107 0.002 0. 0.002
260 0.095 0. 0.095 0.095 0. 0.095 0.003 0. 0.003
270 0.11 0.007 0.102 0.11 0.007 0.102 0.003 0. 0.003
280 0.14 0.004 0.136 0.14 0.004 0.136 0.003 0. 0.003
290 0.133 0. 0.133 0.133 0. 0.133 0.004 0. 0.004
300 0.143 0.007 0.135 0.143 0.007 0.135 0.003 0.003 0.
310 0.158 0.007 0.15 0.158 0.007 0.15 0.003 0. 0.003
320 0.15 0. 0.15 0.15 0. 0.15 0.003 0. 0.003
330 0.144 0.012 0.132 0.144 0.012 0.132 0.003 0. 0.003
340 0.166 0.001 0.164 0.166 0.001 0.164 0.004 0. 0.004
350 0.172 0.003 0.168 0.172 0.003 0.168 0.003 0. 0.003
360 0.17 0.003 0.166 0.17 0.003 0.166 0.005 0. 0.005
370 0.204 0. 0.204 0.204 0. 0.203 0.004 0. 0.004
380 0.219 0. 0.218 0.219 0. 0.218 0.004 0. 0.004
390 0.212 0. 0.212 0.212 0. 0.212 0.004 0. 0.004
400 0.184 0.003 0.18 0.184 0.003 0.18 0.004 0. 0.004
410 0.198 0. 0.198 0.198 0. 0.198 0.005 0. 0.005
420 0.213 0. 0.213 0.213 0. 0.213 0.004 0. 0.004
430 0.213 0. 0.213 0.213 0. 0.213 0.004 0. 0.004
440 0.274 0. 0.274 0.274 0. 0.274 0.005 0. 0.005
450 0.275 0. 0.275 0.275 0. 0.275 0.005 0. 0.005
460 0.245 0. 0.245 0.245 0. 0.245 0.005 0. 0.005
470 0.25 0. 0.25 0.25 0. 0.25 0.005 0. 0.005
480 0.274 0. 0.274 0.274 0. 0.274 0.005 0. 0.005
490 0.341 0. 0.341 0.341 0. 0.341 0.005 0. 0.005
500 0.295 0. 0.295 0.295 0. 0.295 0.005 0. 0.005
510 0.276 0. 0.276 0.276 0. 0.276 0.005 0. 0.005
520 0.307 0. 0.306 0.307 0. 0.306 0.006 0. 0.006
530 0.372 0. 0.372 0.372 0. 0.372 0.006 0. 0.006
540 0.342 0.007 0.334 0.342 0.007 0.334 0.006 0. 0.006
550 0.348 0.003 0.344 0.348 0.003 0.344 0.007 0. 0.007
560 0.381 0.004 0.377 0.381 0.004 0.377 0.006 0. 0.006
570 0.398 0. 0.398 0.398 0. 0.398 0.006 0. 0.006
580 0.357 0. 0.357 0.357 0. 0.357 0.007 0. 0.007
590 0.362 0. 0.362 0.362 0. 0.362 0.007 0. 0.007
600 0.465 0. 0.464 0.465 0. 0.464 0.009 0. 0.009
610 0.407 0. 0.407 0.407 0. 0.407 0.008 0. 0.008
620 0.405 0. 0.405 0.405 0. 0.405 0.007 0. 0.007
630 0.484 0. 0.484 0.484 0. 0.484 0.007 0. 0.007
640 0.427 0.001 0.425 0.427 0.001 0.425 0.007 0. 0.007
650 0.446 0.003 0.442 0.446 0.003 0.442 0.008 0. 0.008
660 0.527 0. 0.527 0.527 0. 0.527 0.007 0. 0.007
670 0.434 0. 0.434 0.434 0. 0.434 0.007 0. 0.007
680 0.489 0. 0.489 0.489 0. 0.489 0.007 0. 0.007
690 0.557 0.004 0.553 0.557 0.004 0.553 0.007 0. 0.007
700 0.467 0.012 0.454 0.467 0.012 0.454 0.008 0. 0.008
710 0.584 0. 0.584 0.584 0. 0.584 0.008 0. 0.008
720 0.526 0. 0.526 0.526 0. 0.526 0.008 0. 0.008
730 0.534 0. 0.534 0.534 0. 0.534 0.008 0. 0.008
740 0.611 0. 0.611 0.611 0. 0.611 0.008 0. 0.008
750 0.545 0. 0.545 0.545 0. 0.545 0.008 0. 0.008
760 0.659 0. 0.659 0.659 0. 0.659 0.009 0. 0.009
770 0.581 0. 0.581 0.581 0. 0.581 0.009 0. 0.009
780 0.712 0. 0.712 0.712 0. 0.712 0.012 0. 0.012
790 0.648 0. 0.647 0.648 0. 0.647 0.009 0. 0.009
800 0.756 0.003 0.752 0.756 0.003 0.752 0.01 0. 0.01
810 0.613 0. 0.613 0.613 0. 0.613 0.009 0. 0.009
820 0.715 0. 0.715 0.715 0. 0.715 0.01 0. 0.01
830 0.63 0. 0.63 0.63 0. 0.63 0.009 0. 0.009
840 0.755 0. 0.755 0.755 0. 0.755 0.009 0. 0.009
850 0.664 0. 0.663 0.664 0. 0.663 0.01 0. 0.01
860 0.82 0. 0.82 0.82 0. 0.82 0.011 0. 0.011
870 0.761 0. 0.761 0.761 0. 0.761 0.011 0. 0.011
880 0.814 0. 0.813 0.814 0. 0.813 0.01 0. 0.01
890 0.805 0. 0.805 0.805 0. 0.805 0.01 0. 0.01
900 0.819 0. 0.818 0.819 0. 0.818 0.01 0. 0.01
910 0.832 0. 0.832 0.832 0. 0.832 0.01 0. 0.01
920 0.784 0. 0.784 0.784 0. 0.784 0.011 0. 0.011
930 0.899 0. 0.899 0.899 0. 0.899 0.01 0. 0.01
940 0.829 0. 0.829 0.829 0. 0.829 0.011 0. 0.011
950 0.92 0. 0.92 0.92 0. 0.92 0.011 0. 0.011
960 0.944 0. 0.944 0.944 0. 0.944 0.01 0. 0.01
970 0.849 0. 0.849 0.849 0. 0.849 0.011 0. 0.011
980 0.942 0. 0.942 0.942 0. 0.942 0.012 0. 0.012
990 0.959 0. 0.959 0.959 0. 0.959 0.01 0. 0.01
1000 0.913 0. 0.913 0.913 0. 0.913 0.012 0. 0.012
1100 1.166 0. 1.165 1.166 0. 1.165 0.014 0. 0.014
1200 1.443 0.003 1.437 1.443 0.003 1.437 0.013 0. 0.013
1300 1.546 0. 1.545 1.546 0. 1.545 0.016 0. 0.016
1400 1.904 0. 1.903 1.904 0. 1.903 0.017 0. 0.017
1500 2.072 0.032 2.039 2.072 0.032 2.039 0.019 0. 0.019
1600 2.274 0.008 2.266 2.274 0.008 2.266 0.02 0. 0.02
1700 2.533 0. 2.532 2.533 0. 2.532 0.02 0. 0.02
1800 3.056 0. 3.056 3.056 0. 3.056 0.023 0. 0.023
1900 3.105 0. 3.104 3.105 0. 3.104 0.022 0. 0.022
2000 3.491 0.088 3.402 3.491 0.088 3.402 0.027 0. 0.027
3000 8. 0.036 7.962 8. 0.036 7.962 0.042 0. 0.042
4000 13.795 0.16 13.631 13.795 0.16 13.631 0.056 0. 0.056
5000 22.049 0.26 21.781 22.049 0.26 21.781 0.068 0.003 0.064
