param-n,abstract-regression-cubic-real,abstract-regression-cubic-sys,abstract-regression-cubic-user,close-abstract-regression-cubic-real,close-abstract-regression-cubic-sys,close-abstract-regression-cubic-user,fast-rewrite-regression-cubic-real,fast-rewrite-regression-cubic-sys,fast-rewrite-regression-cubic-user,pose-build-and-refine-regression-cubic-real,pose-build-and-refine-regression-cubic-sys,pose-build-and-refine-regression-cubic-user,refine-regression-quadratic-regression-linear-real,refine-regression-quadratic-regression-linear-sys,refine-regression-quadratic-regression-linear-user
1,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.
2,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.
3,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.
4,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.
5,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.
6,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.
7,0.001,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.
8,0.001,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.
9,0.001,0.,0.001,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.
10,0.001,0.,0.001,0.,0.,0.,0.001,0.,0.001,0.001,0.,0.001,0.,0.,0.
11,0.001,0.,0.,0.,0.,0.,0.001,0.,0.,0.001,0.,0.,0.,0.,0.
12,0.001,0.,0.001,0.,0.,0.,0.001,0.,0.001,0.001,0.,0.001,0.,0.,0.
13,0.001,0.,0.001,0.,0.,0.,0.001,0.,0.001,0.001,0.,0.001,0.,0.,0.
14,0.001,0.,0.001,0.,0.,0.,0.001,0.,0.001,0.001,0.,0.001,0.,0.,0.
15,0.045,0.004,0.04,0.,0.,0.,0.044,0.004,0.04,0.044,0.004,0.04,0.,0.,0.
16,0.001,0.,0.001,0.,0.,0.,0.001,0.,0.001,0.001,0.,0.001,0.,0.,0.
17,0.001,0.,0.001,0.,0.,0.,0.001,0.,0.001,0.001,0.,0.001,0.,0.,0.
18,0.001,0.,0.001,0.,0.,0.,0.001,0.,0.001,0.001,0.,0.001,0.,0.,0.
19,0.001,0.,0.001,0.,0.,0.,0.001,0.,0.001,0.001,0.,0.001,0.,0.,0.
20,0.002,0.,0.002,0.,0.,0.,0.001,0.,0.001,0.001,0.,0.001,0.,0.,0.
21,0.002,0.,0.002,0.,0.,0.,0.001,0.,0.001,0.001,0.,0.001,0.,0.,0.
22,0.002,0.,0.002,0.,0.,0.,0.001,0.,0.001,0.001,0.,0.001,0.,0.,0.
23,0.002,0.,0.002,0.,0.,0.,0.001,0.,0.001,0.001,0.,0.001,0.,0.,0.
24,0.002,0.,0.002,0.,0.,0.,0.001,0.,0.001,0.001,0.,0.001,0.,0.,0.
25,0.002,0.,0.002,0.,0.,0.,0.001,0.,0.001,0.001,0.,0.001,0.,0.,0.
26,0.002,0.,0.002,0.,0.,0.,0.001,0.,0.001,0.001,0.,0.001,0.,0.,0.
27,0.002,0.,0.002,0.,0.,0.,0.001,0.,0.001,0.001,0.,0.001,0.,0.,0.
28,0.018,0.,0.018,0.,0.,0.,0.017,0.,0.017,0.017,0.,0.017,0.015,0.,0.015
29,0.003,0.,0.003,0.,0.,0.,0.002,0.,0.002,0.002,0.,0.002,0.,0.,0.
30,0.003,0.,0.003,0.,0.,0.,0.002,0.,0.002,0.002,0.,0.002,0.,0.,0.
31,0.003,0.,0.003,0.,0.,0.,0.002,0.,0.002,0.002,0.,0.002,0.,0.,0.
32,0.003,0.,0.003,0.,0.,0.,0.002,0.,0.002,0.002,0.,0.002,0.,0.,0.
33,0.003,0.,0.003,0.,0.,0.,0.002,0.,0.002,0.002,0.,0.002,0.,0.,0.
34,0.003,0.,0.003,0.001,0.,0.001,0.002,0.,0.002,0.002,0.,0.002,0.,0.,0.
35,0.003,0.,0.003,0.001,0.,0.001,0.002,0.,0.002,0.002,0.,0.002,0.,0.,0.
36,0.003,0.,0.003,0.001,0.,0.001,0.002,0.,0.002,0.002,0.,0.002,0.,0.,0.
37,0.005,0.,0.005,0.001,0.,0.001,0.004,0.,0.004,0.004,0.,0.004,0.,0.,0.
38,0.004,0.,0.004,0.001,0.,0.001,0.002,0.,0.002,0.002,0.,0.002,0.,0.,0.
39,0.004,0.,0.004,0.001,0.,0.001,0.002,0.,0.002,0.002,0.,0.002,0.,0.,0.
40,0.004,0.,0.004,0.001,0.,0.001,0.002,0.,0.002,0.002,0.,0.002,0.,0.,0.
41,0.004,0.,0.004,0.001,0.,0.001,0.003,0.,0.003,0.003,0.,0.003,0.,0.,0.
42,0.004,0.,0.004,0.001,0.,0.001,0.003,0.,0.003,0.003,0.,0.003,0.,0.,0.
43,0.004,0.,0.004,0.001,0.,0.001,0.003,0.,0.003,0.003,0.,0.003,0.,0.,0.
44,0.005,0.,0.005,0.001,0.,0.001,0.003,0.,0.003,0.003,0.,0.003,0.,0.,0.
45,0.005,0.,0.005,0.001,0.,0.001,0.003,0.,0.003,0.003,0.,0.003,0.,0.,0.
46,0.005,0.,0.005,0.001,0.,0.001,0.003,0.,0.003,0.003,0.,0.003,0.,0.,0.
47,0.005,0.,0.005,0.001,0.,0.001,0.003,0.,0.003,0.003,0.,0.003,0.,0.,0.
48,0.006,0.,0.006,0.001,0.,0.001,0.003,0.,0.003,0.003,0.,0.003,0.,0.,0.
49,0.006,0.,0.006,0.002,0.,0.002,0.004,0.,0.004,0.003,0.,0.003,0.,0.,0.
50,0.007,0.002,0.005,0.002,0.,0.002,0.005,0.002,0.003,0.005,0.002,0.003,0.,0.,0.
51,0.007,0.,0.007,0.002,0.,0.002,0.004,0.,0.004,0.004,0.,0.004,0.,0.,0.
52,0.006,0.,0.006,0.002,0.,0.002,0.004,0.,0.004,0.004,0.,0.004,0.,0.,0.
53,0.006,0.,0.006,0.002,0.,0.002,0.004,0.,0.004,0.004,0.,0.004,0.,0.,0.
54,0.007,0.,0.007,0.002,0.,0.002,0.004,0.,0.004,0.004,0.,0.004,0.,0.,0.
55,0.007,0.,0.007,0.002,0.,0.002,0.004,0.,0.004,0.004,0.,0.004,0.,0.,0.
56,0.007,0.,0.007,0.002,0.,0.002,0.004,0.,0.004,0.004,0.,0.004,0.,0.,0.
57,0.007,0.,0.007,0.002,0.,0.002,0.004,0.,0.004,0.004,0.,0.004,0.,0.,0.
58,0.007,0.,0.007,0.002,0.,0.002,0.004,0.,0.004,0.004,0.,0.004,0.,0.,0.
59,0.008,0.,0.008,0.002,0.,0.002,0.004,0.,0.004,0.004,0.,0.004,0.,0.,0.
60,0.008,0.,0.008,0.002,0.,0.002,0.005,0.,0.005,0.004,0.,0.004,0.,0.,0.
61,0.009,0.,0.009,0.003,0.,0.003,0.005,0.,0.005,0.005,0.,0.005,0.,0.,0.
62,0.008,0.,0.008,0.003,0.,0.003,0.005,0.,0.005,0.005,0.,0.005,0.,0.,0.
63,0.008,0.,0.008,0.003,0.,0.003,0.005,0.,0.005,0.005,0.,0.005,0.,0.,0.
64,0.009,0.,0.009,0.003,0.,0.003,0.005,0.,0.005,0.005,0.,0.005,0.,0.,0.
65,0.009,0.,0.009,0.003,0.,0.003,0.005,0.,0.005,0.005,0.,0.005,0.,0.,0.
66,0.015,0.,0.015,0.003,0.,0.003,0.011,0.,0.011,0.011,0.,0.011,0.,0.,0.
67,0.009,0.,0.009,0.003,0.,0.003,0.005,0.,0.005,0.005,0.,0.005,0.,0.,0.
68,0.01,0.,0.01,0.003,0.,0.003,0.005,0.,0.005,0.005,0.,0.005,0.,0.,0.
69,0.01,0.,0.01,0.003,0.,0.003,0.005,0.,0.005,0.005,0.,0.005,0.,0.,0.
70,0.01,0.,0.01,0.004,0.,0.004,0.006,0.,0.006,0.006,0.,0.006,0.,0.,0.
71,0.01,0.,0.01,0.004,0.,0.004,0.006,0.,0.006,0.006,0.,0.006,0.,0.,0.
72,0.01,0.,0.01,0.004,0.,0.004,0.006,0.,0.006,0.006,0.,0.006,0.,0.,0.
73,0.011,0.,0.011,0.005,0.,0.005,0.006,0.,0.006,0.006,0.,0.006,0.,0.,0.
74,0.011,0.,0.011,0.004,0.,0.004,0.006,0.,0.006,0.006,0.,0.006,0.,0.,0.
75,0.011,0.,0.011,0.004,0.,0.004,0.006,0.,0.006,0.006,0.,0.006,0.,0.,0.
76,0.012,0.,0.012,0.004,0.,0.004,0.006,0.,0.006,0.006,0.,0.006,0.,0.,0.
77,0.075,0.,0.075,0.005,0.,0.005,0.069,0.,0.069,0.069,0.,0.069,0.,0.,0.
78,0.012,0.,0.012,0.005,0.,0.005,0.006,0.,0.006,0.006,0.,0.006,0.,0.,0.
79,0.012,0.,0.012,0.005,0.,0.005,0.006,0.,0.006,0.006,0.,0.006,0.,0.,0.
80,0.013,0.,0.012,0.006,0.,0.006,0.006,0.,0.005,0.006,0.,0.005,0.,0.,0.
81,0.013,0.,0.013,0.005,0.,0.005,0.007,0.,0.007,0.007,0.,0.007,0.,0.,0.
82,0.013,0.,0.013,0.005,0.,0.005,0.007,0.,0.007,0.007,0.,0.007,0.,0.,0.
83,0.013,0.,0.013,0.005,0.,0.005,0.007,0.,0.007,0.007,0.,0.007,0.,0.,0.
84,0.044,0.,0.044,0.006,0.,0.006,0.037,0.,0.037,0.037,0.,0.037,0.,0.,0.
85,0.013,0.,0.014,0.006,0.,0.006,0.007,0.,0.007,0.007,0.,0.007,0.,0.,0.
86,0.014,0.,0.014,0.006,0.,0.006,0.007,0.,0.007,0.007,0.,0.007,0.,0.,0.
87,0.016,0.,0.016,0.006,0.,0.006,0.009,0.,0.009,0.009,0.,0.009,0.,0.,0.
88,0.014,0.,0.014,0.006,0.,0.006,0.007,0.,0.007,0.007,0.,0.007,0.,0.,0.
89,0.015,0.,0.015,0.006,0.,0.006,0.008,0.,0.008,0.008,0.,0.008,0.,0.,0.
90,0.032,0.,0.032,0.007,0.,0.007,0.024,0.,0.024,0.024,0.,0.024,0.,0.,0.
91,0.016,0.,0.016,0.007,0.,0.007,0.008,0.,0.008,0.008,0.,0.008,0.,0.,0.
92,0.016,0.,0.016,0.007,0.,0.007,0.008,0.,0.008,0.008,0.,0.008,0.,0.,0.
93,0.016,0.,0.016,0.007,0.,0.007,0.008,0.,0.008,0.008,0.,0.008,0.,0.,0.
94,0.017,0.,0.016,0.007,0.,0.007,0.008,0.,0.008,0.008,0.,0.008,0.,0.,0.
95,0.017,0.,0.017,0.007,0.,0.007,0.008,0.,0.008,0.008,0.,0.008,0.,0.,0.
96,0.017,0.,0.017,0.008,0.,0.008,0.008,0.,0.008,0.008,0.,0.008,0.,0.,0.
97,0.017,0.,0.017,0.008,0.,0.008,0.008,0.,0.008,0.008,0.,0.008,0.,0.,0.
98,0.019,0.,0.019,0.008,0.,0.008,0.01,0.,0.01,0.01,0.,0.01,0.,0.,0.
99,0.018,0.,0.018,0.008,0.,0.008,0.009,0.,0.009,0.009,0.,0.009,0.,0.,0.
100,0.021,0.005,0.015,0.009,0.003,0.006,0.011,0.001,0.009,0.011,0.001,0.009,0.,0.,0.
110,0.026,0.,0.026,0.016,0.,0.016,0.01,0.,0.01,0.01,0.,0.01,0.,0.,0.
120,0.026,0.,0.026,0.013,0.,0.013,0.011,0.,0.011,0.011,0.,0.011,0.001,0.,0.001
130,0.032,0.,0.032,0.018,0.,0.018,0.013,0.,0.013,0.013,0.,0.013,0.001,0.,0.001
140,0.035,0.,0.035,0.019,0.,0.019,0.014,0.,0.014,0.014,0.,0.014,0.001,0.,0.001
150,0.082,0.003,0.078,0.023,0.,0.023,0.058,0.003,0.054,0.058,0.003,0.054,0.001,0.,0.001
160,0.054,0.,0.054,0.028,0.,0.028,0.026,0.,0.026,0.026,0.,0.026,0.001,0.,0.001
170,0.052,0.,0.052,0.032,0.,0.032,0.019,0.,0.019,0.019,0.,0.019,0.001,0.,0.001
180,0.062,0.,0.062,0.041,0.,0.041,0.021,0.,0.021,0.021,0.,0.021,0.001,0.,0.001
190,0.128,0.,0.128,0.104,0.,0.104,0.022,0.,0.022,0.022,0.,0.022,0.001,0.,0.001
200,0.091,0.,0.091,0.049,0.,0.049,0.041,0.,0.041,0.041,0.,0.041,0.001,0.,0.001
210,0.089,0.,0.088,0.061,0.,0.06,0.026,0.,0.026,0.026,0.,0.026,0.001,0.,0.001
220,0.129,0.,0.129,0.099,0.,0.099,0.029,0.,0.029,0.029,0.,0.029,0.001,0.,0.001
230,0.106,0.,0.105,0.075,0.,0.074,0.03,0.,0.03,0.03,0.,0.03,0.002,0.,0.002
240,0.129,0.,0.129,0.081,0.,0.081,0.047,0.,0.047,0.047,0.,0.047,0.002,0.,0.002
250,0.131,0.,0.131,0.091,0.,0.091,0.04,0.,0.04,0.04,0.,0.04,0.001,0.,0.001
260,0.14,0.,0.14,0.101,0.,0.101,0.038,0.,0.038,0.038,0.,0.038,0.002,0.,0.002
270,0.154,0.,0.153,0.111,0.001,0.109,0.043,0.,0.043,0.043,0.,0.043,0.007,0.,0.007
280,0.17,0.,0.17,0.127,0.,0.127,0.041,0.,0.041,0.041,0.,0.041,0.002,0.,0.002
290,0.189,0.,0.189,0.143,0.,0.143,0.045,0.,0.045,0.045,0.,0.045,0.002,0.,0.002
300,0.198,0.,0.198,0.151,0.,0.151,0.046,0.,0.046,0.046,0.,0.046,0.002,0.,0.002
310,0.219,0.,0.219,0.166,0.,0.166,0.051,0.,0.051,0.051,0.,0.051,0.002,0.,0.002
320,0.234,0.,0.234,0.181,0.,0.181,0.052,0.,0.052,0.052,0.,0.052,0.002,0.,0.002
330,0.259,0.002,0.256,0.203,0.002,0.2,0.055,0.,0.055,0.055,0.,0.055,0.003,0.,0.003
340,0.281,0.001,0.279,0.219,0.001,0.217,0.06,0.,0.06,0.06,0.,0.06,0.003,0.,0.003
350,0.296,0.,0.296,0.231,0.,0.231,0.065,0.,0.065,0.065,0.,0.065,0.003,0.,0.003
