param-n,abstract-regression-quadratic-real,abstract-regression-quadratic-sys,abstract-regression-quadratic-user,close-abstract-regression-quadratic-real,close-abstract-regression-quadratic-sys,close-abstract-regression-quadratic-user,ssr-rewrite!-regression-quadratic-real,ssr-rewrite!-regression-quadratic-sys,ssr-rewrite!-regression-quadratic-user,ssr-rewrite?-noop-regression-linear-real,ssr-rewrite?-noop-regression-linear-sys,ssr-rewrite?-noop-regression-linear-user
28,0.007,0.,0.007,0.003,0.,0.003,0.004,0.,0.004,0.,0.,0.
29,0.008,0.,0.008,0.003,0.,0.003,0.004,0.,0.004,0.,0.,0.
30,0.008,0.,0.008,0.003,0.,0.003,0.004,0.,0.004,0.,0.,0.
31,0.009,0.,0.009,0.003,0.,0.003,0.005,0.,0.005,0.,0.,0.
32,0.009,0.,0.009,0.004,0.,0.004,0.005,0.,0.005,0.,0.,0.
33,0.01,0.,0.01,0.004,0.,0.004,0.005,0.,0.005,0.,0.,0.
34,0.011,0.,0.011,0.004,0.,0.004,0.006,0.,0.006,0.,0.,0.
35,0.011,0.,0.011,0.004,0.,0.004,0.006,0.,0.006,0.,0.,0.
36,0.012,0.,0.012,0.005,0.,0.005,0.006,0.,0.006,0.,0.,0.
37,0.017,0.,0.017,0.005,0.,0.005,0.011,0.,0.011,0.,0.,0.
38,0.013,0.,0.013,0.005,0.,0.005,0.007,0.,0.007,0.,0.,0.
39,0.014,0.,0.014,0.005,0.,0.005,0.008,0.,0.008,0.,0.,0.
40,0.014,0.,0.014,0.006,0.,0.006,0.008,0.,0.008,0.,0.,0.
41,0.021,0.,0.021,0.012,0.,0.012,0.008,0.,0.008,0.,0.,0.
42,0.016,0.,0.016,0.006,0.,0.006,0.009,0.,0.009,0.,0.,0.
43,0.016,0.,0.016,0.007,0.,0.007,0.009,0.,0.009,0.,0.,0.
44,0.017,0.,0.017,0.007,0.,0.007,0.009,0.,0.009,0.,0.,0.
45,0.018,0.,0.018,0.007,0.,0.007,0.01,0.,0.01,0.,0.,0.
46,0.08,0.,0.08,0.069,0.,0.069,0.01,0.,0.01,0.,0.,0.
47,0.019,0.,0.019,0.008,0.,0.008,0.01,0.,0.01,0.,0.,0.
48,0.021,0.,0.021,0.008,0.,0.008,0.011,0.,0.011,0.,0.,0.
49,0.049,0.,0.049,0.037,0.,0.037,0.011,0.,0.011,0.,0.,0.
50,0.071,0.007,0.064,0.055,0.006,0.049,0.014,0.,0.014,0.,0.,0.
51,0.022,0.,0.022,0.01,0.,0.01,0.012,0.,0.012,0.,0.,0.
52,0.024,0.,0.024,0.01,0.,0.01,0.013,0.,0.013,0.,0.,0.
53,0.039,0.,0.039,0.01,0.,0.01,0.028,0.,0.028,0.,0.,0.
54,0.026,0.002,0.023,0.012,0.,0.012,0.013,0.002,0.011,0.,0.,0.
55,0.026,0.,0.026,0.011,0.,0.011,0.013,0.,0.013,0.,0.,0.
56,0.027,0.,0.027,0.012,0.,0.012,0.014,0.,0.014,0.,0.,0.
57,0.028,0.,0.028,0.012,0.,0.012,0.014,0.,0.014,0.,0.,0.
58,0.034,0.,0.034,0.013,0.,0.013,0.02,0.,0.02,0.,0.,0.
59,0.03,0.,0.03,0.013,0.,0.013,0.016,0.,0.016,0.,0.,0.
60,0.038,0.,0.038,0.013,0.,0.013,0.023,0.,0.023,0.,0.,0.
61,0.032,0.,0.032,0.014,0.,0.014,0.016,0.,0.016,0.,0.,0.
62,0.091,0.,0.091,0.073,0.,0.073,0.017,0.,0.017,0.,0.,0.
63,0.035,0.,0.035,0.017,0.,0.017,0.017,0.,0.017,0.,0.,0.
64,0.064,0.003,0.061,0.045,0.,0.045,0.018,0.002,0.015,0.,0.,0.
65,0.039,0.,0.039,0.019,0.,0.019,0.018,0.,0.018,0.,0.,0.
66,0.052,0.,0.052,0.017,0.,0.017,0.035,0.,0.035,0.,0.,0.
67,0.039,0.,0.039,0.017,0.,0.017,0.021,0.,0.021,0.,0.,0.
68,0.042,0.,0.042,0.021,0.,0.021,0.02,0.,0.02,0.,0.,0.
69,0.041,0.,0.041,0.019,0.,0.019,0.021,0.,0.021,0.,0.,0.
70,0.043,0.,0.043,0.019,0.,0.019,0.023,0.,0.023,0.,0.,0.
71,0.046,0.,0.046,0.021,0.,0.021,0.023,0.,0.023,0.,0.,0.
72,0.045,0.,0.045,0.02,0.,0.02,0.023,0.,0.023,0.,0.,0.
73,0.047,0.,0.047,0.022,0.,0.022,0.023,0.,0.023,0.,0.,0.
74,0.048,0.,0.048,0.021,0.,0.021,0.026,0.,0.026,0.,0.,0.
75,0.05,0.003,0.046,0.024,0.003,0.02,0.024,0.,0.024,0.,0.,0.
76,0.052,0.,0.052,0.026,0.,0.026,0.026,0.,0.026,0.,0.,0.
77,0.051,0.,0.051,0.024,0.,0.024,0.025,0.,0.025,0.,0.,0.
78,0.052,0.,0.052,0.024,0.,0.024,0.027,0.,0.027,0.,0.,0.
79,0.054,0.,0.054,0.025,0.,0.025,0.028,0.,0.028,0.,0.,0.
80,0.057,0.,0.057,0.026,0.,0.026,0.03,0.,0.03,0.,0.,0.
81,0.057,0.,0.057,0.028,0.,0.028,0.028,0.,0.028,0.,0.,0.
82,0.06,0.,0.06,0.029,0.,0.029,0.029,0.,0.029,0.,0.,0.
83,0.063,0.,0.063,0.031,0.,0.031,0.03,0.,0.03,0.,0.,0.
84,0.063,0.,0.063,0.031,0.,0.031,0.031,0.,0.031,0.,0.,0.
85,0.066,0.,0.066,0.032,0.,0.032,0.033,0.,0.033,0.,0.,0.
86,0.064,0.,0.064,0.03,0.,0.03,0.033,0.,0.033,0.,0.,0.
87,0.07,0.,0.07,0.036,0.,0.036,0.033,0.,0.033,0.,0.,0.
88,0.069,0.,0.069,0.034,0.,0.034,0.033,0.,0.033,0.001,0.,0.001
89,0.077,0.,0.077,0.036,0.,0.036,0.039,0.,0.039,0.,0.,0.
90,0.079,0.,0.079,0.038,0.,0.038,0.04,0.,0.04,0.,0.,0.
91,0.079,0.,0.079,0.038,0.,0.038,0.04,0.,0.04,0.,0.,0.
92,0.089,0.,0.089,0.041,0.,0.041,0.046,0.,0.046,0.,0.,0.
93,0.079,0.003,0.075,0.039,0.,0.039,0.039,0.003,0.035,0.,0.,0.
94,0.079,0.003,0.075,0.04,0.003,0.037,0.038,0.,0.038,0.,0.,0.
95,0.085,0.,0.085,0.041,0.,0.041,0.043,0.,0.043,0.,0.,0.
96,0.092,0.,0.092,0.045,0.,0.045,0.045,0.,0.045,0.,0.,0.
97,0.086,0.,0.086,0.043,0.,0.043,0.042,0.,0.042,0.,0.,0.
98,0.086,0.003,0.083,0.045,0.003,0.041,0.041,0.,0.04,0.,0.,0.
99,0.097,0.,0.097,0.048,0.,0.048,0.047,0.,0.047,0.,0.,0.
100,0.1,0.,0.1,0.046,0.,0.046,0.053,0.,0.053,0.,0.,0.
110,0.111,0.,0.111,0.054,0.,0.054,0.055,0.,0.055,0.,0.,0.
120,0.143,0.,0.143,0.072,0.,0.072,0.07,0.,0.07,0.,0.,0.
130,0.162,0.003,0.158,0.077,0.,0.077,0.084,0.003,0.08,0.,0.,0.
140,0.182,0.003,0.178,0.092,0.,0.092,0.089,0.003,0.085,0.,0.,0.
150,0.21,0.,0.21,0.114,0.,0.114,0.095,0.,0.095,0.,0.,0.
160,0.241,0.,0.241,0.128,0.,0.128,0.111,0.,0.111,0.,0.,0.
170,0.275,0.,0.275,0.142,0.,0.142,0.132,0.,0.132,0.,0.,0.
180,0.303,0.,0.303,0.163,0.,0.163,0.138,0.,0.138,0.,0.,0.
190,0.368,0.,0.368,0.201,0.,0.201,0.165,0.,0.165,0.,0.,0.
200,0.482,0.003,0.478,0.218,0.,0.218,0.263,0.003,0.26,0.,0.,0.
210,0.461,0.003,0.457,0.252,0.003,0.248,0.207,0.,0.207,0.,0.,0.
220,0.48,0.003,0.476,0.259,0.,0.259,0.22,0.003,0.216,0.,0.,0.
230,0.533,0.,0.533,0.301,0.,0.301,0.23,0.,0.23,0.,0.,0.
240,0.559,0.,0.559,0.316,0.,0.316,0.242,0.,0.242,0.,0.,0.
250,0.732,0.003,0.728,0.373,0.003,0.369,0.358,0.,0.358,0.,0.,0.
260,0.718,0.,0.718,0.413,0.,0.413,0.303,0.,0.303,0.,0.,0.
270,0.758,0.003,0.754,0.422,0.003,0.418,0.334,0.,0.334,0.,0.,0.
280,0.797,0.,0.797,0.454,0.,0.454,0.341,0.,0.341,0.,0.,0.
290,0.89,0.,0.89,0.528,0.,0.528,0.361,0.,0.361,0.,0.,0.
300,0.966,0.007,0.958,0.573,0.007,0.565,0.389,0.,0.389,0.,0.,0.
310,1.021,0.003,1.017,0.585,0.003,0.581,0.434,0.,0.434,0.,0.,0.
320,1.097,0.,1.097,0.64,0.,0.64,0.455,0.,0.455,0.,0.,0.
330,1.21,0.003,1.206,0.711,0.003,0.707,0.497,0.,0.497,0.,0.,0.
340,1.226,0.,1.226,0.73,0.,0.73,0.494,0.,0.494,0.,0.,0.
350,1.294,0.011,1.282,0.785,0.,0.785,0.508,0.011,0.496,0.,0.,0.
360,1.438,0.,1.438,0.874,0.,0.874,0.562,0.,0.562,0.,0.,0.
370,1.501,0.,1.501,0.916,0.,0.916,0.583,0.,0.583,0.,0.,0.
380,1.626,0.,1.626,0.986,0.,0.986,0.639,0.,0.639,0.,0.,0.
390,1.672,0.,1.672,1.027,0.,1.027,0.643,0.,0.643,0.,0.,0.
400,1.82,0.003,1.815,1.134,0.,1.134,0.684,0.003,0.68,0.,0.,0.
