param-n,abstract-regression-linear-real,abstract-regression-linear-sys,abstract-regression-linear-user,reify-regression-cubic-real,reify-regression-cubic-sys,reify-regression-cubic-user
1,0.,0.,0.,0.001,0.,0.001
2,0.,0.,0.,0.002,0.,0.002
3,0.,0.,0.,0.002,0.,0.002
4,0.,0.,0.,0.003,0.,0.003
5,0.,0.,0.,0.004,0.,0.004
6,0.,0.,0.,0.005,0.001,0.004
7,0.,0.,0.,0.006,0.001,0.005
8,0.,0.,0.,0.007,0.001,0.005
9,0.,0.,0.,0.05,0.002,0.047
10,0.,0.,0.,0.007,0.,0.007
11,0.,0.,0.,0.008,0.,0.008
12,0.,0.,0.,0.009,0.,0.009
13,0.,0.,0.,0.01,0.,0.01
14,0.,0.,0.,0.026,0.,0.026
15,0.,0.,0.,0.012,0.,0.012
16,0.,0.,0.,0.013,0.,0.013
17,0.,0.,0.,0.015,0.,0.015
18,0.001,0.,0.001,0.015,0.,0.015
19,0.001,0.,0.001,0.016,0.,0.016
20,0.001,0.,0.001,0.018,0.,0.018
21,0.001,0.,0.001,0.019,0.,0.019
22,0.001,0.,0.001,0.021,0.,0.021
23,0.001,0.,0.001,0.022,0.,0.022
24,0.001,0.,0.001,0.027,0.,0.027
25,0.001,0.,0.001,0.024,0.,0.024
26,0.001,0.,0.001,0.026,0.,0.026
27,0.001,0.,0.001,0.035,0.,0.035
28,0.001,0.,0.001,0.029,0.,0.029
29,0.001,0.,0.001,0.031,0.,0.031
30,0.001,0.,0.001,0.033,0.,0.033
31,0.001,0.,0.001,0.097,0.,0.097
32,0.001,0.,0.001,0.038,0.,0.037
33,0.001,0.,0.001,0.07,0.,0.07
34,0.002,0.,0.002,0.039,0.,0.039
35,0.018,0.,0.018,0.041,0.,0.041
36,0.001,0.,0.001,0.044,0.,0.044
37,0.001,0.,0.001,0.045,0.,0.045
38,0.001,0.,0.001,0.05,0.,0.049
39,0.001,0.,0.001,0.055,0.,0.055
40,0.001,0.,0.001,0.054,0.,0.054
41,0.001,0.,0.001,0.061,0.,0.06
42,0.002,0.,0.002,0.059,0.,0.058
43,0.002,0.,0.002,0.122,0.,0.122
44,0.002,0.,0.002,0.097,0.,0.097
45,0.002,0.,0.002,0.066,0.,0.065
46,0.002,0.,0.002,0.081,0.,0.081
47,0.002,0.,0.002,0.069,0.,0.069
48,0.002,0.,0.002,0.074,0.,0.074
49,0.002,0.,0.002,0.075,0.,0.075
50,0.002,0.,0.002,0.078,0.,0.078
51,0.002,0.,0.002,0.081,0.,0.081
52,0.003,0.,0.003,0.084,0.,0.084
53,0.003,0.,0.003,0.087,0.,0.087
54,0.002,0.,0.002,0.091,0.,0.091
55,0.002,0.,0.002,0.094,0.001,0.092
56,0.002,0.,0.002,0.096,0.001,0.095
57,0.002,0.,0.001,0.099,0.,0.099
58,0.002,0.,0.002,0.102,0.,0.101
59,0.002,0.,0.002,0.11,0.,0.11
60,0.002,0.,0.002,0.111,0.,0.111
61,0.002,0.,0.002,0.115,0.,0.115
62,0.002,0.,0.002,0.135,0.,0.135
63,0.002,0.,0.002,0.122,0.,0.122
64,0.002,0.,0.002,0.126,0.,0.126
65,0.002,0.,0.002,0.143,0.,0.142
66,0.003,0.,0.003,0.136,0.,0.136
67,0.002,0.,0.002,0.149,0.,0.149
68,0.003,0.,0.002,0.142,0.,0.141
69,0.003,0.,0.003,0.154,0.,0.154
70,0.01,0.,0.01,0.15,0.,0.149
71,0.003,0.,0.003,0.157,0.,0.157
72,0.003,0.,0.003,0.168,0.,0.168
73,0.003,0.,0.003,0.168,0.,0.168
74,0.003,0.,0.003,0.166,0.,0.165
75,0.003,0.,0.003,0.17,0.,0.169
76,0.003,0.,0.003,0.18,0.002,0.178
77,0.003,0.,0.003,0.179,0.002,0.176
78,0.003,0.,0.003,0.187,0.,0.187
79,0.003,0.,0.003,0.187,0.,0.187
80,0.003,0.,0.003,0.192,0.,0.192
81,0.003,0.,0.003,0.195,0.,0.195
82,0.003,0.,0.003,0.2,0.,0.198
83,0.003,0.,0.003,0.219,0.,0.219
84,0.003,0.,0.003,0.225,0.,0.224
85,0.003,0.,0.003,0.22,0.,0.22
86,0.003,0.,0.003,0.237,0.,0.236
87,0.003,0.,0.003,0.239,0.,0.239
88,0.003,0.,0.003,0.248,0.001,0.246
89,0.003,0.,0.003,0.248,0.,0.247
90,0.003,0.,0.003,0.242,0.,0.241
91,0.003,0.,0.003,0.246,0.001,0.244
92,0.003,0.,0.003,0.263,0.,0.263
93,0.003,0.,0.003,0.258,0.,0.258
94,0.003,0.,0.003,0.262,0.,0.262
95,0.004,0.,0.004,0.279,0.,0.279
96,0.004,0.,0.004,0.293,0.,0.293
97,0.004,0.,0.004,0.297,0.,0.297
98,0.004,0.,0.004,0.306,0.,0.306
99,0.004,0.,0.004,0.309,0.,0.309
100,0.004,0.,0.004,0.309,0.,0.309
110,0.004,0.,0.004,0.663,0.011,0.652
120,0.004,0.,0.004,0.428,0.001,0.425
130,0.005,0.,0.005,0.53,0.001,0.528
140,0.005,0.,0.005,0.626,0.001,0.625
150,0.006,0.,0.006,0.686,0.005,0.68
160,0.006,0.,0.006,0.774,0.,0.774
170,0.007,0.,0.007,0.929,0.002,0.926
180,0.007,0.,0.007,0.981,0.002,0.978
190,0.008,0.,0.008,1.151,0.002,1.146
200,0.008,0.,0.008,1.246,0.,1.245
210,0.008,0.,0.008,1.399,0.001,1.398
220,0.009,0.,0.009,1.485,0.,1.484
230,0.009,0.,0.009,1.679,0.,1.678
240,0.01,0.,0.01,1.824,0.001,1.822
250,0.01,0.,0.01,1.961,0.004,1.957
260,0.011,0.,0.011,2.158,0.,2.158
270,0.011,0.,0.011,2.342,0.,2.342
280,0.011,0.,0.011,2.522,0.001,2.521
290,0.011,0.,0.011,2.717,0.,2.717
300,0.012,0.,0.012,2.95,0.001,2.947
350,0.014,0.,0.014,4.012,0.002,4.008
400,0.016,0.,0.016,5.42,0.001,5.419
450,0.018,0.,0.017,6.938,0.005,6.932
500,0.02,0.,0.02,8.771,0.006,8.764
