param-n,autorewrite-noop-regression-quadratic-real,autorewrite-noop-regression-quadratic-sys,autorewrite-noop-regression-quadratic-user,try-rewrite!-noop-regression-quadratic-real,try-rewrite!-noop-regression-quadratic-sys,try-rewrite!-noop-regression-quadratic-user,try-rewrite-noop-regression-quadratic-real,try-rewrite-noop-regression-quadratic-sys,try-rewrite-noop-regression-quadratic-user,try-rewrite?-noop-regression-quadratic-real,try-rewrite?-noop-regression-quadratic-sys,try-rewrite?-noop-regression-quadratic-user,try-ssr-rewrite!-noop-regression-linear-real,try-ssr-rewrite!-noop-regression-linear-sys,try-ssr-rewrite!-noop-regression-linear-user,try-ssr-rewrite-noop-regression-linear-real,try-ssr-rewrite-noop-regression-linear-sys,try-ssr-rewrite-noop-regression-linear-user,try-ssr-rewrite?-noop-regression-linear-real,try-ssr-rewrite?-noop-regression-linear-sys,try-ssr-rewrite?-noop-regression-linear-user
700,0.029,0.,0.029,0.032,0.,0.032,0.032,0.,0.032,0.033,0.,0.033,0.,0.,0.,0.,0.,0.,0.,0.,0.
704,0.028,0.,0.028,0.03,0.,0.03,0.032,0.,0.032,0.028,0.,0.028,0.,0.,0.,0.,0.,0.,0.,0.,0.
708,0.028,0.,0.028,0.03,0.,0.03,0.03,0.,0.03,0.029,0.,0.029,0.,0.,0.,0.,0.,0.,0.,0.,0.
712,0.03,0.,0.03,0.026,0.,0.026,0.029,0.,0.029,0.028,0.,0.028,0.,0.,0.,0.,0.,0.,0.,0.,0.
716,0.029,0.,0.029,0.029,0.,0.029,0.028,0.,0.028,0.033,0.,0.033,0.,0.,0.,0.,0.,0.,0.,0.,0.
720,0.028,0.,0.028,0.03,0.,0.03,0.032,0.,0.032,0.03,0.,0.03,0.,0.,0.,0.,0.,0.,0.,0.,0.
724,0.033,0.,0.033,0.031,0.,0.031,0.032,0.,0.032,0.027,0.,0.027,0.,0.,0.,0.,0.,0.,0.,0.,0.
728,0.031,0.,0.031,0.03,0.,0.03,0.033,0.,0.033,0.034,0.,0.034,0.,0.,0.,0.,0.,0.,0.,0.,0.
732,0.028,0.,0.028,0.027,0.,0.027,0.028,0.,0.028,0.03,0.,0.03,0.001,0.,0.001,0.,0.,0.,0.,0.,0.
736,0.032,0.,0.032,0.029,0.,0.029,0.031,0.,0.031,0.029,0.003,0.026,0.,0.,0.,0.,0.,0.,0.,0.,0.
740,0.03,0.,0.03,0.03,0.,0.03,0.029,0.,0.029,0.029,0.,0.029,0.,0.,0.,0.,0.,0.,0.,0.,0.
744,0.029,0.,0.029,0.029,0.,0.029,0.03,0.,0.03,0.03,0.,0.03,0.,0.,0.,0.,0.,0.,0.,0.,0.
748,0.03,0.,0.03,0.029,0.,0.029,0.028,0.,0.028,0.032,0.,0.032,0.,0.,0.,0.,0.,0.,0.001,0.,0.001
752,0.03,0.,0.03,0.031,0.,0.031,0.031,0.,0.031,0.03,0.,0.03,0.,0.,0.,0.,0.,0.,0.,0.,0.
756,0.032,0.,0.032,0.035,0.,0.035,0.031,0.,0.031,0.033,0.,0.033,0.,0.,0.,0.,0.,0.,0.,0.,0.
760,0.031,0.,0.031,0.028,0.,0.028,0.029,0.,0.029,0.03,0.,0.03,0.,0.,0.,0.,0.,0.,0.,0.,0.
764,0.028,0.,0.028,0.028,0.,0.028,0.031,0.,0.031,0.031,0.,0.031,0.001,0.,0.001,0.,0.,0.,0.,0.,0.
768,0.035,0.,0.035,0.034,0.,0.034,0.033,0.,0.033,0.031,0.,0.031,0.,0.,0.,0.001,0.,0.001,0.,0.,0.
772,0.028,0.,0.028,0.029,0.,0.029,0.032,0.,0.032,0.031,0.,0.031,0.,0.,0.,0.,0.,0.,0.,0.,0.
776,0.033,0.,0.033,0.029,0.,0.029,0.027,0.,0.027,0.031,0.,0.031,0.,0.,0.,0.,0.,0.,0.,0.,0.
780,0.032,0.,0.032,0.032,0.,0.032,0.033,0.,0.033,0.032,0.,0.032,0.,0.,0.,0.,0.,0.,0.,0.,0.
784,0.029,0.,0.029,0.031,0.,0.031,0.033,0.,0.033,0.029,0.,0.029,0.,0.,0.,0.,0.,0.,0.,0.,0.
788,0.03,0.,0.03,0.04,0.,0.04,0.035,0.,0.035,0.032,0.,0.032,0.,0.,0.,0.,0.,0.,0.,0.,0.
792,0.035,0.,0.035,0.038,0.,0.038,0.034,0.,0.034,0.038,0.003,0.034,0.,0.,0.,0.,0.,0.,0.,0.,0.
796,0.035,0.,0.035,0.036,0.,0.036,0.04,0.,0.04,0.033,0.,0.033,0.,0.,0.,0.,0.,0.,0.,0.,0.
800,0.035,0.,0.035,0.032,0.,0.032,0.038,0.,0.038,0.036,0.,0.036,0.,0.,0.,0.,0.,0.,0.,0.,0.
804,0.037,0.,0.037,0.034,0.,0.034,0.038,0.,0.038,0.038,0.,0.038,0.,0.,0.,0.,0.,0.,0.,0.,0.
808,0.038,0.,0.038,0.037,0.,0.037,0.033,0.,0.033,0.032,0.,0.032,0.,0.,0.,0.,0.,0.,0.,0.,0.
812,0.035,0.,0.035,0.034,0.,0.034,0.032,0.,0.032,0.032,0.,0.032,0.,0.,0.,0.,0.,0.,0.,0.,0.
816,0.033,0.,0.033,0.035,0.,0.035,0.034,0.,0.034,0.036,0.,0.036,0.,0.,0.,0.,0.,0.,0.,0.,0.
820,0.036,0.,0.036,0.038,0.,0.038,0.042,0.,0.042,0.043,0.,0.043,0.001,0.,0.001,0.,0.,0.,0.,0.,0.
824,0.042,0.,0.042,0.039,0.,0.039,0.042,0.,0.042,0.037,0.,0.037,0.,0.,0.,0.,0.,0.,0.,0.,0.
828,0.039,0.,0.039,0.048,0.,0.048,0.038,0.,0.038,0.035,0.,0.035,0.001,0.,0.001,0.,0.,0.,0.,0.,0.
832,0.039,0.,0.039,0.035,0.,0.035,0.038,0.,0.038,0.037,0.,0.037,0.,0.,0.,0.,0.,0.,0.,0.,0.
836,0.036,0.,0.036,0.036,0.,0.036,0.037,0.,0.037,0.036,0.,0.036,0.,0.,0.,0.,0.,0.,0.,0.,0.
840,0.04,0.,0.04,0.037,0.,0.037,0.038,0.,0.038,0.035,0.,0.035,0.,0.,0.,0.,0.,0.,0.,0.,0.
844,0.035,0.,0.035,0.041,0.,0.041,0.036,0.,0.036,0.04,0.,0.04,0.,0.,0.,0.,0.,0.,0.,0.,0.
848,0.041,0.,0.041,0.04,0.,0.04,0.039,0.,0.039,0.043,0.,0.043,0.,0.,0.,0.001,0.,0.001,0.,0.,0.
852,0.039,0.,0.039,0.043,0.,0.043,0.041,0.,0.041,0.039,0.,0.039,0.,0.,0.,0.,0.,0.,0.,0.,0.
856,0.038,0.,0.038,0.039,0.,0.039,0.044,0.,0.044,0.038,0.,0.038,0.,0.,0.,0.,0.,0.,0.,0.,0.
860,0.044,0.,0.044,0.044,0.,0.044,0.037,0.,0.037,0.036,0.,0.036,0.,0.,0.,0.,0.,0.,0.,0.,0.
864,0.038,0.,0.038,0.044,0.,0.044,0.041,0.,0.041,0.038,0.,0.038,0.,0.,0.,0.,0.,0.,0.,0.,0.
868,0.043,0.,0.043,0.038,0.,0.038,0.048,0.,0.048,0.045,0.,0.045,0.,0.,0.,0.,0.,0.,0.,0.,0.
872,0.041,0.,0.041,0.044,0.,0.044,0.043,0.,0.043,0.046,0.,0.046,0.,0.,0.,0.,0.,0.,0.,0.,0.
876,0.042,0.,0.042,0.043,0.,0.043,0.04,0.,0.04,0.041,0.,0.041,0.001,0.,0.001,0.,0.,0.,0.,0.,0.
880,0.047,0.,0.047,0.045,0.,0.045,0.043,0.,0.043,0.041,0.,0.041,0.,0.,0.,0.,0.,0.,0.,0.,0.
884,0.043,0.,0.043,0.045,0.,0.045,0.039,0.,0.039,0.043,0.,0.043,0.001,0.,0.001,0.,0.,0.,0.,0.,0.
888,0.043,0.,0.043,0.043,0.,0.043,0.04,0.003,0.036,0.051,0.,0.051,0.,0.,0.,0.,0.,0.,0.,0.,0.
892,0.052,0.,0.052,0.054,0.,0.054,0.046,0.,0.046,0.043,0.,0.043,0.,0.,0.,0.,0.,0.,0.,0.,0.
896,0.043,0.,0.043,0.05,0.,0.05,0.046,0.,0.046,0.048,0.,0.048,0.,0.,0.,0.,0.,0.,0.,0.,0.
900,0.053,0.,0.053,0.045,0.,0.045,0.045,0.,0.045,0.045,0.,0.045,0.001,0.,0.001,0.,0.,0.,0.,0.,0.
904,0.053,0.,0.053,0.044,0.,0.044,0.042,0.,0.042,0.051,0.,0.051,0.001,0.,0.001,0.,0.,0.,0.001,0.,0.001
908,0.042,0.,0.042,0.055,0.,0.055,0.043,0.,0.043,0.048,0.,0.048,0.,0.,0.,0.,0.,0.,0.,0.,0.
912,0.052,0.,0.052,0.054,0.,0.054,0.052,0.,0.052,0.047,0.,0.047,0.,0.,0.,0.,0.,0.,0.,0.,0.
916,0.049,0.,0.049,0.056,0.003,0.052,0.054,0.,0.054,0.052,0.,0.052,0.001,0.,0.001,0.,0.,0.,0.,0.,0.
920,0.049,0.,0.049,0.045,0.,0.045,0.047,0.,0.047,0.047,0.,0.047,0.,0.,0.,0.,0.,0.,0.,0.,0.
924,0.046,0.003,0.042,0.048,0.,0.048,0.05,0.,0.05,0.05,0.,0.05,0.001,0.,0.001,0.,0.,0.,0.,0.,0.
928,0.047,0.,0.047,0.044,0.,0.044,0.043,0.,0.043,0.049,0.,0.049,0.,0.,0.,0.,0.,0.,0.,0.,0.
932,0.054,0.,0.054,0.054,0.,0.054,0.049,0.,0.049,0.049,0.,0.049,0.001,0.,0.001,0.,0.,0.,0.,0.,0.
936,0.052,0.,0.052,0.048,0.,0.048,0.048,0.,0.048,0.052,0.,0.052,0.001,0.,0.001,0.,0.,0.,0.,0.,0.
940,0.055,0.,0.055,0.047,0.,0.047,0.05,0.,0.05,0.049,0.,0.049,0.001,0.,0.001,0.,0.,0.,0.,0.,0.
944,0.052,0.,0.052,0.056,0.,0.056,0.048,0.,0.048,0.05,0.,0.05,0.,0.,0.,0.,0.,0.,0.,0.,0.
948,0.046,0.,0.046,0.052,0.,0.052,0.05,0.,0.05,0.049,0.,0.049,0.001,0.,0.001,0.,0.,0.,0.,0.,0.
952,0.049,0.,0.049,0.047,0.,0.047,0.049,0.,0.049,0.048,0.,0.048,0.,0.,0.,0.,0.,0.,0.,0.,0.
956,0.048,0.,0.048,0.052,0.,0.052,0.055,0.,0.055,0.052,0.,0.052,0.001,0.,0.001,0.,0.,0.,0.,0.,0.
960,0.056,0.,0.056,0.057,0.,0.056,0.049,0.,0.049,0.047,0.,0.047,0.001,0.,0.001,0.,0.,0.,0.,0.,0.
964,0.051,0.,0.051,0.054,0.,0.054,0.052,0.,0.052,0.055,0.,0.055,0.,0.,0.,0.,0.,0.,0.,0.,0.
968,0.051,0.,0.051,0.055,0.,0.055,0.055,0.,0.055,0.057,0.,0.057,0.001,0.,0.001,0.,0.,0.,0.,0.,0.
972,0.054,0.,0.054,0.055,0.,0.055,0.053,0.,0.053,0.051,0.,0.051,0.,0.,0.,0.,0.,0.,0.,0.,0.
976,0.052,0.,0.052,0.059,0.,0.059,0.078,0.,0.078,0.055,0.,0.055,0.,0.,0.,0.,0.,0.,0.,0.,0.
980,0.059,0.,0.059,0.057,0.,0.057,0.056,0.,0.056,0.051,0.,0.051,0.,0.,0.,0.,0.,0.,0.,0.,0.
984,0.053,0.,0.053,0.059,0.,0.059,0.054,0.,0.054,0.048,0.,0.048,0.,0.,0.,0.,0.,0.,0.,0.,0.
988,0.055,0.,0.055,0.057,0.,0.057,0.05,0.,0.05,0.057,0.,0.057,0.,0.,0.,0.,0.,0.,0.,0.,0.
992,0.062,0.,0.062,0.052,0.,0.052,0.056,0.,0.056,0.063,0.,0.063,0.001,0.,0.001,0.,0.,0.,0.,0.,0.
996,0.057,0.,0.057,0.051,0.,0.051,0.052,0.,0.052,0.05,0.,0.05,0.,0.,0.,0.,0.,0.,0.,0.,0.
1000,0.052,0.,0.052,0.058,0.,0.058,0.054,0.,0.054,0.059,0.,0.059,0.001,0.,0.001,0.,0.,0.,0.,0.,0.
1100,0.069,0.,0.069,0.067,0.,0.067,0.066,0.,0.066,0.067,0.,0.067,0.001,0.,0.001,0.,0.,0.,0.,0.,0.
1200,0.081,0.,0.081,0.083,0.,0.083,0.082,0.,0.082,0.09,0.,0.09,0.001,0.,0.001,0.,0.,0.,0.,0.,0.
1300,0.094,0.,0.094,0.098,0.,0.098,0.095,0.,0.095,0.099,0.,0.099,0.001,0.,0.001,0.,0.,0.,0.,0.,0.
1400,0.116,0.003,0.112,0.112,0.,0.112,0.107,0.,0.107,0.117,0.,0.117,0.001,0.,0.001,0.,0.,0.,0.,0.,0.
1500,0.15,0.,0.15,0.136,0.,0.136,0.143,0.,0.143,0.134,0.,0.134,0.001,0.,0.001,0.,0.,0.,0.001,0.,0.001
1600,0.173,0.,0.173,0.152,0.,0.152,0.147,0.,0.147,0.161,0.,0.161,0.001,0.,0.001,0.001,0.,0.001,0.,0.,0.
1700,0.176,0.003,0.172,0.191,0.,0.191,0.166,0.,0.166,0.17,0.,0.17,0.001,0.,0.001,0.001,0.,0.001,0.,0.,0.
1800,0.187,0.,0.187,0.194,0.,0.194,0.194,0.,0.194,0.189,0.,0.189,0.001,0.,0.001,0.,0.,0.,0.,0.,0.
1900,0.208,0.,0.208,0.203,0.,0.203,0.2,0.,0.2,0.208,0.,0.208,0.001,0.,0.001,0.001,0.,0.001,0.,0.,0.
2000,0.226,0.,0.226,0.225,0.,0.225,0.222,0.,0.222,0.245,0.,0.245,0.001,0.,0.001,0.001,0.,0.001,0.001,0.,0.001
2100,0.262,0.,0.262,0.254,0.,0.253,0.25,0.,0.25,0.255,0.,0.255,0.001,0.,0.001,0.001,0.,0.001,0.001,0.,0.001
2200,0.284,0.,0.284,0.278,0.,0.278,0.284,0.,0.284,0.276,0.,0.276,0.001,0.,0.001,0.001,0.,0.001,0.001,0.,0.001
2300,0.288,0.,0.288,0.3,0.,0.3,0.298,0.,0.298,0.302,0.,0.302,0.001,0.,0.001,0.001,0.,0.001,0.001,0.,0.001
2400,0.321,0.,0.321,0.341,0.,0.341,0.313,0.,0.313,0.319,0.,0.319,0.001,0.,0.001,0.001,0.,0.001,0.001,0.,0.001
2500,0.372,0.,0.372,0.347,0.,0.347,0.329,0.,0.329,0.35,0.,0.35,0.002,0.,0.002,0.001,0.,0.001,0.001,0.,0.001
2600,0.361,0.,0.361,0.347,0.,0.347,0.378,0.,0.378,0.353,0.,0.353,0.002,0.,0.002,0.001,0.,0.001,0.001,0.,0.001
2700,0.398,0.,0.398,0.383,0.,0.383,0.37,0.,0.37,0.402,0.,0.402,0.001,0.,0.001,0.001,0.,0.001,0.001,0.,0.001
2800,0.424,0.,0.424,0.415,0.,0.415,0.427,0.,0.427,0.417,0.,0.417,0.001,0.,0.001,0.001,0.,0.001,0.001,0.,0.001
2900,0.451,0.,0.451,0.464,0.,0.463,0.451,0.,0.451,0.434,0.,0.433,0.001,0.,0.001,0.001,0.,0.001,0.001,0.,0.001
3000,0.473,0.,0.473,0.492,0.,0.492,0.462,0.,0.462,0.481,0.,0.481,0.002,0.,0.002,0.001,0.,0.001,0.001,0.,0.001
3100,0.502,0.,0.502,0.499,0.,0.499,0.496,0.,0.496,0.485,0.,0.485,0.001,0.,0.001,0.001,0.,0.001,0.002,0.,0.002
3200,0.532,0.004,0.528,0.515,0.,0.515,0.525,0.,0.525,0.53,0.,0.53,0.002,0.,0.002,0.002,0.,0.002,0.001,0.,0.001
3300,0.564,0.,0.564,0.557,0.004,0.553,0.527,0.,0.526,0.566,0.,0.566,0.002,0.,0.002,0.001,0.,0.001,0.001,0.,0.001
3400,0.598,0.,0.597,0.577,0.,0.577,0.578,0.,0.578,0.586,0.,0.586,0.001,0.,0.001,0.001,0.,0.001,0.001,0.,0.001
3500,0.623,0.,0.623,0.6,0.,0.6,0.619,0.,0.619,0.611,0.,0.611,0.003,0.,0.003,0.002,0.,0.002,0.002,0.,0.002
3600,0.621,0.,0.621,0.634,0.,0.634,0.631,0.,0.631,0.655,0.,0.655,0.002,0.,0.002,0.001,0.,0.001,0.001,0.,0.001
3700,0.676,0.,0.676,0.689,0.,0.689,0.685,0.,0.685,0.694,0.,0.694,0.002,0.,0.002,0.001,0.,0.001,0.001,0.,0.001
3800,0.75,0.003,0.746,0.717,0.003,0.713,0.718,0.,0.718,0.73,0.003,0.726,0.002,0.,0.002,0.002,0.,0.002,0.001,0.,0.001
3900,0.724,0.,0.724,0.801,0.,0.801,0.751,0.,0.751,0.744,0.,0.744,0.001,0.,0.001,0.001,0.,0.001,0.001,0.,0.001
4000,0.773,0.,0.773,0.792,0.,0.791,0.767,0.003,0.763,0.805,0.003,0.801,0.002,0.,0.002,0.001,0.,0.001,0.001,0.,0.001
4100,0.872,0.,0.872,0.803,0.,0.803,0.814,0.,0.814,0.795,0.,0.795,0.002,0.,0.002,0.002,0.,0.002,0.001,0.,0.001
4200,0.869,0.003,0.865,0.853,0.,0.853,0.847,0.,0.847,0.848,0.,0.848,0.002,0.,0.002,0.002,0.,0.002,0.001,0.,0.001
4300,0.904,0.,0.904,0.901,0.,0.901,0.895,0.,0.895,0.858,0.,0.858,0.002,0.,0.002,0.002,0.,0.002,0.002,0.,0.002
4400,0.905,0.,0.905,0.9,0.,0.9,0.906,0.,0.906,0.923,0.,0.923,0.002,0.,0.002,0.002,0.,0.002,0.001,0.,0.001
4500,0.974,0.,0.974,0.986,0.,0.986,1.003,0.,1.003,0.951,0.,0.951,0.002,0.,0.002,0.001,0.,0.001,0.002,0.,0.002
4600,1.02,0.,1.02,1.043,0.,1.043,1.036,0.,1.036,1.012,0.,1.012,0.002,0.,0.002,0.001,0.,0.001,0.001,0.,0.001
4700,1.048,0.,1.048,1.042,0.,1.042,1.086,0.,1.086,1.057,0.,1.057,0.003,0.,0.003,0.002,0.,0.002,0.002,0.,0.002
4800,1.095,0.,1.095,1.096,0.,1.096,1.095,0.003,1.091,1.139,0.,1.139,0.002,0.,0.002,0.002,0.,0.002,0.002,0.,0.002
4900,1.15,0.,1.15,1.106,0.,1.106,1.094,0.,1.094,1.135,0.,1.135,0.002,0.,0.002,0.002,0.,0.002,0.002,0.,0.002
5000,1.152,0.003,1.148,1.166,0.,1.166,1.203,0.,1.203,1.129,0.,1.128,0.002,0.,0.002,0.002,0.,0.002,0.002,0.,0.002
5500,1.374,0.,1.374,1.363,0.,1.363,1.394,0.,1.394,1.336,0.,1.336,0.003,0.,0.003,0.002,0.,0.002,0.002,0.,0.002
6000,1.606,0.,1.605,1.612,0.,1.612,1.674,0.,1.674,1.659,0.,1.659,0.003,0.,0.003,0.003,0.,0.003,0.003,0.,0.003
6500,1.895,0.,1.895,1.821,0.,1.821,1.872,0.,1.872,1.837,0.,1.837,0.003,0.,0.003,0.002,0.,0.002,0.002,0.,0.002
7000,2.243,0.003,2.239,2.281,0.004,2.276,2.314,0.007,2.306,2.313,0.,2.313,0.003,0.,0.003,0.003,0.,0.003,0.003,0.,0.003
7500,2.661,0.004,2.657,2.402,0.,2.401,2.473,0.,2.473,2.4,0.,2.399,0.003,0.,0.003,0.004,0.,0.004,0.003,0.,0.003
8000,2.924,0.,2.924,2.893,0.,2.893,2.715,0.004,2.711,2.732,0.,2.732,0.004,0.,0.004,0.004,0.,0.004,0.003,0.,0.003
8500,3.083,0.,3.082,3.073,0.,3.073,3.227,0.,3.227,3.108,0.,3.107,0.004,0.,0.004,0.003,0.,0.003,0.004,0.,0.004
9000,3.3,0.,3.299,3.326,0.,3.326,3.442,0.,3.441,3.354,0.,3.354,0.004,0.,0.004,0.004,0.,0.004,0.003,0.,0.003
9500,3.68,0.,3.679,3.662,0.,3.662,3.735,0.,3.734,3.816,0.,3.815,0.004,0.,0.004,0.004,0.,0.004,0.004,0.,0.004
10000,4.146,0.003,4.141,4.132,0.,4.132,4.357,0.008,4.348,4.23,0.004,4.225,0.004,0.,0.004,0.004,0.,0.004,0.004,0.,0.004
