param-n,abstract-regression-cubic-real,abstract-regression-cubic-sys,abstract-regression-cubic-user,close-abstract-regression-cubic-real,close-abstract-regression-cubic-sys,close-abstract-regression-cubic-user,fast-rewrite-regression-cubic-real,fast-rewrite-regression-cubic-sys,fast-rewrite-regression-cubic-user,pose-build-and-refine-regression-cubic-real,pose-build-and-refine-regression-cubic-sys,pose-build-and-refine-regression-cubic-user,refine-regression-quadratic-regression-linear-real,refine-regression-quadratic-regression-linear-sys,refine-regression-quadratic-regression-linear-user
1,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.
2,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.
3,0.001,0.,0.001,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.
4,0.002,0.002,0.,0.,0.,0.,0.001,0.001,0.,0.001,0.001,0.,0.,0.,0.
5,0.001,0.001,0.,0.,0.,0.,0.001,0.001,0.,0.001,0.001,0.,0.,0.,0.
6,0.001,0.001,0.,0.,0.,0.,0.001,0.001,0.,0.001,0.001,0.,0.,0.,0.
7,0.002,0.,0.001,0.,0.,0.,0.001,0.,0.001,0.001,0.,0.001,0.,0.,0.
8,0.002,0.001,0.001,0.,0.,0.,0.002,0.,0.001,0.002,0.,0.001,0.,0.,0.
9,0.002,0.002,0.,0.,0.,0.,0.002,0.002,0.,0.002,0.002,0.,0.,0.,0.
10,0.003,0.,0.003,0.,0.,0.,0.002,0.,0.002,0.002,0.,0.002,0.,0.,0.
11,0.003,0.,0.002,0.,0.,0.,0.002,0.,0.002,0.002,0.,0.002,0.,0.,0.
12,0.003,0.002,0.,0.,0.,0.,0.002,0.002,0.,0.002,0.002,0.,0.,0.,0.
13,0.003,0.,0.003,0.,0.,0.,0.002,0.,0.002,0.002,0.,0.002,0.,0.,0.
14,0.003,0.001,0.002,0.,0.,0.,0.002,0.,0.002,0.002,0.,0.002,0.,0.,0.
15,0.004,0.001,0.003,0.,0.,0.,0.003,0.,0.002,0.003,0.,0.002,0.,0.,0.
16,0.003,0.,0.003,0.,0.,0.,0.002,0.,0.002,0.002,0.,0.002,0.,0.,0.
17,0.061,0.002,0.059,0.,0.,0.,0.06,0.001,0.058,0.06,0.001,0.058,0.,0.,0.
18,0.004,0.,0.004,0.,0.,0.,0.003,0.,0.003,0.003,0.,0.003,0.,0.,0.
19,0.005,0.,0.005,0.,0.,0.,0.004,0.,0.004,0.004,0.,0.004,0.,0.,0.
20,0.004,0.,0.004,0.001,0.,0.001,0.003,0.,0.003,0.003,0.,0.003,0.,0.,0.
21,0.004,0.,0.004,0.,0.,0.,0.003,0.,0.003,0.003,0.,0.003,0.,0.,0.
22,0.004,0.,0.004,0.001,0.,0.001,0.003,0.,0.003,0.003,0.,0.003,0.,0.,0.
23,0.004,0.,0.004,0.,0.,0.,0.003,0.,0.003,0.003,0.,0.003,0.,0.,0.
24,0.004,0.,0.004,0.,0.,0.,0.003,0.,0.003,0.003,0.,0.003,0.,0.,0.
25,0.004,0.,0.004,0.,0.,0.,0.003,0.,0.003,0.003,0.,0.003,0.,0.,0.
26,0.004,0.,0.004,0.,0.,0.,0.003,0.,0.003,0.003,0.,0.003,0.,0.,0.
27,0.005,0.,0.005,0.001,0.,0.001,0.004,0.,0.004,0.004,0.,0.004,0.,0.,0.
28,0.005,0.,0.005,0.001,0.,0.001,0.004,0.,0.004,0.004,0.,0.004,0.,0.,0.
29,0.006,0.,0.006,0.001,0.,0.001,0.005,0.,0.005,0.005,0.,0.005,0.,0.,0.
30,0.007,0.,0.007,0.002,0.,0.002,0.004,0.,0.004,0.004,0.,0.004,0.,0.,0.
31,0.006,0.,0.006,0.001,0.,0.001,0.004,0.,0.004,0.004,0.,0.004,0.,0.,0.
32,0.006,0.,0.006,0.001,0.,0.001,0.004,0.,0.004,0.004,0.,0.004,0.,0.,0.
33,0.006,0.,0.006,0.001,0.,0.001,0.004,0.,0.004,0.004,0.,0.004,0.,0.,0.
34,0.006,0.,0.006,0.001,0.,0.001,0.004,0.,0.004,0.004,0.,0.004,0.,0.,0.
35,0.006,0.,0.006,0.001,0.,0.001,0.004,0.,0.004,0.004,0.,0.004,0.,0.,0.
36,0.006,0.,0.006,0.001,0.,0.001,0.005,0.,0.005,0.005,0.,0.005,0.,0.,0.
37,0.013,0.,0.013,0.001,0.,0.001,0.011,0.,0.011,0.011,0.,0.011,0.,0.,0.
38,0.007,0.,0.007,0.001,0.,0.001,0.005,0.,0.005,0.005,0.,0.005,0.,0.,0.
39,0.008,0.,0.008,0.002,0.,0.002,0.006,0.,0.006,0.006,0.,0.006,0.,0.,0.
40,0.092,0.,0.092,0.002,0.,0.002,0.089,0.,0.089,0.089,0.,0.089,0.,0.,0.
41,0.008,0.,0.008,0.001,0.,0.001,0.006,0.,0.006,0.006,0.,0.006,0.,0.,0.
42,0.007,0.,0.007,0.001,0.,0.001,0.005,0.,0.005,0.005,0.,0.005,0.,0.,0.
43,0.008,0.,0.008,0.002,0.,0.002,0.005,0.,0.005,0.005,0.,0.005,0.,0.,0.
44,0.008,0.,0.008,0.001,0.,0.001,0.006,0.,0.006,0.006,0.,0.006,0.,0.,0.
45,0.008,0.,0.008,0.001,0.,0.001,0.006,0.,0.006,0.006,0.,0.006,0.,0.,0.
46,0.008,0.,0.008,0.001,0.,0.001,0.006,0.,0.006,0.006,0.,0.006,0.,0.,0.
47,0.011,0.,0.011,0.004,0.,0.004,0.006,0.,0.006,0.006,0.,0.006,0.,0.,0.
48,0.009,0.,0.009,0.002,0.,0.002,0.007,0.,0.007,0.007,0.,0.007,0.,0.,0.
49,0.009,0.,0.009,0.002,0.,0.002,0.006,0.,0.006,0.006,0.,0.006,0.,0.,0.
50,0.013,0.007,0.006,0.003,0.,0.003,0.01,0.007,0.002,0.01,0.007,0.002,0.001,0.,0.
51,0.009,0.,0.009,0.002,0.,0.002,0.007,0.,0.007,0.007,0.,0.007,0.,0.,0.
52,0.01,0.,0.01,0.002,0.,0.002,0.007,0.,0.007,0.007,0.,0.007,0.,0.,0.
53,0.012,0.,0.012,0.002,0.,0.002,0.008,0.,0.008,0.008,0.,0.008,0.,0.,0.
54,0.011,0.,0.011,0.002,0.,0.002,0.008,0.,0.008,0.008,0.,0.008,0.,0.,0.
55,0.032,0.,0.032,0.003,0.,0.003,0.028,0.,0.028,0.028,0.,0.028,0.,0.,0.
56,0.01,0.,0.01,0.002,0.,0.002,0.007,0.,0.007,0.007,0.,0.007,0.,0.,0.
57,0.011,0.,0.011,0.002,0.,0.002,0.008,0.,0.008,0.008,0.,0.008,0.,0.,0.
58,0.011,0.,0.011,0.002,0.,0.002,0.008,0.,0.008,0.008,0.,0.008,0.,0.,0.
59,0.011,0.,0.011,0.003,0.,0.003,0.007,0.,0.007,0.007,0.,0.007,0.,0.,0.
60,0.013,0.,0.013,0.003,0.,0.003,0.009,0.,0.009,0.009,0.,0.009,0.,0.,0.
61,0.011,0.,0.011,0.003,0.,0.003,0.008,0.,0.008,0.008,0.,0.008,0.,0.,0.
62,0.011,0.,0.011,0.003,0.,0.003,0.008,0.,0.008,0.008,0.,0.008,0.,0.,0.
63,0.014,0.,0.014,0.004,0.,0.004,0.009,0.,0.009,0.009,0.,0.009,0.001,0.,0.001
64,0.014,0.,0.014,0.003,0.,0.003,0.009,0.,0.009,0.009,0.,0.009,0.,0.,0.
65,0.012,0.003,0.009,0.003,0.003,0.,0.008,0.,0.008,0.008,0.,0.008,0.,0.,0.
66,0.015,0.,0.015,0.004,0.,0.004,0.011,0.,0.01,0.01,0.,0.01,0.001,0.,0.001
67,0.015,0.,0.015,0.004,0.,0.004,0.01,0.,0.01,0.01,0.,0.01,0.,0.,0.
68,0.016,0.,0.016,0.004,0.,0.004,0.011,0.,0.011,0.011,0.,0.011,0.001,0.,0.001
69,0.015,0.,0.015,0.004,0.,0.004,0.009,0.,0.009,0.009,0.,0.009,0.,0.,0.
70,0.015,0.,0.015,0.004,0.,0.004,0.01,0.,0.01,0.01,0.,0.01,0.001,0.,0.001
71,0.015,0.,0.015,0.004,0.,0.004,0.01,0.,0.01,0.01,0.,0.01,0.001,0.,0.001
72,0.019,0.,0.019,0.005,0.,0.005,0.012,0.,0.012,0.012,0.,0.012,0.001,0.,0.001
73,0.018,0.,0.018,0.005,0.,0.005,0.012,0.,0.012,0.012,0.,0.012,0.001,0.,0.001
74,0.018,0.,0.018,0.005,0.,0.005,0.012,0.,0.012,0.012,0.,0.012,0.001,0.,0.001
75,0.029,0.,0.029,0.005,0.,0.005,0.023,0.,0.023,0.023,0.,0.023,0.,0.,0.
76,0.02,0.,0.02,0.008,0.,0.008,0.011,0.,0.011,0.011,0.,0.011,0.001,0.,0.001
77,0.017,0.,0.017,0.005,0.,0.005,0.011,0.,0.011,0.011,0.,0.011,0.,0.,0.
78,0.019,0.,0.019,0.006,0.,0.006,0.012,0.,0.012,0.012,0.,0.012,0.,0.,0.
79,0.019,0.,0.019,0.005,0.,0.005,0.013,0.,0.013,0.013,0.,0.013,0.001,0.,0.001
80,0.017,0.,0.017,0.005,0.,0.005,0.011,0.,0.011,0.011,0.,0.011,0.,0.,0.
81,0.017,0.,0.017,0.005,0.,0.005,0.011,0.,0.011,0.011,0.,0.011,0.,0.,0.
82,0.017,0.,0.017,0.005,0.,0.005,0.011,0.,0.011,0.011,0.,0.011,0.001,0.,0.001
83,0.031,0.,0.031,0.005,0.,0.005,0.025,0.,0.025,0.025,0.,0.025,0.001,0.,0.001
84,0.023,0.,0.023,0.005,0.,0.005,0.016,0.,0.016,0.016,0.,0.016,0.001,0.,0.001
85,0.019,0.,0.019,0.006,0.,0.006,0.012,0.,0.012,0.012,0.,0.012,0.001,0.,0.001
86,0.022,0.,0.022,0.007,0.,0.007,0.014,0.,0.014,0.014,0.,0.014,0.001,0.,0.001
87,0.02,0.,0.02,0.006,0.,0.006,0.013,0.,0.013,0.013,0.,0.013,0.,0.,0.
88,0.019,0.,0.019,0.006,0.,0.006,0.012,0.,0.012,0.012,0.,0.012,0.,0.,0.
89,0.021,0.,0.021,0.007,0.,0.007,0.013,0.,0.013,0.013,0.,0.013,0.001,0.,0.001
90,0.023,0.003,0.019,0.007,0.,0.007,0.015,0.003,0.011,0.015,0.003,0.011,0.001,0.,0.001
91,0.022,0.,0.022,0.008,0.,0.008,0.013,0.,0.013,0.013,0.,0.013,0.001,0.,0.001
92,0.026,0.,0.026,0.01,0.,0.01,0.015,0.,0.015,0.014,0.,0.014,0.001,0.,0.001
93,0.102,0.,0.102,0.008,0.,0.008,0.094,0.,0.094,0.094,0.,0.094,0.002,0.,0.002
94,0.027,0.,0.027,0.007,0.,0.007,0.018,0.,0.018,0.018,0.,0.018,0.001,0.,0.001
95,0.023,0.,0.023,0.007,0.,0.007,0.014,0.,0.014,0.014,0.,0.014,0.001,0.,0.001
96,0.025,0.,0.025,0.009,0.,0.009,0.015,0.,0.015,0.015,0.,0.015,0.001,0.,0.001
97,0.024,0.,0.024,0.008,0.,0.008,0.015,0.,0.015,0.015,0.,0.015,0.001,0.,0.001
98,0.025,0.,0.025,0.01,0.,0.01,0.014,0.,0.014,0.014,0.,0.014,0.001,0.,0.001
99,0.048,0.,0.048,0.031,0.,0.031,0.016,0.,0.016,0.016,0.,0.016,0.001,0.,0.001
100,0.035,0.003,0.031,0.011,0.003,0.008,0.023,0.,0.022,0.023,0.,0.022,0.001,0.,0.001
110,0.03,0.,0.03,0.01,0.,0.01,0.018,0.,0.018,0.018,0.,0.018,0.001,0.,0.001
120,0.035,0.,0.035,0.015,0.,0.015,0.019,0.,0.019,0.019,0.,0.019,0.001,0.,0.001
130,0.04,0.,0.04,0.015,0.,0.015,0.024,0.,0.024,0.024,0.,0.024,0.001,0.,0.001
140,0.049,0.,0.049,0.021,0.,0.021,0.026,0.,0.026,0.026,0.,0.026,0.001,0.,0.001
150,0.116,0.013,0.102,0.026,0.,0.026,0.09,0.013,0.076,0.09,0.013,0.076,0.002,0.,0.001
160,0.062,0.,0.062,0.027,0.,0.027,0.034,0.,0.034,0.034,0.,0.034,0.002,0.,0.002
170,0.066,0.,0.066,0.034,0.,0.034,0.031,0.,0.031,0.031,0.,0.031,0.002,0.,0.002
180,0.074,0.,0.074,0.038,0.,0.038,0.035,0.,0.035,0.035,0.,0.035,0.002,0.,0.002
190,0.085,0.,0.085,0.048,0.,0.048,0.036,0.,0.036,0.036,0.,0.036,0.002,0.,0.002
200,0.113,0.003,0.11,0.066,0.003,0.063,0.046,0.,0.046,0.046,0.,0.046,0.003,0.,0.003
210,0.107,0.,0.107,0.061,0.,0.061,0.044,0.,0.044,0.044,0.,0.044,0.002,0.,0.002
220,0.123,0.002,0.121,0.078,0.,0.078,0.045,0.001,0.043,0.044,0.001,0.043,0.002,0.,0.002
230,0.146,0.,0.146,0.093,0.,0.093,0.051,0.,0.051,0.051,0.,0.051,0.003,0.,0.003
240,0.162,0.,0.162,0.104,0.,0.104,0.056,0.,0.056,0.056,0.,0.056,0.003,0.,0.003
250,0.259,0.,0.259,0.197,0.,0.197,0.062,0.,0.062,0.062,0.,0.062,0.003,0.,0.003
260,0.178,0.,0.178,0.117,0.,0.117,0.059,0.,0.059,0.059,0.,0.059,0.003,0.,0.003
270,0.207,0.,0.207,0.136,0.,0.136,0.069,0.,0.069,0.069,0.,0.069,0.008,0.,0.008
280,0.226,0.003,0.222,0.138,0.,0.138,0.087,0.003,0.083,0.087,0.003,0.083,0.004,0.,0.004
290,0.259,0.,0.259,0.171,0.,0.171,0.087,0.,0.087,0.087,0.,0.087,0.004,0.,0.004
300,0.274,0.,0.274,0.183,0.,0.183,0.09,0.,0.09,0.09,0.,0.09,0.01,0.,0.01
310,0.277,0.,0.277,0.197,0.,0.197,0.079,0.,0.079,0.079,0.,0.079,0.003,0.,0.003
320,0.326,0.,0.326,0.23,0.,0.23,0.095,0.,0.095,0.095,0.,0.095,0.004,0.,0.004
