param-n,abstract-regression-quadratic-real,abstract-regression-quadratic-sys,abstract-regression-quadratic-user,close-abstract-regression-quadratic-real,close-abstract-regression-quadratic-sys,close-abstract-regression-quadratic-user,ssr-rewrite!-regression-quadratic-real,ssr-rewrite!-regression-quadratic-sys,ssr-rewrite!-regression-quadratic-user,ssr-rewrite?-noop-regression-linear-real,ssr-rewrite?-noop-regression-linear-sys,ssr-rewrite?-noop-regression-linear-user
28,0.021,0.,0.021,0.007,0.,0.007,0.012,0.,0.012,0.,0.,0.
29,0.026,0.,0.026,0.008,0.,0.008,0.016,0.,0.016,0.,0.,0.
30,0.023,0.,0.023,0.007,0.,0.007,0.015,0.,0.015,0.,0.,0.
31,0.024,0.,0.024,0.009,0.,0.009,0.014,0.,0.014,0.,0.,0.
32,0.046,0.,0.046,0.008,0.,0.008,0.037,0.,0.037,0.,0.,0.
33,0.027,0.,0.027,0.008,0.,0.008,0.018,0.,0.018,0.,0.,0.
34,0.039,0.,0.038,0.014,0.,0.014,0.024,0.,0.024,0.,0.,0.
35,0.03,0.003,0.026,0.01,0.003,0.006,0.019,0.,0.019,0.,0.,0.
36,0.032,0.,0.032,0.011,0.,0.011,0.019,0.,0.019,0.,0.,0.
37,0.032,0.,0.032,0.011,0.,0.011,0.02,0.,0.02,0.,0.,0.
38,0.038,0.,0.038,0.015,0.,0.015,0.022,0.,0.022,0.,0.,0.
39,0.04,0.,0.04,0.012,0.,0.012,0.026,0.,0.026,0.,0.,0.
40,0.055,0.,0.055,0.015,0.,0.015,0.039,0.,0.039,0.,0.,0.
41,0.04,0.,0.04,0.015,0.,0.015,0.024,0.,0.024,0.,0.,0.
42,0.043,0.,0.043,0.014,0.,0.014,0.027,0.,0.027,0.,0.,0.
43,0.062,0.,0.062,0.034,0.,0.034,0.026,0.,0.026,0.,0.,0.
44,0.047,0.,0.047,0.018,0.,0.018,0.028,0.,0.028,0.,0.,0.
45,0.055,0.,0.055,0.019,0.,0.019,0.034,0.,0.034,0.,0.,0.
46,0.05,0.,0.05,0.017,0.,0.017,0.032,0.,0.032,0.,0.,0.
47,0.133,0.,0.133,0.103,0.,0.103,0.029,0.,0.029,0.,0.,0.
48,0.054,0.,0.054,0.02,0.,0.02,0.032,0.,0.032,0.,0.,0.
49,0.059,0.,0.059,0.021,0.,0.021,0.037,0.,0.037,0.,0.,0.
50,0.137,0.024,0.113,0.082,0.003,0.079,0.054,0.02,0.033,0.,0.,0.
51,0.085,0.,0.085,0.023,0.,0.023,0.061,0.,0.061,0.,0.,0.
52,0.061,0.,0.061,0.021,0.,0.021,0.038,0.,0.038,0.,0.,0.
53,0.062,0.,0.062,0.022,0.,0.022,0.039,0.,0.039,0.,0.,0.
54,0.062,0.,0.062,0.023,0.,0.023,0.038,0.,0.038,0.,0.,0.
55,0.066,0.,0.066,0.022,0.,0.022,0.043,0.,0.043,0.,0.,0.
56,0.07,0.,0.07,0.025,0.,0.025,0.044,0.,0.044,0.,0.,0.
57,0.079,0.,0.079,0.028,0.,0.028,0.049,0.,0.049,0.,0.,0.
58,0.076,0.,0.076,0.025,0.,0.025,0.049,0.,0.049,0.,0.,0.
59,0.073,0.,0.073,0.027,0.,0.027,0.044,0.,0.044,0.,0.,0.
60,0.079,0.,0.079,0.028,0.,0.028,0.049,0.,0.049,0.,0.,0.
61,0.081,0.,0.081,0.029,0.,0.029,0.05,0.,0.05,0.,0.,0.
62,0.093,0.,0.093,0.035,0.,0.035,0.057,0.,0.056,0.,0.,0.
63,0.1,0.,0.1,0.037,0.,0.037,0.061,0.,0.061,0.,0.,0.
64,0.094,0.,0.094,0.033,0.,0.033,0.059,0.,0.059,0.,0.,0.
65,0.091,0.,0.091,0.032,0.,0.032,0.057,0.,0.057,0.,0.,0.
66,0.095,0.,0.095,0.034,0.,0.034,0.06,0.,0.06,0.,0.,0.
67,0.096,0.,0.096,0.039,0.,0.039,0.056,0.,0.056,0.,0.,0.
68,0.102,0.,0.102,0.04,0.,0.04,0.059,0.,0.059,0.,0.,0.
69,0.097,0.,0.097,0.033,0.,0.033,0.062,0.,0.062,0.,0.,0.
70,0.111,0.,0.111,0.04,0.,0.04,0.069,0.,0.069,0.,0.,0.
71,0.112,0.,0.112,0.045,0.,0.045,0.066,0.,0.066,0.,0.,0.
72,0.11,0.003,0.106,0.042,0.002,0.039,0.066,0.,0.066,0.,0.,0.
73,0.115,0.,0.115,0.043,0.,0.043,0.07,0.,0.07,0.,0.,0.
74,0.118,0.006,0.111,0.042,0.,0.042,0.074,0.005,0.068,0.,0.,0.
75,0.122,0.,0.122,0.045,0.,0.045,0.076,0.,0.075,0.,0.,0.
76,0.118,0.,0.118,0.043,0.,0.043,0.073,0.,0.073,0.,0.,0.
77,0.132,0.,0.132,0.052,0.,0.052,0.078,0.,0.078,0.,0.,0.
78,0.128,0.,0.128,0.052,0.,0.052,0.075,0.,0.075,0.,0.,0.
79,0.13,0.,0.13,0.053,0.,0.053,0.075,0.,0.075,0.,0.,0.
80,0.138,0.,0.138,0.051,0.,0.051,0.085,0.,0.085,0.,0.,0.
81,0.146,0.,0.146,0.056,0.,0.056,0.088,0.,0.088,0.,0.,0.
82,0.141,0.,0.141,0.057,0.,0.057,0.082,0.,0.082,0.,0.,0.
83,0.152,0.,0.152,0.059,0.,0.059,0.091,0.,0.091,0.,0.,0.
84,0.146,0.,0.146,0.056,0.,0.056,0.088,0.,0.088,0.,0.,0.
85,0.161,0.,0.161,0.059,0.,0.059,0.1,0.,0.1,0.,0.,0.
86,0.152,0.007,0.144,0.052,0.,0.052,0.099,0.007,0.091,0.,0.,0.
87,0.182,0.003,0.178,0.068,0.,0.068,0.112,0.003,0.108,0.,0.,0.
88,0.178,0.,0.178,0.067,0.,0.067,0.108,0.,0.108,0.,0.,0.
89,0.177,0.,0.177,0.071,0.,0.071,0.104,0.,0.104,0.,0.,0.
90,0.212,0.004,0.208,0.076,0.,0.076,0.133,0.004,0.129,0.,0.,0.
91,0.185,0.,0.184,0.07,0.,0.07,0.114,0.,0.113,0.,0.,0.
92,0.199,0.,0.199,0.078,0.,0.078,0.119,0.,0.119,0.,0.,0.
93,0.195,0.,0.195,0.079,0.,0.079,0.114,0.,0.114,0.,0.,0.
94,0.198,0.,0.198,0.072,0.,0.072,0.124,0.,0.124,0.,0.,0.
95,0.195,0.,0.195,0.076,0.,0.076,0.117,0.,0.117,0.,0.,0.
96,0.213,0.,0.213,0.08,0.,0.08,0.131,0.,0.131,0.,0.,0.
97,0.212,0.003,0.208,0.087,0.,0.087,0.122,0.003,0.118,0.,0.,0.
98,0.21,0.004,0.206,0.078,0.,0.078,0.13,0.004,0.126,0.,0.,0.
99,0.211,0.,0.211,0.081,0.,0.081,0.128,0.,0.128,0.,0.,0.
100,0.275,0.,0.275,0.082,0.,0.082,0.191,0.,0.191,0.,0.,0.
110,0.258,0.,0.258,0.1,0.,0.1,0.155,0.,0.155,0.,0.,0.
120,0.302,0.,0.302,0.119,0.,0.119,0.181,0.,0.181,0.,0.,0.
130,0.353,0.,0.353,0.146,0.,0.146,0.205,0.,0.205,0.,0.,0.
140,0.443,0.,0.443,0.18,0.,0.179,0.261,0.,0.261,0.,0.,0.
150,0.484,0.,0.484,0.204,0.,0.204,0.279,0.,0.279,0.,0.,0.
160,0.628,0.003,0.623,0.235,0.003,0.231,0.39,0.,0.39,0.,0.,0.
170,0.66,0.003,0.656,0.262,0.003,0.258,0.396,0.,0.396,0.,0.,0.
180,0.695,0.007,0.687,0.269,0.,0.269,0.424,0.007,0.416,0.,0.,0.
190,0.802,0.012,0.789,0.315,0.003,0.311,0.485,0.008,0.476,0.,0.,0.
200,0.889,0.,0.889,0.332,0.,0.332,0.556,0.,0.556,0.,0.,0.
210,0.91,0.,0.91,0.355,0.,0.354,0.553,0.,0.553,0.,0.,0.
220,1.018,0.003,1.014,0.408,0.002,0.405,0.607,0.,0.607,0.,0.,0.
230,1.104,0.003,1.1,0.438,0.003,0.434,0.664,0.,0.664,0.,0.,0.
240,1.166,0.007,1.158,0.464,0.003,0.461,0.7,0.003,0.696,0.,0.,0.
250,1.275,0.002,1.272,0.538,0.002,0.535,0.735,0.,0.735,0.,0.,0.
260,1.366,0.,1.366,0.567,0.,0.567,0.797,0.,0.797,0.,0.,0.
270,1.467,0.,1.467,0.566,0.,0.566,0.898,0.,0.898,0.,0.,0.
280,1.558,0.003,1.554,0.602,0.003,0.598,0.953,0.,0.953,0.,0.,0.
290,1.683,0.,1.683,0.672,0.,0.672,1.008,0.,1.008,0.,0.,0.
300,1.742,0.011,1.73,0.728,0.,0.728,1.012,0.011,1.,0.,0.,0.
310,1.946,0.,1.945,0.79,0.,0.79,1.153,0.,1.153,0.,0.,0.
320,2.048,0.,2.047,0.794,0.,0.794,1.251,0.,1.251,0.,0.,0.
330,2.164,0.,2.163,0.872,0.,0.872,1.289,0.,1.289,0.,0.,0.
340,2.344,0.007,2.335,0.924,0.007,0.916,1.417,0.,1.417,0.,0.,0.
350,2.379,0.015,2.363,0.943,0.007,0.935,1.434,0.007,1.426,0.,0.,0.
360,2.599,0.015,2.583,1.041,0.,1.041,1.555,0.015,1.539,0.,0.,0.
370,2.714,0.003,2.71,1.105,0.,1.105,1.606,0.003,1.602,0.,0.,0.
380,2.831,0.,2.83,1.136,0.,1.136,1.692,0.,1.692,0.,0.,0.
390,2.937,0.003,2.933,1.175,0.002,1.172,1.76,0.,1.759,0.,0.,0.
400,3.024,0.008,3.016,1.214,0.,1.214,1.808,0.007,1.8,0.,0.,0.
