param-n,rewrite-strat(bottomup)-regression-exponential-real,rewrite-strat(bottomup)-regression-exponential-sys,rewrite-strat(bottomup)-regression-exponential-user,rewrite-strat(topdown)-regression-exponential-real,rewrite-strat(topdown)-regression-exponential-sys,rewrite-strat(topdown)-regression-exponential-user,setoid-rewrite-regression-cubic-real,setoid-rewrite-regression-cubic-sys,setoid-rewrite-regression-cubic-user
0,0.001,0.,0.,0.001,0.,0.,0.001,0.,0.001
1,0.,0.,0.,0.,0.,0.,0.,0.,0.
2,0.001,0.,0.001,0.001,0.,0.001,0.001,0.,0.001
3,0.001,0.,0.001,0.001,0.,0.001,0.001,0.,0.001
4,0.002,0.,0.002,0.002,0.,0.002,0.002,0.,0.002
5,0.003,0.,0.003,0.003,0.003,0.,0.003,0.,0.003
6,0.004,0.,0.004,0.004,0.,0.004,0.003,0.,0.003
7,0.004,0.004,0.,0.004,0.,0.004,0.004,0.,0.004
8,0.005,0.,0.005,0.005,0.,0.004,0.004,0.,0.004
9,0.006,0.,0.006,0.006,0.,0.006,0.005,0.,0.005
10,0.007,0.003,0.003,0.007,0.,0.007,0.006,0.,0.006
11,0.008,0.004,0.004,0.008,0.003,0.004,0.006,0.003,0.003
12,0.009,0.,0.009,0.009,0.,0.009,0.037,0.,0.037
13,0.011,0.,0.011,0.011,0.003,0.007,0.006,0.,0.006
14,,,,0.042,0.,0.042,0.007,0.,0.007
15,0.014,0.,0.014,0.014,0.003,0.01,0.008,0.,0.008
16,,,,,,,0.02,0.,0.02
17,,,,,,,0.009,0.,0.009
18,,,,,,,0.01,0.,0.01
19,,,,,,,0.011,0.,0.011
20,0.051,0.,0.051,,,,0.011,0.,0.011
21,,,,,,,0.012,0.,0.012
22,,,,0.023,0.,0.023,0.019,0.,0.019
23,,,,,,,0.014,0.,0.014
24,,,,,,,0.015,0.,0.015
25,,,,,,,0.017,0.,0.017
26,0.045,0.,0.045,,,,0.022,0.,0.022
27,,,,,,,0.019,0.,0.019
28,,,,,,,0.021,0.,0.021
29,,,,,,,0.021,0.,0.021
30,,,,0.06,0.,0.06,0.022,0.,0.022
31,,,,,,,0.024,0.,0.024
32,,,,,,,0.026,0.,0.026
33,0.059,0.003,0.056,,,,0.08,0.,0.08
34,,,,,,,0.03,0.,0.03
35,,,,,,,0.059,0.,0.059
36,,,,,,,0.032,0.,0.032
37,,,,0.081,0.,0.081,0.047,0.,0.047
38,,,,,,,0.035,0.,0.035
39,0.093,0.,0.093,,,,0.036,0.,0.036
40,,,,,,,0.038,0.,0.038
41,,,,,,,0.043,0.,0.043
42,,,,,,,0.049,0.,0.049
43,,,,,,,0.08,0.004,0.075
44,,,,,,,0.045,0.,0.045
45,,,,0.137,0.,0.137,0.046,0.,0.046
46,0.142,0.,0.142,,,,0.108,0.,0.108
47,,,,,,,0.083,0.,0.083
48,,,,,,,0.06,0.,0.06
49,,,,,,,0.053,0.,0.053
50,,,,,,,0.056,0.,0.056
51,,,,,,,0.061,0.,0.061
52,0.29,0.003,0.287,,,,,,
53,,,,0.289,0.,0.289,0.064,0.,0.064
54,,,,,,,0.068,0.,0.068
55,,,,,,,0.071,0.,0.071
56,,,,,,,0.072,0.,0.072
58,,,,,,,0.076,0.,0.076
59,,,,,,,0.078,0.,0.078
60,,,,,,,0.081,0.,0.081
61,,,,,,,0.086,0.,0.086
62,0.369,0.,0.368,,,,,,
63,,,,0.335,0.003,0.331,0.091,0.,0.091
64,,,,,,,0.105,0.,0.104
65,,,,,,,0.095,0.,0.095
66,,,,,,,0.1,0.,0.1
68,,,,,,,0.114,0.,0.114
69,,,,,,,0.107,0.,0.107
70,,,,,,,0.12,0.,0.12
71,,,,,,,0.123,0.,0.123
73,0.524,0.,0.524,,,,0.127,0.003,0.124
74,,,,0.597,0.,0.596,0.128,0.,0.128
75,,,,,,,0.134,0.,0.134
78,,,,,,,0.146,0.,0.146
80,,,,,,,0.152,0.,0.152
83,0.68,0.,0.68,,,,0.166,0.,0.166
84,,,,0.726,0.,0.726,,,
85,,,,,,,0.175,0.,0.175
88,,,,,,,0.183,0.,0.183
90,,,,,,,0.188,0.,0.188
93,,,,,,,0.206,0.,0.206
94,0.986,0.,0.986,,,,,,
95,,,,1.017,0.,1.017,0.214,0.,0.214
98,,,,,,,0.223,0.,0.223
100,,,,,,,0.23,0.,0.23
104,1.32,0.003,1.316,,,,,,
105,,,,1.361,0.,1.361,,,
106,,,,,,,0.36,0.,0.36
120,,,,,,,0.343,0.003,0.339
140,,,,,,,0.487,0.,0.485
159,,,,,,,0.643,0.,0.643
179,,,,,,,0.81,0.,0.81
199,,,,,,,1.036,0.,1.036
