param-n,fast-rewrite-regression-cubic-real,fast-rewrite-regression-cubic-sys,fast-rewrite-regression-cubic-user,pose-build-and-refine-regression-cubic-real,pose-build-and-refine-regression-cubic-sys,pose-build-and-refine-regression-cubic-user,refine-regression-quadratic-regression-linear-real,refine-regression-quadratic-regression-linear-sys,refine-regression-quadratic-regression-linear-user
34,0.002,0.,0.002,0.002,0.,0.002,0.,0.,0.
35,0.002,0.,0.002,0.002,0.,0.002,0.,0.,0.
36,0.002,0.,0.002,0.002,0.,0.002,0.,0.,0.
37,0.002,0.,0.002,0.002,0.,0.002,0.,0.,0.
38,0.002,0.,0.002,0.002,0.,0.002,0.,0.,0.
39,0.002,0.,0.002,0.002,0.,0.002,0.,0.,0.
40,0.002,0.,0.002,0.002,0.,0.002,0.,0.,0.
41,0.003,0.,0.003,0.003,0.,0.003,0.,0.,0.
42,0.003,0.,0.003,0.003,0.,0.003,0.,0.,0.
43,0.003,0.,0.003,0.003,0.,0.003,0.,0.,0.
44,0.003,0.,0.003,0.003,0.,0.003,0.,0.,0.
45,0.003,0.,0.003,0.003,0.,0.003,0.,0.,0.
46,0.003,0.,0.003,0.003,0.,0.003,0.,0.,0.
47,0.003,0.,0.003,0.003,0.,0.003,0.,0.,0.
48,0.003,0.,0.003,0.003,0.,0.003,0.,0.,0.
49,0.003,0.,0.003,0.003,0.,0.003,0.,0.,0.
50,0.004,0.002,0.002,0.004,0.002,0.002,0.,0.,0.
51,0.003,0.,0.003,0.003,0.,0.003,0.,0.,0.
52,0.003,0.,0.003,0.003,0.,0.003,0.,0.,0.
53,0.003,0.,0.003,0.003,0.,0.003,0.,0.,0.
54,0.003,0.,0.003,0.003,0.,0.003,0.,0.,0.
55,0.004,0.,0.004,0.004,0.,0.004,0.,0.,0.
56,0.004,0.,0.004,0.004,0.,0.004,0.,0.,0.
57,0.004,0.,0.004,0.004,0.,0.004,0.,0.,0.
58,0.004,0.,0.004,0.004,0.,0.004,0.,0.,0.
59,0.009,0.,0.009,0.009,0.,0.009,0.,0.,0.
60,0.004,0.,0.004,0.004,0.,0.004,0.,0.,0.
61,0.004,0.,0.004,0.004,0.,0.004,0.,0.,0.
62,0.004,0.,0.004,0.004,0.,0.004,0.,0.,0.
63,0.004,0.,0.004,0.004,0.,0.004,0.,0.,0.
64,0.004,0.,0.004,0.004,0.,0.004,0.,0.,0.
65,0.006,0.,0.006,0.006,0.,0.006,0.,0.,0.
66,0.005,0.,0.005,0.005,0.,0.005,0.,0.,0.
67,0.005,0.,0.005,0.005,0.,0.005,0.,0.,0.
68,0.005,0.,0.005,0.005,0.,0.005,0.,0.,0.
69,0.005,0.,0.005,0.005,0.,0.005,0.,0.,0.
70,0.005,0.,0.005,0.005,0.,0.005,0.,0.,0.
71,0.012,0.,0.012,0.012,0.,0.012,0.,0.,0.
72,0.005,0.,0.005,0.005,0.,0.005,0.,0.,0.
73,0.005,0.,0.005,0.005,0.,0.005,0.,0.,0.
74,0.005,0.,0.005,0.005,0.,0.005,0.,0.,0.
75,0.005,0.,0.005,0.005,0.,0.005,0.,0.,0.
76,0.006,0.,0.006,0.006,0.,0.006,0.,0.,0.
77,0.006,0.,0.005,0.006,0.,0.005,0.,0.,0.
78,0.006,0.,0.005,0.006,0.,0.005,0.,0.,0.
79,0.006,0.,0.006,0.006,0.,0.006,0.,0.,0.
80,0.006,0.,0.006,0.006,0.,0.006,0.,0.,0.
81,0.007,0.,0.007,0.007,0.,0.007,0.,0.,0.
82,0.006,0.,0.006,0.006,0.,0.006,0.,0.,0.
83,0.006,0.,0.006,0.006,0.,0.006,0.,0.,0.
84,0.006,0.,0.006,0.006,0.,0.006,0.,0.,0.
85,0.006,0.,0.006,0.006,0.,0.006,0.,0.,0.
86,0.067,0.,0.067,0.067,0.,0.067,0.,0.,0.
87,0.007,0.,0.007,0.007,0.,0.007,0.,0.,0.
88,0.007,0.,0.007,0.007,0.,0.007,0.,0.,0.
89,0.007,0.,0.007,0.007,0.,0.007,0.,0.,0.
90,0.008,0.,0.008,0.008,0.,0.008,0.,0.,0.
91,0.007,0.,0.007,0.007,0.,0.007,0.,0.,0.
92,0.007,0.,0.007,0.007,0.,0.007,0.,0.,0.
93,0.007,0.,0.007,0.007,0.,0.007,0.,0.,0.
94,0.04,0.,0.04,0.04,0.,0.04,0.,0.,0.
95,0.008,0.,0.008,0.008,0.,0.008,0.,0.,0.
96,0.008,0.,0.008,0.008,0.,0.008,0.,0.,0.
97,0.008,0.,0.008,0.008,0.,0.008,0.,0.,0.
98,0.009,0.,0.009,0.009,0.,0.009,0.,0.,0.
99,0.008,0.,0.008,0.008,0.,0.008,0.,0.,0.
100,0.011,0.,0.01,0.011,0.,0.01,0.001,0.,0.001
110,0.01,0.,0.01,0.01,0.,0.01,0.,0.,0.
120,0.011,0.,0.011,0.011,0.,0.011,0.,0.,0.
130,0.027,0.,0.027,0.027,0.,0.027,0.,0.,0.
140,0.013,0.,0.013,0.013,0.,0.013,0.001,0.,0.001
150,0.063,0.005,0.057,0.063,0.005,0.057,0.001,0.,0.001
160,0.019,0.,0.019,0.019,0.,0.019,0.004,0.,0.004
170,0.018,0.,0.018,0.018,0.,0.018,0.001,0.,0.001
180,0.02,0.,0.02,0.02,0.,0.02,0.001,0.,0.001
190,0.021,0.,0.021,0.021,0.,0.021,0.001,0.,0.001
200,0.024,0.,0.024,0.024,0.,0.024,0.001,0.,0.001
210,0.03,0.,0.029,0.03,0.,0.029,0.001,0.,0.001
220,0.027,0.,0.027,0.027,0.,0.027,0.001,0.,0.001
230,0.034,0.,0.034,0.034,0.,0.034,0.001,0.,0.001
240,0.035,0.,0.034,0.035,0.,0.034,0.001,0.,0.
250,0.047,0.,0.047,0.047,0.,0.047,0.002,0.,0.002
260,0.035,0.,0.035,0.035,0.,0.035,0.002,0.,0.002
270,0.045,0.,0.045,0.045,0.,0.045,0.002,0.,0.002
280,0.04,0.,0.04,0.04,0.,0.04,0.002,0.,0.002
290,0.047,0.,0.047,0.047,0.,0.047,0.002,0.,0.002
300,0.051,0.,0.051,0.051,0.,0.051,0.002,0.,0.002
310,0.118,0.,0.118,0.118,0.,0.118,0.002,0.,0.002
320,0.056,0.,0.056,0.056,0.,0.056,0.002,0.,0.002
330,0.083,0.,0.083,0.083,0.,0.083,0.002,0.,0.002
340,0.061,0.,0.061,0.061,0.,0.061,0.002,0.,0.002
350,0.059,0.,0.059,0.059,0.,0.059,0.003,0.,0.003
360,0.068,0.,0.068,0.068,0.,0.068,0.003,0.,0.003
370,0.067,0.,0.066,0.067,0.,0.066,0.003,0.,0.003
380,0.072,0.,0.071,0.072,0.,0.071,0.003,0.,0.003
390,0.076,0.,0.076,0.076,0.,0.076,0.003,0.,0.003
400,0.08,0.,0.08,0.08,0.,0.08,0.003,0.,0.003
410,0.082,0.,0.082,0.082,0.,0.082,0.003,0.,0.003
420,0.091,0.,0.091,0.091,0.,0.091,0.011,0.,0.011
430,0.083,0.,0.083,0.083,0.,0.083,0.003,0.,0.003
440,0.092,0.,0.092,0.092,0.,0.092,0.003,0.,0.003
450,0.092,0.,0.092,0.092,0.,0.092,0.003,0.,0.003
460,0.107,0.,0.107,0.107,0.,0.107,0.011,0.,0.011
470,0.105,0.,0.105,0.105,0.,0.105,0.003,0.,0.003
480,0.122,0.,0.122,0.122,0.,0.122,0.003,0.,0.003
490,0.128,0.,0.128,0.128,0.,0.128,0.012,0.,0.012
500,0.119,0.,0.119,0.119,0.,0.119,0.004,0.,0.004
510,0.115,0.,0.115,0.115,0.,0.115,0.004,0.,0.004
520,0.123,0.,0.123,0.123,0.,0.123,0.004,0.,0.004
530,0.131,0.,0.131,0.131,0.,0.131,0.004,0.,0.004
540,0.142,0.,0.139,0.142,0.,0.139,0.004,0.,0.004
550,0.142,0.,0.142,0.142,0.,0.142,0.004,0.,0.004
560,0.148,0.,0.148,0.148,0.,0.148,0.004,0.,0.004
570,0.152,0.,0.152,0.152,0.,0.152,0.005,0.,0.005
580,0.152,0.,0.151,0.152,0.,0.151,0.004,0.,0.004
590,0.159,0.,0.159,0.159,0.,0.159,0.005,0.,0.005
600,0.172,0.,0.17,0.171,0.,0.17,0.004,0.,0.004
610,0.181,0.,0.181,0.181,0.,0.181,0.005,0.,0.005
620,0.175,0.,0.174,0.175,0.,0.174,0.004,0.,0.004
630,0.172,0.,0.172,0.172,0.,0.172,0.005,0.,0.005
640,0.174,0.,0.173,0.174,0.,0.173,0.005,0.,0.005
650,0.187,0.002,0.185,0.187,0.002,0.185,0.005,0.,0.005
660,0.197,0.,0.196,0.197,0.,0.196,0.01,0.,0.01
670,0.194,0.,0.194,0.194,0.,0.194,0.006,0.,0.006
680,0.205,0.,0.205,0.205,0.,0.205,0.005,0.,0.005
690,0.212,0.,0.212,0.212,0.,0.212,0.005,0.,0.005
700,0.213,0.,0.213,0.213,0.,0.213,0.006,0.,0.006
710,0.235,0.,0.234,0.235,0.,0.234,0.006,0.,0.006
720,0.229,0.001,0.228,0.229,0.001,0.228,0.005,0.,0.005
730,0.26,0.,0.259,0.26,0.,0.259,0.005,0.,0.005
740,0.244,0.002,0.242,0.244,0.002,0.242,0.006,0.,0.006
750,0.258,0.,0.258,0.258,0.,0.258,0.006,0.,0.006
760,0.269,0.,0.269,0.269,0.,0.269,0.019,0.,0.019
770,0.264,0.001,0.262,0.264,0.001,0.262,0.005,0.,0.005
780,0.261,0.,0.261,0.261,0.,0.261,0.006,0.,0.006
790,0.264,0.,0.264,0.264,0.,0.264,0.006,0.,0.006
800,0.271,0.,0.27,0.271,0.,0.27,0.006,0.,0.006
810,0.281,0.,0.281,0.281,0.,0.281,0.007,0.,0.007
820,0.296,0.,0.296,0.296,0.,0.296,0.006,0.,0.006
830,0.292,0.,0.292,0.292,0.,0.292,0.01,0.,0.01
840,0.301,0.,0.301,0.301,0.,0.301,0.007,0.,0.007
850,0.325,0.,0.325,0.325,0.,0.325,0.007,0.,0.007
860,0.335,0.,0.335,0.335,0.,0.335,0.007,0.,0.007
870,0.344,0.,0.344,0.344,0.,0.344,0.007,0.,0.007
880,0.353,0.,0.353,0.353,0.,0.353,0.007,0.,0.007
890,0.354,0.,0.354,0.354,0.,0.354,0.007,0.,0.007
900,0.348,0.,0.348,0.348,0.,0.348,0.007,0.,0.007
910,0.355,0.,0.355,0.355,0.,0.355,0.007,0.,0.007
920,0.352,0.,0.352,0.352,0.,0.352,0.008,0.,0.008
930,0.367,0.,0.367,0.367,0.,0.367,0.008,0.,0.008
940,0.368,0.,0.368,0.368,0.,0.368,0.007,0.,0.007
950,0.376,0.,0.376,0.376,0.,0.376,0.007,0.,0.007
960,0.408,0.,0.408,0.408,0.,0.408,0.007,0.,0.007
970,0.416,0.,0.416,0.416,0.,0.416,0.007,0.,0.007
980,0.428,0.,0.428,0.428,0.,0.428,0.008,0.,0.008
990,0.431,0.,0.431,0.431,0.,0.431,0.013,0.,0.013
1000,0.435,0.,0.435,0.435,0.,0.434,0.008,0.,0.008
1100,0.485,0.,0.485,0.485,0.,0.485,0.008,0.,0.008
1200,0.584,0.,0.584,0.584,0.,0.584,0.009,0.,0.009
1300,0.69,0.,0.69,0.69,0.,0.69,0.014,0.,0.014
1400,0.808,0.,0.808,0.808,0.,0.808,0.017,0.,0.017
1500,0.941,0.,0.941,0.941,0.,0.941,0.015,0.,0.015
1600,1.075,0.,1.075,1.075,0.,1.075,0.013,0.,0.013
1700,1.172,0.,1.172,1.172,0.,1.172,0.015,0.,0.015
1800,1.279,0.,1.279,1.279,0.,1.279,0.015,0.,0.015
1900,1.431,0.,1.431,1.431,0.,1.431,0.019,0.,0.019
2000,1.664,0.,1.663,1.664,0.,1.663,0.021,0.,0.021
3000,3.646,0.,3.644,3.646,0.,3.644,0.028,0.,0.028
4000,6.396,0.,6.396,6.396,0.,6.396,0.039,0.,0.039
5000,10.144,0.,10.143,10.144,0.,10.143,0.047,0.,0.047
