param-n,abstract-regression-linear-real,abstract-regression-linear-sys,abstract-regression-linear-user,reify-regression-cubic-real,reify-regression-cubic-sys,reify-regression-cubic-user
1,0.,0.,0.,0.001,0.001,0.
2,0.,0.,0.,0.002,0.,0.002
3,0.,0.,0.,0.002,0.,0.002
4,0.,0.,0.,0.003,0.,0.003
5,0.,0.,0.,0.004,0.,0.004
6,0.,0.,0.,0.005,0.,0.005
7,0.,0.,0.,0.005,0.,0.005
8,0.,0.,0.,0.006,0.,0.005
9,0.,0.,0.,0.007,0.002,0.005
10,0.,0.,0.,0.048,0.,0.047
11,0.,0.,0.,0.008,0.,0.008
12,0.,0.,0.,0.008,0.,0.008
13,0.,0.,0.,0.009,0.,0.009
14,0.,0.,0.,0.023,0.,0.023
15,0.,0.,0.,0.011,0.,0.011
16,0.,0.,0.,0.012,0.,0.012
17,0.,0.,0.,0.013,0.,0.013
18,0.,0.,0.,0.015,0.,0.014
19,0.,0.,0.,0.015,0.,0.015
20,0.,0.,0.,0.016,0.,0.016
21,0.001,0.,0.001,0.018,0.,0.018
22,0.001,0.,0.001,0.021,0.,0.021
23,0.001,0.,0.001,0.021,0.,0.021
24,0.001,0.,0.,0.027,0.,0.027
25,0.001,0.,0.001,0.023,0.,0.023
26,0.001,0.,0.001,0.026,0.,0.026
27,0.001,0.,0.001,0.026,0.,0.026
28,0.001,0.,0.001,0.034,0.,0.034
29,0.001,0.,0.001,0.029,0.,0.029
30,0.001,0.,0.001,0.034,0.,0.034
31,0.001,0.,0.001,0.033,0.,0.033
32,0.001,0.,0.001,0.095,0.,0.095
33,0.001,0.,0.001,0.038,0.,0.038
34,0.001,0.,0.001,0.071,0.,0.07
35,0.001,0.,0.001,0.042,0.,0.042
36,0.001,0.,0.001,0.057,0.,0.057
37,0.001,0.,0.001,0.046,0.,0.045
38,0.001,0.,0.001,0.046,0.,0.046
39,0.001,0.,0.001,0.049,0.,0.049
40,0.001,0.,0.001,0.059,0.,0.059
41,0.001,0.,0.001,0.067,0.,0.067
42,0.001,0.,0.001,0.055,0.,0.055
43,0.001,0.,0.001,0.057,0.,0.056
44,0.001,0.,0.001,0.123,0.,0.123
45,0.001,0.,0.001,0.097,0.,0.097
46,0.001,0.,0.001,0.077,0.,0.076
47,0.001,0.,0.001,0.068,0.,0.067
48,0.001,0.,0.001,0.072,0.,0.072
49,0.002,0.,0.002,0.078,0.,0.078
50,0.002,0.,0.002,0.078,0.,0.078
51,0.002,0.,0.002,0.077,0.,0.077
52,0.002,0.,0.001,0.08,0.,0.079
53,0.002,0.,0.002,0.083,0.,0.083
54,0.002,0.,0.002,0.086,0.,0.086
55,0.002,0.,0.002,0.089,0.,0.089
56,0.002,0.,0.002,0.091,0.,0.091
57,0.002,0.,0.002,0.095,0.,0.095
58,0.002,0.,0.002,0.103,0.,0.103
59,0.002,0.,0.002,0.105,0.,0.105
60,0.002,0.,0.002,0.109,0.,0.108
61,0.002,0.,0.002,0.111,0.001,0.109
62,0.002,0.,0.002,0.125,0.,0.125
63,0.002,0.,0.002,0.119,0.,0.119
64,0.002,0.,0.002,0.123,0.,0.122
65,0.002,0.,0.002,0.137,0.,0.136
66,0.004,0.,0.004,0.131,0.,0.131
