param-n,abstract-regression-quadratic-real,abstract-regression-quadratic-sys,abstract-regression-quadratic-user,close-abstract-regression-quadratic-real,close-abstract-regression-quadratic-sys,close-abstract-regression-quadratic-user,ssr-rewrite!-regression-quadratic-real,ssr-rewrite!-regression-quadratic-sys,ssr-rewrite!-regression-quadratic-user,ssr-rewrite?-noop-regression-linear-real,ssr-rewrite?-noop-regression-linear-sys,ssr-rewrite?-noop-regression-linear-user
37,0.024,0.,0.024,0.007,0.,0.007,0.015,0.,0.015,0.,0.,0.
38,0.025,0.,0.025,0.007,0.,0.007,0.016,0.,0.016,0.,0.,0.
39,0.027,0.,0.027,0.008,0.,0.008,0.018,0.,0.018,0.,0.,0.
40,0.027,0.,0.027,0.008,0.,0.008,0.018,0.,0.018,0.,0.,0.
41,0.04,0.,0.04,0.009,0.,0.009,0.031,0.,0.031,0.,0.,0.
42,0.031,0.,0.031,0.01,0.,0.01,0.019,0.,0.019,0.,0.,0.
43,0.031,0.,0.031,0.009,0.,0.009,0.02,0.,0.02,0.,0.,0.
44,0.046,0.,0.046,0.01,0.,0.01,0.035,0.,0.035,0.,0.,0.
45,0.096,0.,0.096,0.073,0.,0.073,0.022,0.,0.022,0.,0.,0.
46,0.035,0.,0.035,0.011,0.,0.011,0.023,0.,0.023,0.,0.,0.
47,0.037,0.,0.037,0.011,0.,0.011,0.025,0.,0.025,0.,0.,0.
48,0.062,0.,0.062,0.012,0.,0.012,0.049,0.,0.049,0.,0.,0.
49,0.041,0.,0.041,0.012,0.,0.012,0.028,0.,0.028,0.,0.,0.
50,0.09,0.027,0.063,0.053,0.015,0.038,0.036,0.012,0.024,0.,0.,0.
51,0.043,0.,0.043,0.013,0.,0.013,0.028,0.,0.028,0.,0.,0.
52,0.045,0.,0.045,0.015,0.,0.015,0.029,0.,0.029,0.,0.,0.
53,0.057,0.,0.057,0.025,0.,0.025,0.031,0.,0.031,0.,0.,0.
54,0.048,0.,0.048,0.016,0.,0.016,0.031,0.,0.031,0.,0.,0.
55,0.056,0.,0.056,0.022,0.,0.022,0.033,0.,0.033,0.,0.,0.
56,0.052,0.,0.052,0.017,0.,0.017,0.034,0.,0.034,0.,0.,0.
57,0.054,0.,0.054,0.018,0.,0.018,0.035,0.,0.035,0.,0.,0.
58,0.057,0.,0.057,0.017,0.,0.017,0.039,0.,0.039,0.,0.,0.
59,0.058,0.,0.058,0.018,0.,0.018,0.039,0.,0.039,0.,0.,0.
60,0.059,0.,0.059,0.018,0.,0.018,0.04,0.,0.04,0.,0.,0.
61,0.062,0.002,0.059,0.02,0.002,0.017,0.041,0.,0.041,0.,0.,0.
62,0.063,0.,0.063,0.021,0.,0.021,0.041,0.,0.041,0.,0.,0.
63,0.065,0.,0.065,0.02,0.,0.02,0.044,0.,0.044,0.,0.,0.
64,0.068,0.,0.068,0.022,0.,0.022,0.045,0.,0.045,0.,0.,0.
65,0.069,0.,0.069,0.023,0.,0.023,0.045,0.,0.045,0.,0.,0.
66,0.072,0.,0.072,0.022,0.,0.022,0.048,0.,0.048,0.,0.,0.
67,0.073,0.,0.073,0.024,0.,0.024,0.048,0.,0.048,0.,0.,0.
68,0.076,0.,0.076,0.023,0.,0.023,0.051,0.,0.051,0.,0.,0.
69,0.079,0.,0.079,0.027,0.,0.027,0.051,0.,0.051,0.,0.,0.
70,0.091,0.004,0.085,0.029,0.004,0.024,0.061,0.,0.06,0.,0.,0.
71,0.084,0.,0.084,0.026,0.,0.026,0.057,0.,0.057,0.,0.,0.
72,0.084,0.,0.084,0.028,0.,0.028,0.055,0.,0.055,0.,0.,0.
73,0.087,0.,0.087,0.029,0.,0.029,0.057,0.,0.057,0.,0.,0.
74,0.092,0.,0.092,0.031,0.,0.031,0.06,0.,0.06,0.,0.,0.
75,0.095,0.,0.095,0.032,0.,0.032,0.061,0.,0.061,0.,0.,0.
76,0.093,0.,0.093,0.028,0.,0.028,0.063,0.,0.063,0.,0.,0.
77,0.101,0.,0.101,0.029,0.,0.029,0.071,0.,0.071,0.,0.,0.
78,0.105,0.003,0.1,0.03,0.,0.03,0.074,0.003,0.069,0.,0.,0.
79,0.107,0.,0.107,0.031,0.,0.031,0.075,0.,0.075,0.,0.,0.
80,0.115,0.,0.115,0.037,0.,0.037,0.076,0.,0.076,0.,0.,0.
81,0.11,0.,0.11,0.038,0.,0.038,0.071,0.,0.071,0.,0.,0.
82,0.111,0.,0.111,0.038,0.,0.038,0.072,0.,0.072,0.,0.,0.
83,0.114,0.,0.114,0.038,0.,0.038,0.074,0.,0.074,0.,0.,0.
84,0.113,0.,0.113,0.035,0.,0.035,0.076,0.,0.076,0.,0.,0.
85,0.115,0.,0.115,0.039,0.,0.039,0.075,0.,0.075,0.,0.,0.
86,0.124,0.,0.124,0.04,0.,0.04,0.082,0.,0.082,0.,0.,0.
87,0.131,0.,0.131,0.042,0.,0.042,0.087,0.,0.087,0.,0.,0.
88,0.123,0.,0.123,0.039,0.,0.039,0.083,0.,0.083,0.,0.,0.
89,0.127,0.,0.127,0.043,0.,0.043,0.083,0.,0.083,0.,0.,0.
90,0.133,0.,0.133,0.046,0.,0.046,0.085,0.,0.085,0.,0.,0.
91,0.138,0.,0.138,0.043,0.,0.043,0.089,0.,0.089,0.,0.,0.
92,0.135,0.,0.135,0.045,0.,0.045,0.089,0.,0.089,0.,0.,0.
93,0.146,0.,0.146,0.047,0.,0.047,0.097,0.,0.097,0.,0.,0.
94,0.141,0.,0.141,0.046,0.,0.046,0.094,0.,0.094,0.,0.,0.
95,0.147,0.,0.147,0.051,0.,0.051,0.094,0.,0.094,0.,0.,0.
96,0.15,0.,0.15,0.051,0.,0.051,0.097,0.,0.097,0.,0.,0.
97,0.153,0.,0.153,0.053,0.,0.053,0.098,0.,0.098,0.,0.,0.
98,0.155,0.,0.155,0.05,0.,0.05,0.104,0.,0.104,0.,0.,0.
99,0.162,0.,0.162,0.052,0.,0.052,0.108,0.,0.108,0.,0.,0.
100,0.219,0.003,0.215,0.053,0.,0.053,0.165,0.003,0.162,0.,0.,0.
110,0.205,0.,0.205,0.071,0.,0.071,0.132,0.,0.132,0.,0.,0.
120,0.244,0.,0.244,0.075,0.,0.075,0.167,0.,0.167,0.,0.,0.
130,0.294,0.003,0.291,0.098,0.,0.098,0.194,0.003,0.19,0.,0.,0.
140,0.33,0.007,0.322,0.108,0.,0.108,0.22,0.007,0.212,0.,0.,0.
150,0.39,0.,0.39,0.142,0.,0.142,0.247,0.,0.247,0.,0.,0.
160,0.411,0.,0.411,0.137,0.,0.137,0.272,0.,0.272,0.,0.,0.
170,0.47,0.003,0.466,0.158,0.,0.158,0.31,0.003,0.306,0.,0.,0.
180,0.514,0.007,0.506,0.172,0.,0.172,0.34,0.007,0.332,0.,0.,0.
190,0.585,0.,0.585,0.205,0.,0.205,0.378,0.,0.378,0.,0.,0.
200,0.723,0.007,0.715,0.24,0.,0.24,0.481,0.007,0.473,0.,0.,0.
210,0.728,0.,0.728,0.25,0.,0.25,0.476,0.,0.476,0.,0.,0.
220,0.764,0.,0.763,0.267,0.,0.266,0.495,0.,0.495,0.,0.,0.
230,0.831,0.,0.83,0.281,0.,0.281,0.547,0.,0.547,0.,0.,0.
240,0.929,0.,0.929,0.321,0.,0.321,0.606,0.,0.606,0.,0.,0.
250,1.009,0.007,1.001,0.351,0.003,0.347,0.657,0.003,0.653,0.,0.,0.
260,1.073,0.003,1.069,0.363,0.,0.362,0.709,0.003,0.705,0.,0.,0.
270,1.138,0.,1.138,0.383,0.,0.383,0.753,0.,0.753,0.,0.,0.
280,1.265,0.,1.265,0.422,0.,0.422,0.841,0.,0.841,0.,0.,0.
290,1.322,0.,1.322,0.446,0.,0.446,0.874,0.,0.874,0.,0.,0.
300,1.393,0.007,1.385,0.484,0.003,0.48,0.907,0.003,0.903,0.,0.,0.
310,1.533,0.,1.533,0.527,0.,0.527,1.004,0.,1.004,0.,0.,0.
320,1.598,0.,1.598,0.536,0.,0.536,1.06,0.,1.06,0.,0.,0.
330,1.715,0.003,1.711,0.558,0.,0.558,1.154,0.003,1.15,0.,0.,0.
340,1.809,0.,1.809,0.612,0.,0.612,1.195,0.,1.195,0.,0.,0.
350,1.909,0.003,1.905,0.617,0.,0.617,1.291,0.003,1.286,0.,0.,0.
360,2.043,0.003,2.039,0.671,0.003,0.667,1.37,0.,1.37,0.,0.,0.
370,2.166,0.,2.165,0.749,0.,0.749,1.414,0.,1.414,0.,0.,0.
380,2.266,0.,2.265,0.758,0.,0.758,1.505,0.,1.505,0.,0.,0.
390,2.402,0.003,2.398,0.796,0.003,0.792,1.604,0.,1.604,0.,0.,0.
400,2.513,0.019,2.492,0.884,0.003,0.88,1.627,0.015,1.611,0.,0.,0.
