param-n,abstract-regression-linear-real,abstract-regression-linear-sys,abstract-regression-linear-user,reify-regression-cubic-real,reify-regression-cubic-sys,reify-regression-cubic-user
1,0.,0.,0.,0.002,0.,0.001
2,0.,0.,0.,0.003,0.,0.003
3,0.,0.,0.,0.004,0.,0.004
4,0.,0.,0.,0.006,0.,0.005
5,0.,0.,0.,0.02,0.,0.02
6,0.001,0.,0.001,0.009,0.,0.009
7,0.001,0.,0.001,0.01,0.,0.01
8,0.001,0.,0.001,0.012,0.,0.012
9,0.001,0.,0.001,0.014,0.,0.014
10,0.001,0.,0.001,0.096,0.,0.096
11,0.001,0.,0.001,0.02,0.,0.02
12,0.001,0.,0.001,0.023,0.,0.023
13,0.001,0.,0.001,0.026,0.,0.026
14,0.001,0.,0.001,0.027,0.,0.027
15,0.001,0.,0.001,0.055,0.,0.055
16,0.002,0.,0.002,0.035,0.,0.035
17,0.001,0.,0.001,0.038,0.,0.038
18,0.001,0.,0.001,0.04,0.,0.04
19,0.001,0.,0.001,0.043,0.,0.043
20,0.002,0.,0.002,0.048,0.,0.048
21,0.002,0.,0.002,0.066,0.,0.066
22,0.002,0.,0.002,0.061,0.,0.061
23,0.002,0.,0.002,0.077,0.,0.077
24,0.002,0.,0.002,0.144,0.,0.144
25,0.002,0.,0.002,0.071,0.003,0.068
26,0.002,0.,0.002,0.096,0.,0.096
27,0.002,0.,0.002,0.081,0.,0.081
28,0.003,0.,0.003,0.09,0.,0.09
29,0.002,0.,0.002,0.106,0.,0.106
30,0.002,0.,0.002,0.114,0.003,0.111
31,0.003,0.,0.003,0.125,0.,0.125
32,0.003,0.,0.003,0.12,0.,0.12
33,0.003,0.,0.003,0.117,0.,0.117
34,0.003,0.,0.003,0.125,0.,0.125
35,0.003,0.,0.003,0.133,0.,0.133
36,0.003,0.,0.003,0.15,0.003,0.146
37,0.003,0.,0.003,0.164,0.,0.164
38,0.004,0.,0.004,0.174,0.,0.174
39,0.003,0.,0.003,0.185,0.,0.185
40,0.003,0.,0.003,0.181,0.,0.18
41,0.003,0.,0.003,0.193,0.,0.193
42,0.003,0.,0.003,0.216,0.,0.216
43,0.004,0.,0.004,0.204,0.,0.204
44,0.003,0.,0.003,0.208,0.,0.208
45,0.003,0.,0.003,0.228,0.003,0.225
46,0.004,0.,0.004,0.24,0.,0.24
47,0.004,0.,0.004,0.252,0.003,0.248
48,0.008,0.,0.008,0.257,0.,0.256
49,0.004,0.,0.004,0.276,0.003,0.272
50,0.004,0.,0.004,0.28,0.,0.28
51,0.004,0.,0.004,0.304,0.,0.304
52,0.004,0.,0.004,0.317,0.003,0.313
53,0.004,0.,0.004,0.326,0.007,0.318
54,0.004,0.,0.004,0.347,0.,0.347
55,0.005,0.,0.005,0.365,0.,0.365
56,0.005,0.,0.005,0.368,0.003,0.364
57,0.004,0.,0.004,0.367,0.,0.366
58,0.005,0.,0.005,0.388,0.,0.388
59,0.005,0.,0.005,0.397,0.,0.397
60,0.005,0.,0.005,0.418,0.,0.418
61,0.005,0.,0.005,0.433,0.,0.433
62,0.005,0.,0.005,0.445,0.,0.444
63,0.005,0.,0.005,0.473,0.,0.473
64,0.005,0.,0.005,0.502,0.,0.502
65,0.005,0.,0.005,0.511,0.003,0.507
66,0.005,0.,0.005,0.521,0.,0.521
67,0.005,0.,0.005,0.523,0.,0.523
68,0.005,0.,0.005,0.557,0.,0.557
69,0.005,0.,0.005,0.565,0.007,0.557
70,0.005,0.,0.005,0.597,0.,0.597
71,0.006,0.,0.006,0.622,0.,0.622
72,0.009,0.,0.009,0.629,0.,0.629
73,0.006,0.,0.006,0.646,0.,0.646
74,0.006,0.,0.006,0.657,0.,0.657
75,0.01,0.,0.01,0.673,0.,0.673
76,0.006,0.,0.006,0.693,0.,0.693
77,0.006,0.,0.006,0.718,0.,0.718
78,0.007,0.,0.007,0.756,0.,0.756
79,0.007,0.,0.007,0.786,0.,0.786
80,0.006,0.,0.006,0.783,0.,0.783
81,0.006,0.,0.006,0.811,0.,0.811
82,0.006,0.,0.006,0.831,0.,0.831
83,0.007,0.,0.007,0.856,0.,0.856
84,0.007,0.,0.007,0.894,0.,0.894
85,0.007,0.,0.007,0.936,0.,0.934
86,0.007,0.,0.007,0.942,0.,0.94
87,0.007,0.,0.007,0.953,0.,0.952
88,0.007,0.,0.007,0.975,0.,0.975
89,0.007,0.,0.007,1.031,0.,1.031
90,0.007,0.,0.007,1.061,0.,1.061
91,0.007,0.,0.007,1.061,0.,1.061
92,0.007,0.,0.007,1.083,0.,1.083
93,0.008,0.,0.008,1.133,0.,1.133
94,0.008,0.,0.008,1.179,0.,1.179
95,0.007,0.,0.007,1.163,0.,1.163
96,0.008,0.,0.008,1.195,0.,1.195
97,0.008,0.,0.008,1.235,0.,1.234
98,0.008,0.,0.008,1.309,0.,1.309
99,0.008,0.,0.008,1.295,0.,1.295
100,0.008,0.,0.008,1.323,0.,1.323
110,0.009,0.,0.009,1.963,0.015,1.948
120,0.009,0.,0.009,2.042,0.011,2.03
130,0.01,0.,0.01,2.553,0.023,2.529
140,0.011,0.,0.011,2.986,0.011,2.974
150,0.011,0.,0.011,3.615,0.,3.615
160,0.013,0.,0.013,4.265,0.004,4.261
170,0.013,0.,0.013,4.897,0.031,4.865
180,0.013,0.,0.013,5.71,0.003,5.706
190,0.014,0.,0.014,6.533,0.,6.532
200,0.015,0.,0.015,7.541,0.,7.54
210,0.016,0.,0.016,8.542,0.,8.541
220,0.016,0.,0.016,9.573,0.,9.572
230,0.017,0.,0.017,10.879,0.,10.878
240,0.018,0.,0.018,12.177,0.,12.176
250,0.02,0.,0.02,13.642,0.,13.641
260,0.019,0.,0.019,15.016,0.035,14.979
270,0.022,0.,0.022,16.92,0.008,16.91
280,0.022,0.,0.022,18.607,0.01,18.594
290,0.023,0.,0.023,20.367,0.043,20.321
300,0.022,0.,0.022,22.474,0.,22.472
350,0.028,0.,0.028,34.42,0.,34.417
400,0.031,0.,0.031,50.675,0.047,50.622
450,0.033,0.,0.033,70.271,0.003,70.262
500,0.054,0.,0.054,94.747,0.007,94.731
