param-n,cbn-regression-cubic-real,cbn-regression-cubic-sys,cbn-regression-cubic-user,cbv-regression-quadratic-real,cbv-regression-quadratic-sys,cbv-regression-quadratic-user,lazy-regression-quadratic-real,lazy-regression-quadratic-sys,lazy-regression-quadratic-user,native-compute(1)-native-compute-compilation-real,native-compute(1)-native-compute-conversion-to-native-code-real,native-compute(1)-native-compute-evaluation-real,native-compute(1)-native-compute-reification-real,native-compute(1)-regression-quadratic-real,native-compute(1)-regression-quadratic-sys,native-compute(1)-regression-quadratic-user,native-compute(2)-native-compute-compilation-real,native-compute(2)-native-compute-conversion-to-native-code-real,native-compute(2)-native-compute-evaluation-real,native-compute(2)-native-compute-reification-real,native-compute(2)-regression-quadratic-real,native-compute(2)-regression-quadratic-sys,native-compute(2)-regression-quadratic-user,simpl-regression-cubic-real,simpl-regression-cubic-sys,simpl-regression-cubic-user,vm-compute-regression-quadratic-real,vm-compute-regression-quadratic-sys,vm-compute-regression-quadratic-user
2,0.001,0.,0.,0.,0.,0.,0.,0.,0.,0.11038,0.00020,0.00053,0.00004,0.111,0.004,0.,0.10871,0.00030,0.00055,0.00004,0.109,0.,0.004,0.001,0.,0.,0.,0.,0.
3,0.022,0.,0.022,0.,0.,0.,0.,0.,0.,0.10800,0.00025,0.00062,0.00004,0.109,0.,0.005,0.10785,0.00027,0.00055,0.00004,0.108,0.003,0.001,0.021,0.,0.021,0.,0.,0.
4,0.004,0.,0.004,0.,0.,0.,0.,0.,0.,0.10812,0.00025,0.00055,0.00004,0.109,0.004,0.,0.10821,0.00027,0.00056,0.00004,0.109,0.,0.004,0.003,0.,0.003,0.,0.,0.
5,0.007,0.,0.007,0.,0.,0.,0.,0.,0.,0.10872,0.00024,0.00056,0.00004,0.109,0.003,0.001,0.10910,0.00027,0.00055,0.00004,0.11,0.004,0.,0.006,0.,0.006,0.,0.,0.
6,0.012,0.,0.012,0.,0.,0.,0.,0.,0.,0.10860,0.00025,0.00055,0.00004,0.109,0.004,0.,0.10867,0.00027,0.00055,0.00004,0.109,0.,0.004,0.011,0.,0.011,0.019,0.,0.019
7,0.017,0.,0.017,0.,0.,0.,0.,0.,0.,0.11083,0.00025,0.00056,0.00004,0.111,0.004,0.,0.10918,0.00027,0.00060,0.00005,0.11,0.003,0.001,0.015,0.,0.015,0.,0.,0.
8,0.022,0.,0.022,0.,0.,0.,0.,0.,0.,0.10814,0.00025,0.00057,0.00004,0.109,0.004,0.,0.10891,0.00029,0.00061,0.00005,0.11,0.003,0.001,0.053,0.,0.053,0.,0.,0.
9,0.063,0.,0.063,0.,0.,0.,0.,0.,0.,0.10794,0.00025,0.00057,0.00004,0.108,0.004,0.,0.10921,0.00027,0.00063,0.00005,0.11,0.003,0.001,0.029,0.,0.029,0.,0.,0.
10,0.041,0.,0.041,0.,0.,0.,0.,0.,0.,0.10803,0.00025,0.00056,0.00004,0.109,0.004,0.,0.11007,0.00027,0.00057,0.00004,0.111,0.004,0.,0.039,0.,0.039,0.,0.,0.
11,0.072,0.,0.072,0.,0.,0.,,,,,,,,,,,,,,,,,,0.046,0.,0.046,,,
12,0.081,0.,0.08,,,,0.,0.,0.,,,,,,,,,,,,,,,0.059,0.,0.059,,,
13,0.106,0.,0.106,,,,,,,,,,,,,,,,,,,,,0.069,0.,0.069,,,
14,0.093,0.,0.093,,,,,,,,,,,,,,,,,,,,,0.138,0.,0.138,,,
15,0.15,0.,0.15,,,,,,,,,,,,,,,,,,,,,0.108,0.,0.108,,,
16,0.122,0.,0.122,,,,,,,,,,,,,,,,,,,,,0.123,0.,0.123,,,
17,,,,,,,,,,,,,,,,,,,,,,,,0.14,0.,0.14,,,
18,0.17,0.,0.17,,,,0.,0.,0.,,,,,,,,,,,,,,,0.165,0.,0.165,,,
19,0.193,0.,0.193,0.,0.,0.,,,,,,,,,,,,,,,,,,,,,,,
20,,,,,,,,,,,,,,,,,,,,,,,,0.213,0.,0.213,,,
22,0.285,0.,0.285,,,,,,,,,,,,,,,,,,,,,0.28,0.,0.28,,,
23,,,,,,,0.,0.,0.,,,,,,,,,,,,,,,,,,,,
24,,,,,,,,,,,,,,,,,,,,,,,,0.34,0.,0.34,,,
25,0.369,0.,0.369,,,,,,,,,,,,,,,,,,,,,,,,,,
26,,,,,,,,,,,,,,,,,,,,,,,,0.425,0.,0.425,,,
28,0.496,0.,0.496,0.,0.,0.,0.,0.,0.,,,,,,,,,,,,,,,0.509,0.,0.509,,,
30,0.615,0.,0.615,,,,,,,,,,,,,,,,,,,,,0.615,0.,0.613,,,
32,,,,,,,,,,,,,,,,,,,,,,,,0.71,0.003,0.707,,,
33,0.747,0.,0.747,,,,0.001,0.,0.001,,,,,,,,,,,,,,,,,,,,
34,,,,,,,,,,,,,,,,,,,,,,,,0.859,0.,0.859,,,
36,0.974,0.,0.974,0.,0.,0.,,,,,,,,,,,,,,,,,,,,,,,
39,,,,,,,0.001,0.,0.001,,,,,,,,,,,,,,,,,,,,
41,,,,,,,,,,,,,,,,,,,,,,,,1.366,0.003,1.362,0.,0.,0.
43,1.555,0.,1.555,,,,,,,,,,,,,,,,,,,,,,,,,,
44,,,,,,,0.001,0.,0.001,,,,,,,,,,,,,,,,,,,,
45,,,,0.001,0.,0.001,,,,,,,,,,,,,,,,,,,,,,,
47,,,,,,,,,,,,,,,,,,,,,,,,2.037,0.004,2.033,,,
49,,,,,,,0.001,0.,0.001,,,,,,,,,,,,,,,,,,,,
50,2.267,0.,2.267,,,,,,,,,,,,,,,,,,,,,,,,,,
53,,,,0.001,0.,0.001,,,,,,,,,,,,,,,,,,,,,,,
54,,,,,,,0.002,0.,0.002,,,,,,,,,,,,,,,2.838,0.,2.838,,,
56,3.043,0.,3.042,,,,,,,,,,,,,,,,,,,,,,,,,,
59,,,,,,,0.002,0.,0.002,,,,,,,,,,,,,,,,,,,,
60,,,,,,,,,,,,,,,,,,,,,,,,3.781,0.007,3.773,,,
62,,,,0.002,0.,0.002,,,,,,,,,,,,,,,,,,,,,,,
63,4.374,0.,4.374,,,,,,,,,,,,,,,,,,,,,,,,,,
65,,,,,,,0.002,0.,0.002,,,,,,,,,,,,,,,,,,,,
67,,,,,,,,,,,,,,,,,,,,,,,,5.268,0.008,5.26,,,
70,5.725,0.,5.725,,,,0.003,0.,0.003,,,,,,,,,,,,,,,,,,,,
71,,,,0.002,0.,0.002,,,,,,,,,,,,,,,,,,,,,,,
75,,,,,,,0.003,0.,0.003,,,,,,,,,,,,,,,,,,,,
79,,,,0.003,0.,0.003,,,,,,,,,,,,,,,,,,,,,,,
80,,,,,,,0.035,0.,0.035,,,,,,,,,,,,,,,,,,0.,0.,0.
86,,,,,,,0.004,0.,0.004,,,,,,,,,,,,,,,,,,,,
88,,,,0.003,0.,0.003,,,,,,,,,,,,,,,,,,,,,,,
91,,,,,,,0.004,0.,0.004,,,,,,,,,,,,,,,,,,,,
96,,,,0.003,0.,0.003,0.005,0.,0.005,,,,,,,,,,,,,,,,,,,,
101,,,,,,,0.005,0.,0.005,,,,,,,,,,,,,,,,,,,,
105,,,,0.004,0.,0.004,,,,,,,,,,,,,,,,,,,,,,,
106,,,,,,,0.007,0.,0.007,,,,,,,,,,,,,,,,,,,,
112,,,,,,,0.006,0.,0.006,,,,,,,,,,,,,,,,,,,,
113,,,,0.036,0.,0.036,,,,,,,,,,,,,,,,,,,,,,,
116,,,,,,,,,,0.11445,0.00021,0.00065,0.00014,0.115,0.004,0.001,0.11415,0.00027,0.00064,0.00014,0.115,0.004,0.,,,,,,
117,,,,,,,0.007,0.,0.007,,,,,,,,,,,,,,,,,,,,
120,,,,,,,,,,,,,,,,,,,,,,,,,,,0.,0.,0.
122,,,,0.005,0.,0.005,0.007,0.,0.007,,,,,,,,,,,,,,,,,,,,
127,,,,,,,0.009,0.,0.009,,,,,,,,,,,,,,,,,,,,
130,,,,0.006,0.,0.006,,,,,,,,,,,,,,,,,,,,,,,
133,,,,,,,0.009,0.,0.009,,,,,,,,,,,,,,,,,,,,
138,,,,,,,0.009,0.,0.009,,,,,,,,,,,,,,,,,,,,
139,,,,0.007,0.,0.007,,,,,,,,,,,,,,,,,,,,,,,
143,,,,,,,0.011,0.,0.011,,,,,,,,,,,,,,,,,,,,
148,,,,0.008,0.,0.008,0.01,0.,0.01,,,,,,,,,,,,,,,,,,,,
153,,,,,,,0.013,0.,0.013,,,,,,,,,,,,,,,,,,,,
156,,,,0.008,0.,0.008,,,,,,,,,,,,,,,,,,,,,,,
159,,,,,,,0.012,0.,0.012,,,,,,,,,,,,,,,,,,0.,0.,0.
164,,,,,,,0.014,0.,0.014,,,,,,,,,,,,,,,,,,,,
165,,,,0.009,0.,0.009,,,,,,,,,,,,,,,,,,,,,,,
169,,,,,,,0.013,0.,0.013,,,,,,,,,,,,,,,,,,,,
173,,,,0.011,0.,0.011,,,,,,,,,,,,,,,,,,,,,,,
174,,,,,,,0.015,0.,0.015,,,,,,,,,,,,,,,,,,,,
180,,,,,,,0.015,0.,0.015,,,,,,,,,,,,,,,,,,,,
182,,,,0.01,0.,0.01,,,,,,,,,,,,,,,,,,,,,,,
185,,,,,,,0.017,0.,0.017,,,,,,,,,,,,,,,,,,,,
190,,,,0.011,0.,0.011,0.016,0.,0.016,,,,,,,,,,,,,,,,,,,,
195,,,,,,,0.021,0.,0.021,,,,,,,,,,,,,,,,,,,,
198,,,,,,,,,,,,,,,,,,,,,,,,,,,0.001,0.001,0.
199,,,,0.012,0.,0.012,,,,,,,,,,,,,,,,,,,,,,,
200,,,,,,,0.021,0.,0.021,,,,,,,,,,,,,,,,,,,,
206,,,,,,,0.025,0.,0.025,,,,,,,,,,,,,,,,,,,,
208,,,,0.013,0.,0.013,,,,,,,,,,,,,,,,,,,,,,,
211,,,,,,,0.02,0.,0.02,,,,,,,,,,,,,,,,,,,,
216,,,,0.014,0.,0.014,0.025,0.,0.025,,,,,,,,,,,,,,,,,,,,
221,,,,,,,0.028,0.,0.028,,,,,,,,,,,,,,,,,,,,
225,,,,0.015,0.,0.015,,,,,,,,,,,,,,,,,,,,,,,
227,,,,,,,0.027,0.,0.027,,,,,,,,,,,,,,,,,,,,
229,,,,,,,,,,0.11349,0.00024,0.00080,0.00022,0.114,0.005,0.,0.11378,0.00026,0.00082,0.00023,0.115,0.005,0.,,,,,,
232,,,,,,,0.028,0.,0.028,,,,,,,,,,,,,,,,,,,,
233,,,,0.016,0.,0.016,,,,,,,,,,,,,,,,,,,,,,,
237,,,,,,,0.025,0.,0.025,,,,,,,,,,,,,,,,,,0.001,0.,0.001
242,,,,0.017,0.,0.017,0.027,0.,0.027,,,,,,,,,,,,,,,,,,,,
247,,,,,,,0.029,0.,0.029,,,,,,,,,,,,,,,,,,,,
250,,,,0.018,0.,0.018,,,,,,,,,,,,,,,,,,,,,,,
253,,,,,,,0.03,0.,0.03,,,,,,,,,,,,,,,,,,,,
258,,,,,,,0.033,0.,0.033,,,,,,,,,,,,,,,,,,,,
259,,,,0.019,0.,0.019,,,,,,,,,,,,,,,,,,,,,,,
263,,,,,,,0.037,0.,0.037,,,,,,,,,,,,,,,,,,,,
268,,,,0.021,0.,0.021,0.035,0.,0.035,,,,,,,,,,,,,,,,,,,,
273,,,,,,,0.037,0.,0.037,,,,,,,,,,,,,,,,,,,,
276,,,,0.022,0.,0.022,,,,,,,,,,,,,,,,,,,,,0.002,0.,0.001
279,,,,,,,0.036,0.,0.036,,,,,,,,,,,,,,,,,,,,
284,,,,,,,0.04,0.,0.04,,,,,,,,,,,,,,,,,,,,
285,,,,0.023,0.,0.023,,,,,,,,,,,,,,,,,,,,,,,
289,,,,,,,0.046,0.003,0.042,,,,,,,,,,,,,,,,,,,,
292,,,,,,,0.088,0.,0.088,,,,,,,,,,,,,,,,,,,,
293,,,,0.023,0.,0.023,,,,,,,,,,,,,,,,,,,,,,,
294,,,,,,,0.042,0.,0.041,,,,,,,,,,,,,,,,,,,,
300,,,,,,,0.047,0.,0.047,,,,,,,,,,,,,,,,,,,,
302,,,,0.025,0.,0.025,,,,,,,,,,,,,,,,,,,,,,,
305,,,,,,,0.05,0.,0.05,,,,,,,,,,,,,,,,,,,,
310,,,,0.026,0.,0.026,0.046,0.,0.046,,,,,,,,,,,,,,,,,,,,
315,,,,,,,0.056,0.,0.056,,,,,,,,,,,,,,,,,,,,
316,,,,,,,,,,,,,,,,,,,,,,,,,,,0.002,0.,0.002
319,,,,0.027,0.,0.027,,,,,,,,,,,,,,,,,,,,,,,
320,,,,,,,0.05,0.,0.05,,,,,,,,,,,,,,,,,,,,
326,,,,,,,0.053,0.,0.053,,,,,,,,,,,,,,,,,,,,
328,,,,0.028,0.,0.028,,,,,,,,,,,,,,,,,,,,,,,
331,,,,,,,0.063,0.,0.063,,,,,,,,,,,,,,,,,,,,
336,,,,0.03,0.,0.03,0.057,0.,0.057,,,,,,,,,,,,,,,,,,,,
341,,,,,,,0.056,0.,0.056,,,,,,,,,,,,,,,,,,,,
343,,,,,,,,,,0.11451,0.00025,0.00097,0.00031,0.116,0.005,0.,0.11679,0.00026,0.00095,0.00030,0.118,0.005,0.,,,,,,
345,,,,0.031,0.,0.031,,,,,,,,,,,,,,,,,,,,,,,
347,,,,,,,0.054,0.,0.054,,,,,,,,,,,,,,,,,,,,
352,,,,,,,0.057,0.,0.057,,,,,,,,,,,,,,,,,,,,
353,,,,0.033,0.,0.033,,,,,,,,,,,,,,,,,,,,,,,
355,,,,,,,,,,,,,,,,,,,,,,,,,,,0.002,0.,0.002
357,,,,,,,0.055,0.,0.055,,,,,,,,,,,,,,,,,,,,
362,,,,0.033,0.,0.033,0.058,0.,0.058,,,,,,,,,,,,,,,,,,,,
367,,,,,,,0.064,0.,0.064,,,,,,,,,,,,,,,,,,,,
370,,,,0.036,0.,0.036,,,,,,,,,,,,,,,,,,,,,,,
373,,,,,,,0.066,0.,0.066,,,,,,,,,,,,,,,,,,,,
378,,,,,,,0.068,0.,0.068,,,,,,,,,,,,,,,,,,,,
379,,,,0.037,0.,0.037,,,,,,,,,,,,,,,,,,,,,,,
383,,,,,,,0.071,0.,0.071,,,,,,,,,,,,,,,,,,,,
387,,,,0.04,0.,0.04,,,,,,,,,,,,,,,,,,,,,,,
388,,,,,,,0.065,0.,0.065,,,,,,,,,,,,,,,,,,,,
394,,,,,,,0.069,0.,0.069,,,,,,,,,,,,,,,,,,0.003,0.,0.003
396,,,,0.042,0.,0.042,,,,,,,,,,,,,,,,,,,,,,,
399,,,,,,,0.072,0.,0.072,,,,,,,,,,,,,,,,,,,,
404,,,,,,,0.079,0.,0.079,,,,,,,,,,,,,,,,,,,,
405,,,,0.043,0.,0.043,,,,,,,,,,,,,,,,,,,,,,,
409,,,,,,,0.086,0.003,0.082,,,,,,,,,,,,,,,,,,,,
413,,,,0.045,0.,0.045,,,,,,,,,,,,,,,,,,,,,,,
414,,,,,,,0.086,0.,0.086,,,,,,,,,,,,,,,,,,,,
420,,,,,,,0.083,0.,0.083,,,,,,,,,,,,,,,,,,,,
422,,,,0.046,0.,0.046,,,,,,,,,,,,,,,,,,,,,,,
425,,,,,,,0.079,0.,0.079,,,,,,,,,,,,,,,,,,,,
430,,,,0.046,0.,0.046,0.092,0.,0.092,,,,,,,,,,,,,,,,,,,,
433,,,,,,,,,,,,,,,,,,,,,,,,,,,0.004,0.,0.004
435,,,,,,,0.104,0.,0.104,,,,,,,,,,,,,,,,,,,,
439,,,,0.049,0.,0.049,,,,,,,,,,,,,,,,,,,,,,,
441,,,,,,,0.119,0.,0.119,,,,,,,,,,,,,,,,,,,,
446,,,,,,,0.094,0.,0.094,,,,,,,,,,,,,,,,,,,,
447,,,,0.049,0.,0.049,,,,,,,,,,,,,,,,,,,,,,,
451,,,,,,,0.12,0.,0.12,,,,,,,,,,,,,,,,,,,,
456,,,,0.05,0.,0.05,,,,0.11354,0.00024,0.00122,0.00047,0.115,0.003,0.002,0.11538,0.00027,0.00126,0.00040,0.117,0.006,0.,,,,,,
458,,,,0.103,0.,0.103,,,,,,,,,,,,,,,,,,,,,,,
465,,,,0.052,0.,0.052,,,,,,,,,,,,,,,,,,,,,,,
469,,,,,,,0.125,0.003,0.122,,,,,,,,,,,,,,,,,,,,
472,,,,,,,,,,,,,,,,,,,,,,,,,,,0.004,0.,0.004
473,,,,0.055,0.,0.055,,,,,,,,,,,,,,,,,,,,,,,
482,,,,0.057,0.,0.057,,,,,,,,,,,,,,,,,,,,,,,
487,,,,,,,0.143,0.003,0.139,,,,,,,,,,,,,,,,,,,,
490,,,,0.058,0.,0.058,,,,,,,,,,,,,,,,,,,,,,,
499,,,,0.059,0.,0.059,,,,,,,,,,,,,,,,,,,,,,,
505,,,,,,,0.11,0.,0.11,,,,,,,,,,,,,,,,,,,,
507,,,,0.062,0.,0.062,,,,,,,,,,,,,,,,,,,,,,,
511,,,,,,,,,,,,,,,,,,,,,,,,,,,0.005,0.,0.005
516,,,,0.065,0.,0.065,,,,,,,,,,,,,,,,,,,,,,,
523,,,,,,,0.135,0.003,0.131,,,,,,,,,,,,,,,,,,,,
525,,,,0.067,0.,0.067,,,,,,,,,,,,,,,,,,,,,,,
533,,,,0.068,0.003,0.064,,,,,,,,,,,,,,,,,,,,,,,
541,,,,,,,0.146,0.,0.146,,,,,,,,,,,,,,,,,,,,
542,,,,0.072,0.,0.072,,,,,,,,,,,,,,,,,,,,,,,
550,,,,0.076,0.004,0.072,,,,,,,,,,,,,,,,,,,,,,,
551,,,,,,,,,,,,,,,,,,,,,,,,,,,0.039,0.,0.039
559,,,,0.076,0.,0.076,0.152,0.003,0.148,,,,,,,,,,,,,,,,,,,,
567,,,,0.076,0.,0.076,,,,,,,,,,,,,,,,,,,,,,,
570,,,,,,,,,,0.11423,0.00024,0.00154,0.00047,0.116,0.005,0.,0.11485,0.00026,0.00156,0.00048,0.117,0.,0.006,,,,,,
576,,,,0.077,0.,0.077,,,,,,,,,,,,,,,,,,,,,,,
577,,,,,,,0.173,0.003,0.169,,,,,,,,,,,,,,,,,,,,
583,,,,,,,0.173,0.,0.173,,,,,,,,,,,,,,,,,,,,
585,,,,0.08,0.003,0.077,,,,,,,,,,,,,,,,,,,,,,,
