param-n,fast-rewrite-regression-cubic-real,fast-rewrite-regression-cubic-sys,fast-rewrite-regression-cubic-user,pose-build-and-refine-regression-cubic-real,pose-build-and-refine-regression-cubic-sys,pose-build-and-refine-regression-cubic-user,refine-regression-quadratic-regression-linear-real,refine-regression-quadratic-regression-linear-sys,refine-regression-quadratic-regression-linear-user
33,0.002,0.,0.002,0.002,0.,0.002,0.,0.,0.
34,0.002,0.,0.002,0.002,0.,0.002,0.,0.,0.
35,0.002,0.,0.002,0.002,0.,0.002,0.,0.,0.
36,0.002,0.,0.002,0.002,0.,0.002,0.,0.,0.
37,0.002,0.,0.002,0.002,0.,0.002,0.,0.,0.
38,0.015,0.,0.015,0.015,0.,0.015,0.,0.,0.
39,0.003,0.,0.003,0.003,0.,0.003,0.,0.,0.
40,0.003,0.,0.003,0.003,0.,0.003,0.,0.,0.
41,0.003,0.,0.003,0.003,0.,0.003,0.,0.,0.
42,0.003,0.,0.003,0.003,0.,0.003,0.,0.,0.
43,0.003,0.,0.003,0.003,0.,0.003,0.,0.,0.
44,0.003,0.,0.003,0.003,0.,0.003,0.,0.,0.
45,0.003,0.,0.003,0.003,0.,0.003,0.,0.,0.
46,0.003,0.,0.003,0.003,0.,0.003,0.,0.,0.
47,0.003,0.,0.003,0.003,0.,0.003,0.,0.,0.
48,0.003,0.,0.003,0.003,0.,0.003,0.,0.,0.
49,0.004,0.,0.004,0.004,0.,0.004,0.,0.,0.
50,0.005,0.,0.004,0.005,0.,0.004,0.,0.,0.
51,0.004,0.,0.004,0.004,0.,0.004,0.,0.,0.
52,0.004,0.,0.004,0.004,0.,0.004,0.,0.,0.
53,0.004,0.,0.004,0.004,0.,0.004,0.,0.,0.
54,0.004,0.,0.004,0.004,0.,0.004,0.,0.,0.
55,0.004,0.,0.004,0.004,0.,0.004,0.,0.,0.
56,0.004,0.,0.004,0.004,0.,0.004,0.,0.,0.
57,0.004,0.,0.004,0.004,0.,0.004,0.,0.,0.
58,0.006,0.,0.006,0.006,0.,0.006,0.,0.,0.
59,0.005,0.,0.005,0.005,0.,0.005,0.,0.,0.
60,0.005,0.,0.005,0.005,0.,0.005,0.,0.,0.
61,0.005,0.,0.005,0.005,0.,0.005,0.,0.,0.
62,0.005,0.,0.005,0.005,0.,0.005,0.,0.,0.
63,0.005,0.,0.005,0.005,0.,0.005,0.,0.,0.
64,0.005,0.,0.005,0.005,0.,0.005,0.,0.,0.
65,0.006,0.,0.006,0.006,0.,0.006,0.,0.,0.
66,0.005,0.,0.005,0.005,0.,0.005,0.,0.,0.
67,0.006,0.,0.006,0.006,0.,0.006,0.,0.,0.
68,0.006,0.,0.006,0.006,0.,0.006,0.,0.,0.
69,0.006,0.,0.006,0.006,0.,0.006,0.,0.,0.
70,0.006,0.,0.006,0.006,0.,0.006,0.,0.,0.
71,0.008,0.,0.008,0.008,0.,0.008,0.,0.,0.
72,0.006,0.,0.006,0.006,0.,0.006,0.,0.,0.
73,0.006,0.,0.005,0.006,0.,0.005,0.,0.,0.
74,0.006,0.,0.006,0.006,0.,0.006,0.,0.,0.
75,0.006,0.,0.006,0.006,0.,0.006,0.,0.,0.
76,0.006,0.,0.006,0.006,0.,0.006,0.,0.,0.
77,0.008,0.,0.008,0.008,0.,0.008,0.,0.,0.
78,0.007,0.,0.007,0.007,0.,0.007,0.,0.,0.
79,0.007,0.,0.007,0.007,0.,0.007,0.,0.,0.
80,0.007,0.,0.007,0.007,0.,0.007,0.,0.,0.
81,0.007,0.,0.007,0.007,0.,0.007,0.,0.,0.
82,0.01,0.,0.01,0.01,0.,0.01,0.003,0.,0.003
83,0.007,0.,0.007,0.007,0.,0.007,0.,0.,0.
84,0.007,0.,0.007,0.007,0.,0.007,0.,0.,0.
85,0.008,0.,0.008,0.008,0.,0.008,0.,0.,0.
86,0.008,0.,0.008,0.008,0.,0.008,0.,0.,0.
87,0.009,0.,0.009,0.009,0.,0.009,0.002,0.,0.002
88,0.008,0.,0.008,0.008,0.,0.008,0.,0.,0.
89,0.008,0.,0.008,0.008,0.,0.008,0.,0.,0.
90,0.008,0.,0.008,0.008,0.,0.008,0.,0.,0.
91,0.008,0.,0.008,0.008,0.,0.008,0.,0.,0.
92,0.012,0.,0.012,0.012,0.,0.012,0.,0.,0.
93,0.008,0.,0.008,0.008,0.,0.008,0.,0.,0.
94,0.009,0.,0.009,0.008,0.,0.009,0.,0.,0.
95,0.009,0.,0.009,0.009,0.,0.009,0.,0.,0.
96,0.009,0.,0.009,0.009,0.,0.009,0.,0.,0.
97,0.009,0.,0.009,0.009,0.,0.009,0.,0.,0.
98,0.009,0.,0.009,0.009,0.,0.009,0.,0.,0.
99,0.009,0.,0.009,0.009,0.,0.009,0.,0.,0.
100,0.011,0.006,0.004,0.011,0.006,0.004,0.,0.,0.
110,0.011,0.,0.011,0.011,0.,0.011,0.,0.,0.
120,0.012,0.,0.012,0.012,0.,0.012,0.,0.,0.
130,0.013,0.,0.013,0.013,0.,0.013,0.,0.,0.
140,0.015,0.,0.015,0.015,0.,0.015,0.001,0.,0.001
150,0.056,0.008,0.047,0.056,0.008,0.047,0.001,0.,0.001
160,0.019,0.,0.019,0.019,0.,0.019,0.001,0.,0.001
170,0.02,0.,0.02,0.02,0.,0.02,0.001,0.,0.001
180,0.023,0.,0.023,0.023,0.,0.023,0.001,0.,0.001
190,0.023,0.,0.023,0.023,0.,0.023,0.001,0.,0.001
200,0.025,0.,0.025,0.025,0.,0.025,0.001,0.,0.001
210,0.028,0.,0.028,0.028,0.,0.028,0.001,0.,0.001
220,0.034,0.,0.034,0.034,0.,0.034,0.001,0.,0.001
230,0.032,0.,0.032,0.032,0.,0.032,0.001,0.,0.001
240,0.037,0.,0.037,0.037,0.,0.037,0.001,0.,0.001
250,0.037,0.,0.037,0.037,0.,0.037,0.001,0.,0.001
260,0.046,0.,0.046,0.046,0.,0.046,0.002,0.,0.002
270,0.05,0.003,0.046,0.05,0.003,0.046,0.011,0.002,0.008
280,0.043,0.,0.043,0.043,0.,0.043,0.002,0.,0.002
290,0.066,0.,0.066,0.066,0.,0.066,0.002,0.,0.002
300,0.051,0.,0.051,0.051,0.,0.051,0.002,0.,0.002
310,0.053,0.,0.053,0.053,0.,0.053,0.002,0.,0.002
320,0.058,0.,0.058,0.058,0.,0.058,0.002,0.,0.002
330,0.058,0.,0.058,0.058,0.,0.058,0.002,0.,0.002
340,0.072,0.,0.071,0.072,0.,0.071,0.002,0.,0.002
350,0.067,0.001,0.065,0.067,0.001,0.065,0.002,0.,0.002
360,0.088,0.,0.088,0.088,0.,0.088,0.002,0.,0.002
370,0.078,0.001,0.076,0.078,0.001,0.076,0.002,0.,0.002
380,0.07,0.,0.07,0.07,0.,0.07,0.002,0.,0.002
390,0.074,0.,0.074,0.074,0.,0.074,0.003,0.,0.003
400,0.108,0.001,0.107,0.108,0.001,0.107,0.002,0.,0.002
410,0.088,0.,0.087,0.088,0.,0.087,0.003,0.,0.003
420,0.104,0.,0.104,0.104,0.,0.104,0.003,0.,0.003
430,0.094,0.,0.094,0.094,0.,0.094,0.003,0.,0.003
440,0.091,0.,0.091,0.091,0.,0.091,0.003,0.,0.003
450,0.099,0.,0.099,0.099,0.,0.099,0.003,0.,0.003
460,0.11,0.,0.11,0.11,0.,0.11,0.007,0.,0.007
470,0.116,0.002,0.113,0.116,0.002,0.113,0.003,0.,0.003
480,0.111,0.,0.111,0.111,0.,0.111,0.003,0.,0.003
490,0.117,0.,0.117,0.117,0.,0.117,0.003,0.,0.003
500,0.124,0.,0.124,0.124,0.,0.124,0.004,0.,0.004
510,0.14,0.,0.14,0.14,0.,0.139,0.004,0.,0.004
520,0.149,0.,0.149,0.149,0.,0.149,0.004,0.,0.004
530,0.155,0.006,0.149,0.155,0.006,0.149,0.03,0.005,0.024
540,0.217,0.001,0.215,0.217,0.001,0.215,0.004,0.,0.004
550,0.165,0.002,0.163,0.165,0.002,0.163,0.004,0.,0.004
560,0.164,0.,0.163,0.164,0.,0.163,0.012,0.,0.012
570,0.163,0.001,0.161,0.163,0.001,0.161,0.004,0.,0.004
580,0.179,0.002,0.177,0.179,0.002,0.177,0.004,0.,0.004
590,0.192,0.,0.192,0.192,0.,0.192,0.004,0.,0.004
600,0.202,0.,0.202,0.202,0.,0.202,0.004,0.,0.004
610,0.257,0.,0.257,0.257,0.,0.257,0.005,0.,0.005
620,0.184,0.001,0.182,0.184,0.001,0.182,0.004,0.,0.004
630,0.204,0.002,0.201,0.204,0.002,0.201,0.004,0.,0.004
640,0.23,0.001,0.229,0.23,0.001,0.229,0.004,0.,0.004
650,0.212,0.,0.212,0.212,0.,0.212,0.005,0.,0.005
660,0.233,0.,0.233,0.233,0.,0.233,0.004,0.,0.004
670,0.299,0.,0.297,0.298,0.,0.297,0.005,0.,0.005
680,0.234,0.,0.233,0.234,0.,0.233,0.005,0.,0.005
690,0.241,0.,0.24,0.24,0.,0.24,0.005,0.,0.005
700,0.264,0.,0.264,0.264,0.,0.264,0.005,0.,0.005
710,0.265,0.,0.264,0.265,0.,0.264,0.022,0.,0.022
720,0.283,0.,0.283,0.283,0.,0.283,0.005,0.,0.005
730,0.316,0.,0.316,0.316,0.,0.316,0.005,0.,0.005
740,0.267,0.,0.267,0.267,0.,0.267,0.005,0.,0.005
750,0.286,0.,0.286,0.286,0.,0.286,0.005,0.,0.005
760,0.337,0.,0.337,0.337,0.,0.337,0.005,0.,0.005
770,0.347,0.,0.347,0.347,0.,0.347,0.006,0.,0.006
780,0.308,0.,0.308,0.308,0.,0.308,0.005,0.,0.005
790,0.314,0.,0.314,0.314,0.,0.314,0.005,0.,0.005
800,0.32,0.,0.32,0.32,0.,0.32,0.006,0.,0.006
810,0.425,0.,0.425,0.425,0.,0.425,0.035,0.,0.035
820,0.34,0.,0.34,0.34,0.,0.34,0.006,0.,0.006
830,0.342,0.,0.342,0.342,0.,0.342,0.006,0.,0.006
840,0.381,0.,0.381,0.381,0.,0.381,0.006,0.,0.006
850,0.418,0.,0.418,0.418,0.,0.418,0.006,0.,0.006
860,0.374,0.007,0.366,0.374,0.007,0.366,0.007,0.,0.007
870,0.573,0.,0.573,0.573,0.,0.573,0.006,0.,0.006
880,0.474,0.,0.474,0.474,0.,0.474,0.006,0.,0.006
890,0.398,0.,0.398,0.398,0.,0.398,0.007,0.,0.007
900,0.396,0.,0.396,0.396,0.,0.396,0.006,0.,0.006
910,0.412,0.,0.412,0.412,0.,0.412,0.006,0.,0.006
920,0.493,0.003,0.489,0.493,0.003,0.489,0.006,0.,0.006
930,0.428,0.006,0.421,0.428,0.006,0.421,0.007,0.,0.007
940,0.478,0.003,0.474,0.478,0.003,0.474,0.007,0.,0.007
950,0.6,0.,0.6,0.6,0.,0.6,0.007,0.,0.007
960,0.529,0.,0.529,0.529,0.,0.529,0.007,0.,0.007
970,0.443,0.,0.443,0.443,0.,0.443,0.007,0.,0.007
980,0.469,0.,0.469,0.469,0.,0.469,0.007,0.,0.007
990,0.516,0.,0.516,0.516,0.,0.516,0.007,0.,0.007
1000,0.544,0.,0.544,0.544,0.,0.544,0.007,0.,0.007
1100,0.616,0.,0.616,0.616,0.,0.616,0.008,0.,0.008
1200,0.783,0.,0.782,0.783,0.,0.782,0.009,0.,0.009
1300,0.846,0.,0.846,0.846,0.,0.846,0.01,0.,0.01
1400,1.046,0.,1.045,1.046,0.,1.045,0.03,0.,0.03
1500,1.213,0.,1.213,1.213,0.,1.213,0.012,0.,0.012
1600,1.289,0.,1.289,1.289,0.,1.289,0.029,0.,0.029
1700,1.518,0.005,1.512,1.518,0.005,1.512,0.044,0.,0.044
1800,1.682,0.006,1.675,1.682,0.006,1.675,0.046,0.,0.046
1900,2.145,0.003,2.139,2.145,0.003,2.139,0.015,0.,0.015
2000,2.046,0.,2.046,2.046,0.,2.046,0.015,0.,0.015
3000,4.722,0.011,4.71,4.722,0.011,4.709,0.025,0.,0.025
4000,9.041,0.073,8.966,9.041,0.073,8.966,0.07,0.,0.07
5000,13.982,0.077,13.902,13.982,0.077,13.902,0.049,0.,0.049
