param-n abstract+rewrite-strat-bottomup-real abstract+rewrite-strat-bottomup-sys abstract+rewrite-strat-bottomup-user abstract+rewrite-strat-topdown-real abstract+rewrite-strat-topdown-sys abstract+rewrite-strat-topdown-user close-abstract+rewrite-strat-bottomup-real close-abstract+rewrite-strat-bottomup-sys close-abstract+rewrite-strat-bottomup-user close-abstract+rewrite-strat-topdown-real close-abstract+rewrite-strat-topdown-sys close-abstract+rewrite-strat-topdown-user rewrite-strat-bottomup-real rewrite-strat-bottomup-sys rewrite-strat-bottomup-user rewrite-strat-bottomup-noop-real rewrite-strat-bottomup-noop-sys rewrite-strat-bottomup-noop-user rewrite-strat-topdown-real rewrite-strat-topdown-sys rewrite-strat-topdown-user rewrite-strat-topdown-noop-real rewrite-strat-topdown-noop-sys rewrite-strat-topdown-noop-user
30 0.037 0. 0.037 0.019 0. 0.019 0.009 0. 0.009 0.006 0. 0.006 0.027 0. 0.027 0. 0. 0. 0.012 0. 0.012 0. 0. 0.
31 0.039 0. 0.039 0.023 0. 0.023 0.01 0. 0.01 0.009 0. 0.009 0.027 0. 0.027 0. 0. 0. 0.013 0. 0.013 0. 0. 0.
32 0.041 0. 0.041 0.022 0. 0.022 0.011 0. 0.011 0.009 0. 0.009 0.029 0. 0.029 0. 0. 0. 0.012 0. 0.012 0. 0. 0.
33 0.045 0. 0.045 0.025 0. 0.025 0.017 0. 0.017 0.008 0. 0.008 0.026 0. 0.026 0. 0. 0. 0.016 0. 0.016 0. 0. 0.
34 0.047 0. 0.047 0.028 0. 0.028 0.013 0. 0.013 0.01 0. 0.01 0.032 0. 0.032 0. 0. 0. 0.016 0. 0.016 0. 0. 0.
35 0.046 0. 0.046 0.027 0. 0.027 0.014 0. 0.014 0.01 0. 0.01 0.031 0. 0.031 0. 0. 0. 0.015 0. 0.015 0. 0. 0.
36 0.047 0. 0.047 0.026 0. 0.026 0.014 0. 0.014 0.01 0. 0.01 0.031 0. 0.031 0. 0. 0. 0.014 0. 0.014 0. 0. 0.
37 0.048 0. 0.048 0.03 0. 0.03 0.014 0. 0.014 0.011 0. 0.011 0.032 0. 0.032 0. 0. 0. 0.017 0. 0.017 0. 0. 0.
38 0.056 0. 0.056 0.031 0. 0.031 0.018 0. 0.018 0.011 0. 0.011 0.037 0. 0.037 0. 0. 0. 0.018 0. 0.018 0. 0. 0.
39 0.054 0. 0.054 0.03 0. 0.03 0.016 0. 0.016 0.012 0. 0.012 0.036 0. 0.036 0. 0. 0. 0.016 0. 0.016 0. 0. 0.
40 0.057 0. 0.057 0.031 0. 0.031 0.016 0. 0.016 0.013 0. 0.013 0.039 0. 0.039 0. 0. 0. 0.017 0. 0.017 0. 0. 0.
41 0.066 0. 0.066 0.032 0. 0.032 0.02 0. 0.02 0.013 0. 0.013 0.044 0. 0.044 0. 0. 0. 0.018 0. 0.018 0. 0. 0.
42 0.066 0. 0.066 0.039 0. 0.039 0.018 0. 0.018 0.018 0. 0.018 0.047 0. 0.046 0. 0. 0. 0.019 0. 0.019 0. 0. 0.
43 0.074 0. 0.074 0.039 0. 0.039 0.022 0. 0.022 0.017 0. 0.017 0.051 0. 0.051 0. 0. 0. 0.02 0. 0.02 0. 0. 0.
44 0.066 0. 0.066 0.042 0. 0.042 0.02 0. 0.02 0.016 0. 0.016 0.044 0. 0.044 0. 0. 0. 0.024 0. 0.024 0. 0. 0.
45 0.08 0. 0.079 0.038 0. 0.038 0.026 0. 0.026 0.015 0. 0.015 0.051 0. 0.051 0. 0. 0. 0.021 0. 0.021 0. 0. 0.
46 0.083 0. 0.083 0.042 0. 0.042 0.026 0. 0.026 0.015 0. 0.015 0.056 0. 0.056 0. 0. 0. 0.026 0. 0.026 0. 0. 0.
47 0.083 0. 0.083 0.043 0. 0.043 0.025 0. 0.025 0.018 0. 0.018 0.057 0. 0.057 0. 0. 0. 0.023 0. 0.023 0. 0. 0.
48 0.087 0. 0.087 0.05 0. 0.05 0.026 0. 0.026 0.023 0. 0.023 0.06 0. 0.06 0. 0. 0. 0.025 0. 0.025 0. 0. 0.
49 0.097 0. 0.097 0.05 0. 0.05 0.033 0. 0.033 0.019 0. 0.019 0.062 0. 0.062 0. 0. 0. 0.028 0. 0.028 0. 0. 0.
50 0.145 0.04 0.105 0.113 0.031 0.082 0.025 0. 0.025 0.071 0.018 0.052 0.118 0.039 0.079 0. 0. 0. 0.041 0.012 0.028 0.001 0. 0.001
51 0.092 0. 0.092 0.049 0.003 0.046 0.027 0. 0.027 0.021 0.003 0.018 0.062 0. 0.062 0. 0. 0. 0.026 0. 0.026 0. 0. 0.
52 0.091 0. 0.091 0.052 0. 0.052 0.028 0. 0.028 0.021 0. 0.021 0.058 0. 0.058 0.002 0. 0.002 0.03 0. 0.03 0. 0. 0.
53 0.092 0. 0.092 0.052 0. 0.052 0.029 0. 0.029 0.022 0. 0.022 0.062 0. 0.062 0. 0. 0. 0.029 0. 0.029 0. 0. 0.
54 0.098 0. 0.098 0.056 0. 0.056 0.031 0. 0.031 0.022 0. 0.022 0.065 0. 0.065 0. 0. 0. 0.032 0. 0.032 0. 0. 0.
55 0.11 0. 0.11 0.058 0. 0.058 0.038 0. 0.038 0.023 0. 0.023 0.071 0. 0.071 0. 0. 0. 0.03 0. 0.03 0. 0. 0.
56 0.112 0. 0.112 0.059 0. 0.059 0.035 0. 0.035 0.025 0. 0.025 0.075 0. 0.075 0. 0. 0. 0.032 0. 0.032 0. 0. 0.
57 0.108 0. 0.108 0.069 0. 0.069 0.033 0. 0.033 0.03 0. 0.03 0.073 0. 0.073 0. 0. 0. 0.037 0. 0.037 0. 0. 0.
58 0.124 0. 0.124 0.074 0. 0.074 0.038 0. 0.038 0.032 0. 0.032 0.084 0. 0.084 0. 0. 0. 0.041 0. 0.041 0. 0. 0.
59 0.121 0. 0.121 0.074 0. 0.074 0.041 0. 0.041 0.031 0. 0.031 0.077 0. 0.077 0. 0. 0. 0.041 0. 0.041 0. 0. 0.
60 0.125 0. 0.125 0.069 0. 0.069 0.04 0. 0.04 0.027 0. 0.027 0.083 0. 0.083 0. 0. 0. 0.04 0. 0.04 0. 0. 0.
61 0.124 0. 0.124 0.069 0. 0.069 0.04 0. 0.04 0.028 0. 0.028 0.082 0. 0.082 0. 0. 0. 0.039 0. 0.039 0. 0. 0.
62 0.128 0. 0.128 0.071 0. 0.071 0.044 0. 0.044 0.03 0. 0.03 0.082 0. 0.082 0. 0. 0. 0.04 0. 0.04 0. 0. 0.
63 0.139 0. 0.139 0.077 0. 0.077 0.051 0. 0.051 0.033 0. 0.033 0.086 0. 0.086 0. 0. 0. 0.042 0. 0.042 0. 0. 0.
64 0.141 0. 0.141 0.08 0. 0.08 0.049 0. 0.049 0.031 0. 0.031 0.09 0. 0.09 0. 0. 0. 0.046 0. 0.046 0.001 0. 0.001
65 0.153 0. 0.153 0.087 0. 0.087 0.05 0. 0.05 0.036 0. 0.036 0.101 0. 0.101 0. 0. 0. 0.048 0. 0.048 0. 0. 0.
66 0.174 0. 0.174 0.082 0. 0.082 0.054 0. 0.054 0.034 0. 0.034 0.118 0. 0.118 0.001 0. 0.001 0.045 0. 0.045 0. 0. 0.
67 0.172 0.002 0.17 0.085 0. 0.085 0.053 0. 0.053 0.035 0. 0.035 0.117 0.002 0.115 0.001 0. 0.001 0.048 0. 0.048 0. 0. 0.
68 0.167 0. 0.167 0.087 0. 0.087 0.053 0. 0.053 0.037 0. 0.037 0.111 0. 0.111 0. 0. 0. 0.048 0. 0.048 0. 0. 0.
69 0.182 0. 0.182 0.093 0. 0.093 0.061 0. 0.061 0.04 0. 0.04 0.119 0. 0.119 0.001 0. 0.001 0.05 0. 0.05 0. 0. 0.
70 0.17 0. 0.17 0.093 0. 0.093 0.052 0. 0.052 0.044 0. 0.044 0.116 0. 0.116 0. 0. 0. 0.048 0. 0.048 0. 0. 0.
71 0.169 0. 0.169 0.097 0. 0.097 0.052 0. 0.052 0.038 0. 0.038 0.114 0. 0.114 0. 0. 0. 0.056 0. 0.056 0.001 0. 0.001
72 0.186 0. 0.185 0.099 0. 0.099 0.06 0. 0.06 0.041 0. 0.041 0.123 0. 0.123 0. 0. 0. 0.055 0. 0.055 0. 0. 0.
73 0.206 0. 0.206 0.106 0. 0.106 0.066 0. 0.066 0.048 0. 0.048 0.137 0. 0.137 0.001 0. 0.001 0.056 0. 0.056 0. 0. 0.
74 0.19 0. 0.19 0.106 0. 0.106 0.065 0. 0.065 0.045 0. 0.045 0.123 0. 0.123 0. 0. 0. 0.058 0. 0.058 0.001 0. 0.001
75 0.194 0. 0.194 0.122 0. 0.122 0.062 0. 0.062 0.056 0. 0.056 0.13 0. 0.13 0. 0. 0. 0.064 0. 0.064 0. 0. 0.
76 0.194 0. 0.194 0.118 0. 0.118 0.063 0. 0.063 0.045 0. 0.045 0.129 0. 0.129 0.001 0. 0.001 0.071 0. 0.071 0. 0. 0.
77 0.206 0. 0.206 0.108 0. 0.108 0.073 0. 0.073 0.048 0. 0.048 0.13 0. 0.13 0.001 0. 0.001 0.058 0. 0.058 0.001 0. 0.001
78 0.206 0. 0.206 0.111 0. 0.111 0.065 0. 0.065 0.047 0. 0.047 0.138 0. 0.138 0.001 0. 0.001 0.061 0. 0.061 0. 0. 0.
79 0.216 0.003 0.212 0.116 0. 0.116 0.072 0. 0.072 0.048 0. 0.048 0.141 0.003 0.137 0.001 0. 0.001 0.066 0. 0.066 0. 0. 0.
80 0.223 0. 0.223 0.13 0. 0.13 0.071 0. 0.071 0.051 0. 0.051 0.15 0. 0.15 0.001 0. 0.001 0.077 0. 0.077 0. 0. 0.
81 0.221 0. 0.22 0.12 0. 0.12 0.071 0. 0.071 0.051 0. 0.051 0.147 0. 0.147 0.001 0. 0.001 0.066 0. 0.066 0.001 0. 0.001
82 0.235 0. 0.235 0.12 0. 0.12 0.071 0. 0.071 0.051 0. 0.051 0.161 0. 0.161 0.001 0. 0.001 0.067 0. 0.067 0.001 0. 0.001
83 0.219 0. 0.219 0.125 0. 0.125 0.069 0. 0.069 0.055 0. 0.055 0.147 0. 0.147 0.001 0. 0.001 0.067 0. 0.067 0.001 0. 0.001
84 0.234 0. 0.234 0.13 0. 0.13 0.081 0. 0.081 0.054 0. 0.054 0.149 0. 0.149 0.001 0. 0.001 0.073 0. 0.073 0.001 0. 0.001
85 0.226 0. 0.226 0.132 0. 0.132 0.072 0. 0.072 0.058 0. 0.058 0.151 0. 0.151 0. 0. 0. 0.071 0. 0.071 0.001 0. 0.001
86 0.245 0. 0.245 0.147 0. 0.147 0.088 0. 0.088 0.067 0. 0.067 0.154 0. 0.154 0. 0. 0. 0.077 0. 0.077 0.001 0. 0.001
87 0.243 0.003 0.239 0.15 0. 0.15 0.075 0. 0.075 0.067 0. 0.067 0.165 0.003 0.161 0.001 0. 0. 0.08 0. 0.08 0.001 0. 0.001
88 0.262 0. 0.262 0.157 0.003 0.153 0.09 0. 0.09 0.068 0. 0.068 0.169 0. 0.169 0.001 0. 0.001 0.087 0.003 0.083 0.001 0. 0.001
89 0.267 0. 0.267 0.15 0. 0.15 0.087 0. 0.087 0.068 0. 0.068 0.177 0. 0.177 0.001 0. 0.001 0.079 0. 0.079 0.001 0. 0.001
90 0.29 0.008 0.282 0.151 0. 0.151 0.094 0. 0.094 0.063 0. 0.063 0.194 0.008 0.185 0.001 0. 0.001 0.085 0. 0.085 0.001 0. 0.001
91 0.287 0.002 0.284 0.156 0. 0.156 0.095 0. 0.095 0.058 0. 0.058 0.189 0.001 0.187 0.001 0. 0.001 0.095 0. 0.095 0.001 0. 0.001
92 0.305 0.008 0.297 0.152 0.003 0.148 0.113 0. 0.113 0.064 0. 0.064 0.189 0.008 0.181 0.001 0. 0.001 0.085 0.003 0.081 0.001 0. 0.001
93 0.286 0. 0.286 0.147 0. 0.147 0.1 0. 0.1 0.061 0. 0.061 0.184 0. 0.184 0.001 0. 0.001 0.083 0. 0.083 0.001 0. 0.001
94 0.292 0. 0.292 0.162 0. 0.162 0.093 0. 0.093 0.073 0. 0.073 0.196 0. 0.196 0.001 0. 0.001 0.086 0. 0.086 0.001 0. 0.001
95 0.322 0. 0.322 0.159 0. 0.159 0.113 0. 0.113 0.067 0. 0.067 0.199 0. 0.199 0.008 0. 0.008 0.089 0. 0.089 0.001 0. 0.001
96 0.318 0.003 0.314 0.182 0. 0.182 0.113 0. 0.113 0.07 0. 0.07 0.201 0.003 0.197 0.001 0. 0.001 0.108 0. 0.108 0.001 0. 0.001
97 0.348 0. 0.347 0.179 0.003 0.175 0.108 0. 0.108 0.074 0. 0.074 0.237 0. 0.237 0.001 0. 0.001 0.101 0.003 0.097 0.002 0. 0.002
98 0.321 0. 0.32 0.185 0.003 0.181 0.113 0. 0.113 0.075 0. 0.075 0.205 0. 0.205 0.001 0. 0.001 0.107 0.003 0.103 0.001 0. 0.001
99 0.323 0. 0.323 0.175 0. 0.175 0.11 0. 0.11 0.078 0. 0.078 0.21 0. 0.21 0.001 0. 0.001 0.094 0. 0.094 0.001 0. 0.001
100 0.383 0.001 0.381 0.193 0.004 0.189 0.141 0. 0.141 0.09 0. 0.09 0.239 0.001 0.238 0.001 0. 0.001 0.101 0.004 0.097 0.001 0. 0.001
110 0.399 0.003 0.395 0.223 0. 0.223 0.134 0.003 0.13 0.091 0. 0.091 0.262 0. 0.262 0.001 0. 0.001 0.128 0. 0.128 0.001 0. 0.001
120 0.451 0. 0.451 0.25 0. 0.25 0.145 0. 0.145 0.103 0. 0.103 0.299 0. 0.299 0.006 0. 0.006 0.144 0. 0.144 0.001 0. 0.001
130 0.526 0.007 0.518 0.309 0. 0.308 0.168 0.003 0.164 0.124 0. 0.124 0.354 0.003 0.351 0.002 0. 0.002 0.181 0. 0.181 0.001 0. 0.001
140 0.619 0.004 0.614 0.371 0. 0.371 0.216 0.003 0.212 0.168 0. 0.168 0.399 0. 0.399 0.002 0. 0.002 0.198 0. 0.198 0.002 0. 0.002
150 0.825 0.006 0.818 0.465 0. 0.465 0.287 0.003 0.283 0.197 0. 0.197 0.534 0.002 0.531 0.002 0. 0.002 0.264 0. 0.264 0.002 0. 0.002
160 0.877 0. 0.877 0.496 0. 0.496 0.307 0. 0.307 0.23 0. 0.23 0.566 0. 0.566 0.002 0. 0.002 0.263 0. 0.263 0.002 0. 0.002
170 1.016 0. 1.015 0.569 0.007 0.56 0.364 0. 0.364 0.255 0.003 0.252 0.647 0. 0.647 0.003 0. 0.003 0.308 0.003 0.304 0.002 0. 0.002
180 1.061 0. 1.061 0.634 0.003 0.63 0.333 0. 0.333 0.273 0. 0.273 0.723 0. 0.723 0.003 0. 0.003 0.356 0.003 0.352 0.002 0. 0.002
190 1.194 0.015 1.177 0.679 0.012 0.667 0.415 0.003 0.411 0.26 0. 0.26 0.773 0.011 0.76 0.003 0. 0.003 0.414 0.011 0.402 0.003 0. 0.003
200 1.28 0.016 1.264 0.867 0.004 0.862 0.4 0.003 0.396 0.362 0. 0.361 0.877 0.012 0.864 0.003 0. 0.003 0.5 0.003 0.496 0.003 0. 0.003
210 1.514 0.004 1.509 0.813 0.012 0.8 0.53 0. 0.53 0.331 0. 0.331 0.978 0.004 0.974 0.003 0. 0.003 0.475 0.011 0.463 0.004 0. 0.004
220 1.58 0. 1.579 0.896 0. 0.895 0.471 0. 0.471 0.356 0. 0.355 1.101 0. 1.101 0.005 0. 0.005 0.534 0. 0.533 0.004 0. 0.004
230 1.692 0. 1.691 1.05 0.003 1.046 0.526 0. 0.526 0.417 0. 0.417 1.159 0. 1.159 0.004 0. 0.004 0.627 0.003 0.623 0.004 0. 0.004
240 1.889 0. 1.889 1.051 0. 1.051 0.648 0. 0.648 0.418 0. 0.418 1.234 0. 1.233 0.005 0. 0.005 0.626 0. 0.626 0.004 0. 0.004
250 2.175 0.015 2.159 1.202 0.007 1.194 0.721 0. 0.72 0.465 0.004 0.461 1.448 0.015 1.432 0.005 0. 0.005 0.73 0.003 0.726 0.005 0. 0.005
260 2.436 0.015 2.42 1.259 0.003 1.255 0.772 0.003 0.768 0.512 0. 0.512 1.655 0.011 1.643 0.006 0. 0.006 0.739 0.002 0.736 0.005 0. 0.005
270 2.578 0.004 2.573 1.478 0. 1.478 0.824 0. 0.823 0.583 0. 0.583 1.746 0.004 1.742 0.005 0. 0.005 0.887 0. 0.886 0.006 0. 0.006
280 2.743 0.019 2.722 1.59 0. 1.589 0.808 0.008 0.8 0.635 0. 0.635 1.927 0.011 1.914 0.005 0. 0.005 0.946 0. 0.946 0.006 0. 0.006
290 2.704 0.012 2.691 1.613 0.011 1.6 0.888 0. 0.888 0.639 0.008 0.631 1.807 0.012 1.795 0.006 0. 0.006 0.965 0.003 0.96 0.006 0. 0.006
300 3.149 0.028 3.121 1.842 0.016 1.825 0.929 0.008 0.921 0.654 0. 0.654 2.212 0.02 2.191 0.006 0. 0.006 1.177 0.015 1.16 0.009 0. 0.009
310 3.458 0.015 3.439 1.837 0.003 1.833 1.044 0. 1.044 0.718 0. 0.718 2.403 0.015 2.384 0.008 0. 0.008 1.108 0.003 1.104 0.008 0. 0.008
320 3.599 0.004 3.593 1.953 0. 1.953 1.166 0.003 1.162 0.718 0. 0.718 2.423 0. 2.422 0.007 0. 0.007 1.224 0. 1.224 0.008 0. 0.008
330 3.826 0.008 3.817 2.108 0. 2.108 1.145 0. 1.144 0.788 0. 0.788 2.671 0.008 2.662 0.008 0. 0.008 1.31 0. 1.31 0.007 0. 0.007
340 4.23 0. 4.229 2.36 0. 2.36 1.264 0. 1.264 0.836 0. 0.836 2.956 0. 2.956 0.007 0. 0.007 1.515 0. 1.514 0.008 0. 0.008
350 4.382 0.019 4.362 2.589 0.04 2.547 1.315 0.003 1.311 0.985 0.008 0.975 3.056 0.015 3.039 0.009 0. 0.009 1.584 0.027 1.555 0.019 0.003 0.015
360 4.584 0. 4.583 2.676 0. 2.676 1.363 0. 1.363 0.998 0. 0.998 3.199 0. 3.198 0.019 0. 0.019 1.667 0. 1.667 0.008 0. 0.008
370 4.546 0. 4.542 2.696 0.011 2.684 1.338 0. 1.338 1.016 0.011 1.004 3.196 0. 3.194 0.008 0. 0.008 1.667 0. 1.667 0.01 0. 0.01
380 4.846 0.032 4.812 2.969 0. 2.968 1.452 0.02 1.432 1.12 0. 1.12 3.379 0.011 3.367 0.011 0. 0.011 1.834 0. 1.834 0.012 0. 0.012
390 5.63 0.052 5.576 3.109 0.036 3.073 1.562 0.008 1.553 1.121 0.008 1.113 4.045 0.044 4. 0.02 0. 0.02 1.975 0.028 1.947 0.01 0. 0.01
400 5.986 0.072 5.911 3.367 0.008 3.358 1.717 0. 1.716 1.18 0.008 1.172 4.256 0.068 4.186 0.011 0.003 0.007 2.169 0. 2.168 0.016 0. 0.016
