param-n autorewrite-noop-regression-quadratic-real autorewrite-noop-regression-quadratic-sys autorewrite-noop-regression-quadratic-user try-rewrite!-noop-regression-quadratic-real try-rewrite!-noop-regression-quadratic-sys try-rewrite!-noop-regression-quadratic-user try-rewrite-noop-regression-quadratic-real try-rewrite-noop-regression-quadratic-sys try-rewrite-noop-regression-quadratic-user try-rewrite?-noop-regression-quadratic-real try-rewrite?-noop-regression-quadratic-sys try-rewrite?-noop-regression-quadratic-user try-ssr-rewrite!-noop-regression-linear-real try-ssr-rewrite!-noop-regression-linear-sys try-ssr-rewrite!-noop-regression-linear-user try-ssr-rewrite-noop-regression-linear-real try-ssr-rewrite-noop-regression-linear-sys try-ssr-rewrite-noop-regression-linear-user try-ssr-rewrite?-noop-regression-linear-real try-ssr-rewrite?-noop-regression-linear-sys try-ssr-rewrite?-noop-regression-linear-user
700 0.021 0. 0.021 0.022 0. 0.022 0.021 0. 0.021 0.022 0. 0.022 0. 0. 0. 0. 0. 0. 0. 0. 0.
704 0.021 0. 0.021 0.022 0. 0.022 0.021 0. 0.021 0.021 0. 0.021 0. 0. 0. 0. 0. 0. 0. 0. 0.
708 0.021 0. 0.021 0.022 0. 0.022 0.022 0. 0.022 0.022 0. 0.022 0. 0. 0. 0. 0. 0. 0. 0. 0.
712 0.022 0. 0.022 0.022 0. 0.022 0.023 0. 0.023 0.022 0. 0.022 0. 0. 0. 0. 0. 0. 0. 0. 0.
716 0.022 0. 0.022 0.022 0. 0.022 0.023 0. 0.023 0.022 0. 0.022 0. 0. 0. 0. 0. 0. 0. 0. 0.
720 0.022 0. 0.022 0.022 0. 0.022 0.022 0. 0.022 0.023 0. 0.023 0. 0. 0. 0. 0. 0. 0. 0. 0.
724 0.022 0. 0.022 0.023 0. 0.023 0.022 0. 0.022 0.023 0. 0.023 0. 0. 0. 0. 0. 0. 0. 0. 0.
728 0.022 0. 0.022 0.023 0. 0.023 0.023 0. 0.023 0.024 0. 0.024 0. 0. 0. 0. 0. 0. 0. 0. 0.
732 0.023 0. 0.023 0.023 0. 0.023 0.023 0. 0.023 0.024 0. 0.024 0. 0. 0. 0. 0. 0. 0. 0. 0.
736 0.023 0. 0.023 0.023 0. 0.023 0.023 0. 0.023 0.023 0. 0.023 0. 0. 0. 0. 0. 0. 0.001 0. 0.001
740 0.023 0. 0.023 0.024 0. 0.024 0.023 0. 0.023 0.023 0. 0.023 0. 0. 0. 0. 0. 0. 0. 0. 0.
744 0.023 0. 0.023 0.023 0. 0.023 0.024 0. 0.024 0.023 0. 0.023 0. 0. 0. 0. 0. 0. 0. 0. 0.
748 0.024 0. 0.024 0.024 0. 0.024 0.024 0. 0.024 0.024 0. 0.024 0. 0. 0. 0. 0. 0. 0. 0. 0.
752 0.024 0. 0.024 0.024 0. 0.024 0.025 0. 0.025 0.024 0. 0.024 0. 0. 0. 0. 0. 0. 0. 0. 0.
756 0.024 0. 0.024 0.024 0. 0.024 0.025 0. 0.025 0.024 0. 0.024 0. 0. 0. 0. 0. 0. 0. 0. 0.
760 0.024 0. 0.024 0.025 0. 0.025 0.024 0. 0.024 0.024 0. 0.024 0. 0. 0. 0. 0. 0. 0.001 0. 0.001
764 0.025 0. 0.025 0.025 0. 0.025 0.025 0. 0.025 0.025 0. 0.025 0. 0. 0. 0. 0. 0. 0. 0. 0.
768 0.025 0. 0.025 0.025 0. 0.025 0.025 0. 0.025 0.025 0. 0.025 0. 0. 0. 0. 0. 0. 0. 0. 0.
772 0.025 0. 0.025 0.025 0. 0.025 0.025 0. 0.025 0.026 0. 0.026 0. 0. 0. 0. 0. 0. 0. 0. 0.
776 0.025 0. 0.025 0.026 0. 0.026 0.026 0. 0.026 0.027 0. 0.027 0. 0. 0. 0. 0. 0. 0. 0. 0.
780 0.026 0. 0.026 0.026 0. 0.026 0.026 0. 0.026 0.026 0. 0.026 0. 0. 0. 0. 0. 0. 0. 0. 0.
784 0.026 0. 0.026 0.026 0. 0.026 0.027 0. 0.027 0.026 0. 0.026 0. 0. 0. 0. 0. 0. 0. 0. 0.
788 0.026 0. 0.026 0.026 0. 0.026 0.027 0. 0.027 0.026 0. 0.026 0. 0. 0. 0. 0. 0. 0. 0. 0.
792 0.026 0. 0.026 0.026 0. 0.026 0.027 0. 0.027 0.026 0. 0.026 0. 0. 0. 0. 0. 0. 0. 0. 0.
796 0.027 0. 0.027 0.027 0. 0.027 0.027 0. 0.027 0.027 0. 0.027 0. 0. 0. 0. 0. 0. 0. 0. 0.
800 0.026 0. 0.026 0.027 0. 0.027 0.027 0. 0.027 0.027 0. 0.027 0. 0. 0. 0. 0. 0. 0. 0. 0.
804 0.028 0. 0.028 0.027 0. 0.027 0.027 0. 0.027 0.027 0. 0.027 0. 0. 0. 0. 0. 0. 0. 0. 0.
808 0.028 0. 0.028 0.027 0. 0.027 0.028 0. 0.028 0.027 0. 0.027 0. 0. 0. 0. 0. 0. 0. 0. 0.
812 0.027 0. 0.027 0.028 0. 0.028 0.027 0. 0.027 0.028 0. 0.028 0. 0. 0. 0. 0. 0. 0. 0. 0.
816 0.027 0. 0.027 0.028 0. 0.028 0.028 0. 0.028 0.028 0. 0.028 0. 0. 0. 0. 0. 0. 0. 0. 0.
820 0.028 0. 0.028 0.028 0. 0.028 0.029 0. 0.029 0.028 0. 0.028 0. 0. 0. 0. 0. 0. 0. 0. 0.
824 0.028 0. 0.028 0.029 0. 0.029 0.028 0. 0.028 0.028 0. 0.028 0. 0. 0. 0. 0. 0. 0. 0. 0.
828 0.028 0. 0.028 0.029 0. 0.029 0.028 0. 0.028 0.029 0. 0.029 0. 0. 0. 0. 0. 0. 0. 0. 0.
832 0.029 0. 0.029 0.028 0. 0.028 0.029 0. 0.029 0.028 0. 0.028 0. 0. 0. 0. 0. 0. 0. 0. 0.
836 0.029 0. 0.029 0.029 0. 0.029 0.029 0. 0.029 0.03 0. 0.03 0. 0. 0. 0. 0. 0. 0. 0. 0.
840 0.029 0. 0.029 0.029 0. 0.029 0.03 0. 0.03 0.029 0.003 0.025 0. 0. 0. 0. 0. 0. 0. 0. 0.
844 0.03 0. 0.029 0.03 0. 0.03 0.029 0. 0.029 0.03 0. 0.03 0. 0. 0. 0. 0. 0. 0. 0. 0.
848 0.029 0. 0.029 0.031 0.003 0.027 0.03 0. 0.03 0.029 0. 0.029 0. 0. 0. 0. 0. 0. 0. 0. 0.
852 0.03 0. 0.03 0.03 0. 0.03 0.03 0. 0.03 0.03 0. 0.03 0. 0. 0. 0. 0. 0. 0. 0. 0.
856 0.03 0. 0.03 0.03 0. 0.03 0.031 0. 0.031 0.03 0. 0.03 0. 0. 0. 0. 0. 0. 0. 0. 0.
860 0.03 0. 0.03 0.03 0. 0.03 0.031 0. 0.031 0.03 0. 0.03 0. 0. 0. 0. 0. 0. 0. 0. 0.
864 0.03 0. 0.03 0.031 0. 0.031 0.031 0. 0.031 0.031 0. 0.031 0. 0. 0. 0. 0. 0. 0. 0. 0.
868 0.031 0. 0.031 0.031 0. 0.031 0.031 0. 0.031 0.031 0. 0.031 0. 0. 0. 0. 0. 0. 0. 0. 0.
872 0.031 0. 0.031 0.031 0. 0.031 0.032 0. 0.032 0.031 0. 0.031 0. 0. 0. 0. 0. 0. 0. 0. 0.
876 0.031 0. 0.031 0.032 0. 0.032 0.031 0. 0.031 0.031 0. 0.031 0. 0. 0. 0. 0. 0. 0. 0. 0.
880 0.032 0. 0.032 0.031 0. 0.031 0.032 0. 0.032 0.032 0. 0.032 0. 0. 0. 0. 0. 0. 0. 0. 0.
884 0.031 0. 0.031 0.032 0. 0.032 0.032 0. 0.032 0.032 0. 0.032 0. 0. 0. 0. 0. 0. 0. 0. 0.
888 0.032 0. 0.032 0.033 0. 0.033 0.032 0. 0.032 0.032 0. 0.032 0. 0. 0. 0. 0. 0. 0. 0. 0.
892 0.033 0. 0.033 0.032 0. 0.032 0.032 0. 0.032 0.032 0. 0.032 0. 0. 0. 0. 0. 0. 0. 0. 0.
896 0.032 0. 0.032 0.032 0. 0.032 0.033 0. 0.033 0.033 0. 0.033 0. 0. 0. 0. 0. 0. 0. 0. 0.
900 0.033 0. 0.033 0.034 0. 0.034 0.033 0. 0.033 0.033 0. 0.033 0. 0. 0. 0. 0. 0. 0. 0. 0.
904 0.034 0. 0.034 0.033 0. 0.033 0.033 0. 0.033 0.033 0. 0.033 0. 0. 0. 0. 0. 0. 0. 0. 0.
908 0.033 0. 0.033 0.033 0. 0.033 0.034 0. 0.034 0.033 0. 0.033 0. 0. 0. 0. 0. 0. 0. 0. 0.
912 0.033 0. 0.033 0.034 0. 0.034 0.034 0. 0.034 0.033 0. 0.033 0. 0. 0. 0. 0. 0. 0. 0. 0.
916 0.034 0. 0.034 0.034 0. 0.034 0.034 0. 0.034 0.034 0. 0.034 0. 0. 0. 0. 0. 0. 0. 0. 0.
920 0.034 0. 0.034 0.034 0. 0.034 0.035 0. 0.035 0.034 0. 0.034 0. 0. 0. 0. 0. 0. 0. 0. 0.
924 0.035 0. 0.035 0.034 0. 0.034 0.035 0. 0.035 0.035 0. 0.035 0. 0. 0. 0. 0. 0. 0. 0. 0.
928 0.034 0. 0.034 0.034 0. 0.034 0.035 0. 0.035 0.035 0. 0.035 0. 0. 0. 0. 0. 0. 0. 0. 0.
932 0.035 0. 0.035 0.036 0. 0.036 0.035 0. 0.035 0.035 0. 0.035 0. 0. 0. 0. 0. 0. 0. 0. 0.
936 0.035 0. 0.035 0.035 0. 0.035 0.036 0. 0.036 0.035 0. 0.035 0. 0. 0. 0. 0. 0. 0. 0. 0.
940 0.035 0. 0.035 0.036 0. 0.036 0.036 0. 0.036 0.035 0. 0.035 0. 0. 0. 0. 0. 0. 0. 0. 0.
944 0.037 0. 0.037 0.036 0. 0.036 0.036 0. 0.035 0.036 0. 0.036 0. 0. 0. 0. 0. 0. 0. 0. 0.
948 0.036 0. 0.036 0.037 0. 0.037 0.036 0. 0.036 0.036 0. 0.036 0. 0. 0. 0. 0. 0. 0. 0. 0.
952 0.037 0. 0.037 0.037 0. 0.037 0.036 0. 0.036 0.036 0. 0.036 0. 0. 0. 0. 0. 0. 0. 0. 0.
956 0.036 0. 0.036 0.038 0. 0.038 0.037 0. 0.037 0.037 0. 0.037 0. 0. 0. 0. 0. 0. 0. 0. 0.
960 0.037 0. 0.037 0.037 0. 0.037 0.037 0. 0.037 0.037 0. 0.037 0. 0. 0. 0. 0. 0. 0. 0. 0.
964 0.037 0. 0.037 0.038 0. 0.038 0.037 0. 0.037 0.037 0. 0.037 0. 0. 0. 0. 0. 0. 0. 0. 0.
968 0.038 0. 0.038 0.038 0. 0.037 0.037 0. 0.037 0.037 0. 0.037 0. 0. 0. 0. 0. 0. 0. 0. 0.
972 0.037 0. 0.037 0.038 0. 0.038 0.038 0. 0.038 0.037 0. 0.037 0. 0. 0. 0. 0. 0. 0. 0. 0.
976 0.037 0. 0.037 0.038 0. 0.038 0.039 0. 0.039 0.038 0. 0.038 0. 0. 0. 0. 0. 0. 0. 0. 0.
980 0.038 0. 0.038 0.039 0. 0.039 0.038 0. 0.038 0.038 0. 0.038 0. 0. 0. 0. 0. 0. 0. 0. 0.
984 0.038 0. 0.038 0.038 0. 0.038 0.039 0. 0.039 0.039 0. 0.039 0. 0. 0. 0. 0. 0. 0. 0. 0.
988 0.039 0. 0.039 0.039 0. 0.039 0.038 0. 0.038 0.039 0. 0.039 0. 0. 0. 0. 0. 0. 0. 0. 0.
992 0.039 0. 0.039 0.04 0. 0.04 0.039 0. 0.039 0.039 0. 0.039 0. 0. 0. 0. 0. 0. 0. 0. 0.
996 0.04 0. 0.04 0.04 0. 0.04 0.039 0. 0.039 0.039 0. 0.039 0. 0. 0. 0. 0. 0. 0. 0. 0.
1000 0.039 0. 0.039 0.04 0. 0.04 0.04 0. 0.04 0.04 0. 0.04 0. 0. 0. 0. 0. 0. 0. 0. 0.
1100 0.046 0. 0.046 0.047 0. 0.047 0.047 0. 0.047 0.047 0. 0.047 0. 0. 0. 0. 0. 0. 0. 0. 0.
1200 0.054 0. 0.054 0.055 0. 0.055 0.055 0. 0.055 0.055 0. 0.055 0. 0. 0. 0. 0. 0. 0. 0. 0.
1300 0.064 0. 0.064 0.063 0. 0.063 0.063 0. 0.063 0.063 0. 0.063 0. 0. 0. 0. 0. 0. 0. 0. 0.
1400 0.073 0. 0.073 0.072 0. 0.072 0.072 0. 0.072 0.072 0. 0.072 0. 0. 0. 0. 0. 0. 0. 0. 0.
1500 0.084 0. 0.084 0.082 0. 0.082 0.082 0. 0.082 0.082 0. 0.082 0. 0. 0. 0. 0. 0. 0. 0. 0.
1600 0.093 0. 0.093 0.092 0. 0.092 0.092 0. 0.092 0.092 0. 0.092 0. 0. 0. 0. 0. 0. 0. 0. 0.
1700 0.104 0. 0.104 0.103 0. 0.103 0.103 0. 0.103 0.103 0. 0.103 0. 0. 0. 0. 0. 0. 0. 0. 0.
1800 0.115 0. 0.115 0.115 0. 0.115 0.114 0. 0.114 0.114 0. 0.114 0. 0. 0. 0. 0. 0. 0. 0. 0.
1900 0.128 0. 0.128 0.126 0. 0.126 0.126 0.003 0.122 0.126 0. 0.126 0. 0. 0. 0. 0. 0. 0. 0. 0.
2000 0.14 0. 0.14 0.139 0. 0.139 0.139 0. 0.139 0.139 0. 0.139 0. 0. 0. 0. 0. 0. 0. 0. 0.
2100 0.154 0. 0.154 0.152 0. 0.152 0.153 0. 0.153 0.152 0. 0.152 0.001 0. 0.001 0. 0. 0. 0.001 0. 0.001
2200 0.167 0. 0.167 0.166 0. 0.166 0.166 0. 0.166 0.166 0. 0.166 0.001 0. 0.001 0.001 0. 0.001 0.001 0. 0.001
2300 0.185 0. 0.185 0.181 0. 0.181 0.181 0. 0.181 0.18 0. 0.18 0.001 0. 0.001 0.001 0. 0.001 0.001 0. 0.001
2400 0.199 0. 0.199 0.195 0. 0.195 0.195 0. 0.195 0.195 0. 0.195 0.001 0. 0.001 0.001 0. 0.001 0.001 0. 0.001
2500 0.214 0. 0.214 0.211 0. 0.211 0.211 0. 0.211 0.211 0. 0.211 0.001 0. 0.001 0.001 0. 0.001 0.001 0. 0.001
2600 0.232 0. 0.232 0.227 0. 0.227 0.227 0. 0.227 0.227 0. 0.227 0.001 0. 0.001 0.001 0. 0.001 0.001 0. 0.001
2700 0.247 0. 0.247 0.244 0. 0.244 0.244 0. 0.244 0.244 0. 0.244 0.001 0. 0.001 0.001 0. 0.001 0.001 0. 0.001
2800 0.266 0. 0.266 0.261 0. 0.261 0.262 0. 0.262 0.261 0. 0.261 0.001 0. 0.001 0.001 0. 0.001 0.001 0. 0.001
2900 0.283 0. 0.283 0.279 0. 0.279 0.279 0. 0.279 0.279 0. 0.279 0.001 0. 0.001 0.001 0. 0.001 0.001 0. 0.001
3000 0.301 0. 0.301 0.298 0. 0.298 0.299 0. 0.299 0.298 0. 0.298 0.001 0. 0.001 0.001 0. 0.001 0.001 0. 0.001
3100 0.321 0. 0.321 0.316 0. 0.316 0.317 0. 0.317 0.317 0. 0.317 0.001 0. 0.001 0.001 0. 0.001 0.001 0. 0.001
3200 0.341 0. 0.341 0.337 0. 0.337 0.337 0. 0.337 0.336 0. 0.336 0.001 0. 0.001 0.001 0. 0.001 0.001 0. 0.001
3300 0.366 0. 0.366 0.358 0.003 0.354 0.358 0. 0.358 0.357 0. 0.357 0.001 0. 0.001 0.001 0. 0.001 0.001 0. 0.001
3400 0.383 0. 0.382 0.378 0. 0.378 0.377 0. 0.377 0.377 0. 0.377 0.001 0. 0.001 0.001 0. 0.001 0.001 0. 0.001
3500 0.405 0. 0.405 0.399 0. 0.399 0.399 0. 0.399 0.399 0. 0.399 0.001 0. 0.001 0.001 0. 0.001 0.001 0. 0.001
3600 0.426 0. 0.426 0.421 0. 0.421 0.421 0. 0.421 0.421 0. 0.421 0.001 0. 0.001 0.001 0. 0.001 0.001 0. 0.001
3700 0.45 0. 0.45 0.444 0. 0.444 0.451 0.003 0.445 0.444 0. 0.444 0.001 0. 0.001 0.001 0. 0.001 0.001 0. 0.001
3800 0.472 0. 0.472 0.472 0. 0.472 0.47 0. 0.47 0.469 0. 0.469 0.001 0. 0.001 0.001 0. 0.001 0.001 0. 0.001
3900 0.496 0. 0.496 0.491 0. 0.491 0.492 0. 0.492 0.491 0. 0.491 0.001 0. 0.001 0.001 0. 0.001 0.001 0. 0.001
4000 0.522 0.003 0.518 0.516 0.004 0.512 0.515 0. 0.515 0.516 0. 0.516 0.001 0. 0.001 0.001 0. 0.001 0.001 0. 0.001
4100 0.547 0. 0.547 0.54 0. 0.54 0.54 0. 0.54 0.54 0. 0.54 0.001 0. 0.001 0.001 0. 0.001 0.001 0. 0.001
4200 0.578 0. 0.578 0.566 0. 0.566 0.568 0. 0.567 0.568 0. 0.568 0.001 0. 0.001 0.001 0. 0.001 0.001 0. 0.001
4300 0.607 0.003 0.603 0.593 0. 0.593 0.594 0. 0.594 0.594 0. 0.594 0.001 0. 0.001 0.001 0. 0.001 0.001 0. 0.001
4400 0.627 0. 0.627 0.619 0. 0.619 0.62 0. 0.62 0.621 0. 0.621 0.002 0. 0.002 0.001 0. 0.001 0.001 0. 0.001
4500 0.655 0. 0.655 0.648 0. 0.647 0.647 0. 0.647 0.648 0. 0.648 0.002 0. 0.002 0.002 0. 0.002 0.001 0. 0.001
4600 0.684 0. 0.684 0.677 0. 0.677 0.678 0. 0.678 0.677 0. 0.677 0.002 0. 0.002 0.002 0. 0.002 0.002 0. 0.002
4700 0.716 0. 0.716 0.705 0. 0.705 0.706 0. 0.706 0.707 0. 0.706 0.002 0. 0.002 0.002 0. 0.002 0.002 0. 0.002
4800 0.741 0. 0.741 0.735 0. 0.735 0.736 0. 0.736 0.734 0. 0.734 0.002 0. 0.002 0.002 0. 0.002 0.002 0. 0.002
4900 0.776 0. 0.776 0.765 0. 0.765 0.765 0. 0.765 0.764 0. 0.764 0.002 0. 0.002 0.002 0. 0.002 0.002 0. 0.002
5000 0.801 0. 0.801 0.796 0. 0.796 0.795 0. 0.795 0.796 0. 0.796 0.002 0. 0.002 0.002 0. 0.002 0.002 0. 0.002
5500 0.972 0. 0.972 0.965 0. 0.965 0.967 0. 0.966 0.967 0. 0.967 0.002 0. 0.002 0.002 0. 0.002 0.002 0. 0.002
6000 1.165 0. 1.165 1.151 0. 1.151 1.153 0. 1.153 1.155 0. 1.155 0.002 0. 0.002 0.002 0. 0.002 0.002 0. 0.002
6500 1.364 0. 1.363 1.356 0. 1.356 1.355 0. 1.354 1.357 0. 1.357 0.002 0. 0.002 0.002 0. 0.002 0.002 0. 0.002
7000 1.581 0.003 1.577 1.574 0. 1.574 1.573 0. 1.573 1.573 0. 1.573 0.003 0. 0.003 0.003 0. 0.003 0.003 0. 0.003
7500 1.815 0. 1.815 1.811 0. 1.811 1.808 0. 1.808 1.815 0. 1.813 0.003 0. 0.003 0.003 0. 0.003 0.003 0. 0.003
8000 2.069 0. 2.069 2.06 0.003 2.056 2.059 0. 2.059 2.058 0. 2.058 0.003 0. 0.003 0.003 0. 0.003 0.003 0. 0.003
8500 2.335 0. 2.335 2.324 0. 2.324 2.323 0. 2.323 2.325 0. 2.324 0.003 0. 0.003 0.003 0. 0.003 0.003 0. 0.003
9000 2.614 0. 2.614 2.604 0. 2.604 2.602 0. 2.602 2.602 0. 2.602 0.004 0. 0.004 0.003 0. 0.003 0.003 0. 0.003
9500 2.902 0. 2.902 2.9 0. 2.9 2.898 0. 2.898 2.894 0. 2.894 0.004 0. 0.004 0.004 0. 0.004 0.004 0. 0.004
10000 3.219 0.003 3.215 3.206 0. 3.206 3.208 0. 3.207 3.208 0. 3.207 0.004 0. 0.004 0.004 0. 0.004 0.004 0. 0.004
