param-n,abstract+autorewrite-regression-quadratic-real,abstract+autorewrite-regression-quadratic-sys,abstract+autorewrite-regression-quadratic-user,abstract+rewrite!-regression-quadratic-real,abstract+rewrite!-regression-quadratic-sys,abstract+rewrite!-regression-quadratic-user,autorewrite-noop-regression-linear-real,autorewrite-noop-regression-linear-sys,autorewrite-noop-regression-linear-user,autorewrite-regression-quadratic-real,autorewrite-regression-quadratic-sys,autorewrite-regression-quadratic-user,close-abstract+autorewrite-regression-quadratic-real,close-abstract+autorewrite-regression-quadratic-sys,close-abstract+autorewrite-regression-quadratic-user,close-abstract+rewrite!-regression-quadratic-real,close-abstract+rewrite!-regression-quadratic-sys,close-abstract+rewrite!-regression-quadratic-user,rewrite!-regression-quadratic-real,rewrite!-regression-quadratic-sys,rewrite!-regression-quadratic-user,rewrite?-noop-regression-linear-real,rewrite?-noop-regression-linear-sys,rewrite?-noop-regression-linear-user
1,0.,0.,0.,0.001,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.
2,0.001,0.,0.001,0.001,0.001,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.
3,0.001,0.,0.001,0.001,0.001,0.,0.,0.,0.,0.001,0.,0.001,0.,0.,0.,0.,0.,0.,0.001,0.001,0.,0.,0.,0.
4,0.001,0.,0.001,0.001,0.001,0.,0.,0.,0.,0.001,0.,0.,0.,0.,0.,0.,0.,0.,0.001,0.001,0.,0.,0.,0.
5,0.002,0.002,0.,0.001,0.001,0.,0.,0.,0.,0.001,0.001,0.,0.,0.,0.,0.,0.,0.,0.001,0.001,0.,0.,0.,0.
6,0.003,0.,0.002,0.003,0.,0.002,0.,0.,0.,0.002,0.,0.002,0.,0.,0.,0.,0.,0.,0.001,0.,0.001,0.,0.,0.
7,0.002,0.,0.002,0.002,0.002,0.,0.,0.,0.,0.001,0.,0.001,0.,0.,0.,0.,0.,0.,0.002,0.002,0.,0.,0.,0.
8,0.004,0.,0.004,0.003,0.003,0.,0.,0.,0.,0.002,0.,0.002,0.001,0.,0.001,0.,0.,0.,0.002,0.002,0.,0.,0.,0.
9,0.003,0.,0.003,0.003,0.003,0.,0.,0.,0.,0.003,0.,0.003,0.,0.,0.,0.001,0.001,0.,0.002,0.002,0.,0.,0.,0.
10,0.005,0.005,0.,0.005,0.005,0.,0.,0.,0.,0.003,0.003,0.,0.001,0.001,0.,0.001,0.001,0.,0.003,0.003,0.,0.,0.,0.
11,0.006,0.006,0.,0.005,0.001,0.003,0.,0.,0.,0.004,0.004,0.,0.001,0.001,0.,0.,0.,0.,0.003,0.,0.003,0.,0.,0.
12,0.006,0.006,0.,0.006,0.006,0.,0.,0.,0.,0.004,0.004,0.,0.001,0.001,0.,0.001,0.001,0.,0.004,0.004,0.,0.,0.,0.
13,0.055,0.,0.055,0.006,0.006,0.,0.,0.,0.,0.054,0.,0.054,0.,0.,0.,0.001,0.001,0.,0.004,0.004,0.,0.,0.,0.
14,0.005,0.,0.004,0.054,0.003,0.051,0.,0.,0.,0.003,0.,0.003,0.,0.,0.,0.,0.,0.,0.053,0.003,0.05,0.,0.,0.
15,0.005,0.,0.005,0.004,0.,0.004,0.,0.,0.,0.003,0.,0.003,0.001,0.,0.001,0.001,0.,0.,0.003,0.,0.003,0.,0.,0.
16,0.006,0.,0.006,0.005,0.,0.005,0.,0.,0.,0.004,0.,0.004,0.001,0.,0.001,0.001,0.,0.001,0.003,0.,0.003,0.,0.,0.
17,0.005,0.,0.005,0.006,0.,0.006,0.,0.,0.,0.004,0.,0.004,0.001,0.,0.001,0.001,0.,0.001,0.004,0.,0.004,0.,0.,0.
18,0.006,0.,0.006,0.006,0.,0.006,0.,0.,0.,0.004,0.,0.004,0.001,0.,0.001,0.001,0.,0.001,0.004,0.,0.004,0.,0.,0.
19,0.007,0.,0.007,0.007,0.,0.007,0.,0.,0.,0.005,0.,0.005,0.001,0.,0.001,0.001,0.,0.001,0.005,0.,0.005,0.,0.,0.
20,0.008,0.,0.008,0.007,0.,0.007,0.,0.,0.,0.005,0.,0.005,0.002,0.,0.002,0.001,0.,0.001,0.005,0.,0.005,0.,0.,0.
21,0.008,0.,0.008,0.009,0.,0.009,0.,0.,0.,0.006,0.,0.006,0.002,0.,0.002,0.001,0.,0.001,0.007,0.,0.007,0.,0.,0.
22,0.009,0.,0.009,0.009,0.,0.009,0.,0.,0.,0.006,0.,0.006,0.001,0.,0.001,0.002,0.,0.002,0.006,0.,0.006,0.,0.,0.
23,0.01,0.,0.01,0.009,0.,0.009,0.,0.,0.,0.007,0.,0.007,0.001,0.,0.001,0.002,0.,0.002,0.007,0.,0.007,0.,0.,0.
24,0.01,0.,0.01,0.01,0.,0.01,0.,0.,0.,0.007,0.,0.007,0.002,0.,0.002,0.002,0.,0.002,0.007,0.,0.007,0.,0.,0.
25,0.081,0.,0.081,0.011,0.,0.011,0.,0.,0.,0.077,0.,0.077,0.002,0.,0.002,0.002,0.,0.002,0.008,0.,0.008,0.,0.,0.
26,0.012,0.,0.012,0.077,0.,0.077,0.,0.,0.,0.009,0.,0.009,0.002,0.,0.002,0.002,0.,0.002,0.074,0.,0.074,0.,0.,0.
27,0.013,0.,0.013,0.011,0.,0.011,0.,0.,0.,0.009,0.,0.009,0.003,0.,0.003,0.002,0.,0.002,0.008,0.,0.008,0.,0.,0.
28,0.012,0.,0.012,0.013,0.,0.013,0.,0.,0.,0.009,0.,0.009,0.002,0.,0.002,0.003,0.,0.003,0.009,0.,0.009,0.,0.,0.
29,0.015,0.,0.015,0.014,0.,0.014,0.,0.,0.,0.011,0.,0.011,0.003,0.,0.003,0.002,0.,0.002,0.01,0.,0.01,0.,0.,0.
30,0.015,0.,0.015,0.014,0.,0.014,0.,0.,0.,0.011,0.,0.011,0.003,0.,0.003,0.003,0.,0.003,0.01,0.,0.01,0.,0.,0.
31,0.015,0.,0.015,0.015,0.,0.015,0.,0.,0.,0.01,0.,0.01,0.003,0.,0.003,0.003,0.,0.003,0.011,0.,0.011,0.,0.,0.
32,0.016,0.,0.016,0.041,0.,0.041,0.,0.,0.,0.012,0.,0.012,0.003,0.,0.003,0.003,0.,0.003,0.037,0.,0.037,0.,0.,0.
33,0.017,0.,0.017,0.017,0.,0.017,0.,0.,0.,0.013,0.,0.013,0.003,0.,0.003,0.003,0.,0.003,0.012,0.,0.012,0.,0.,0.
34,0.019,0.,0.019,0.018,0.,0.018,0.,0.,0.,0.013,0.,0.013,0.004,0.,0.004,0.004,0.,0.004,0.013,0.,0.013,0.,0.,0.
35,0.02,0.,0.02,0.02,0.,0.02,0.,0.,0.,0.014,0.,0.014,0.004,0.,0.004,0.004,0.,0.004,0.014,0.,0.014,0.,0.,0.
36,0.02,0.,0.02,0.019,0.,0.019,0.,0.,0.,0.015,0.,0.015,0.004,0.,0.004,0.004,0.,0.004,0.014,0.,0.014,0.,0.,0.
37,0.022,0.,0.022,0.02,0.,0.02,0.,0.,0.,0.016,0.,0.016,0.005,0.,0.005,0.004,0.,0.004,0.015,0.,0.015,0.,0.,0.
38,0.023,0.,0.023,0.022,0.,0.022,0.,0.,0.,0.016,0.,0.016,0.005,0.,0.005,0.004,0.,0.004,0.016,0.,0.016,0.,0.,0.
39,0.023,0.,0.023,0.023,0.,0.023,0.,0.,0.,0.017,0.,0.017,0.005,0.,0.005,0.005,0.,0.005,0.017,0.,0.017,0.,0.,0.
40,0.035,0.,0.035,0.023,0.003,0.019,0.,0.,0.,0.029,0.,0.029,0.005,0.,0.005,0.005,0.002,0.002,0.016,0.,0.016,0.,0.,0.
41,0.024,0.,0.024,0.036,0.,0.036,0.,0.,0.,0.017,0.,0.017,0.005,0.,0.005,0.006,0.,0.006,0.029,0.,0.029,0.,0.,0.
42,0.026,0.,0.026,0.028,0.,0.028,0.,0.,0.,0.019,0.,0.019,0.005,0.,0.005,0.007,0.,0.007,0.02,0.,0.02,0.,0.,0.
43,0.027,0.,0.027,0.026,0.,0.026,0.,0.,0.,0.02,0.,0.02,0.005,0.,0.005,0.005,0.,0.005,0.019,0.,0.019,0.,0.,0.
44,0.027,0.,0.027,0.039,0.,0.039,0.,0.,0.,0.02,0.,0.02,0.006,0.,0.006,0.005,0.,0.005,0.032,0.,0.032,0.,0.,0.
45,0.099,0.,0.099,0.095,0.,0.095,0.,0.,0.,0.091,0.,0.091,0.007,0.,0.007,0.072,0.,0.072,0.021,0.,0.021,0.,0.,0.
46,0.031,0.,0.031,0.031,0.,0.031,0.,0.,0.,0.022,0.,0.022,0.007,0.,0.007,0.007,0.,0.007,0.023,0.,0.023,0.,0.,0.
47,0.032,0.,0.032,0.032,0.,0.032,0.,0.,0.,0.023,0.,0.023,0.007,0.,0.007,0.007,0.,0.007,0.023,0.,0.023,0.,0.,0.
48,0.059,0.,0.059,0.06,0.,0.06,0.,0.,0.,0.05,0.,0.05,0.007,0.,0.007,0.007,0.,0.007,0.051,0.,0.051,0.,0.,0.
49,0.037,0.,0.036,0.034,0.,0.034,0.,0.,0.,0.027,0.,0.026,0.008,0.,0.008,0.008,0.,0.008,0.024,0.,0.024,0.,0.,0.
50,0.112,0.032,0.08,0.11,0.028,0.082,0.001,0.001,0.,0.047,0.027,0.019,0.062,0.002,0.06,0.061,0.008,0.053,0.047,0.02,0.027,0.001,0.,0.
51,0.035,0.,0.035,0.036,0.,0.036,0.,0.,0.,0.025,0.,0.025,0.008,0.,0.008,0.009,0.,0.009,0.026,0.,0.026,0.,0.,0.
52,0.038,0.,0.038,0.039,0.003,0.035,0.,0.,0.,0.027,0.,0.027,0.01,0.,0.01,0.009,0.,0.008,0.028,0.003,0.025,0.,0.,0.
53,0.038,0.,0.038,0.038,0.,0.038,0.,0.,0.,0.028,0.,0.028,0.009,0.,0.009,0.009,0.,0.009,0.028,0.,0.028,0.,0.,0.
54,0.041,0.,0.041,0.048,0.,0.048,0.,0.,0.,0.03,0.,0.03,0.01,0.,0.01,0.009,0.,0.009,0.037,0.,0.037,0.,0.,0.
55,0.043,0.,0.043,0.044,0.,0.044,0.,0.,0.,0.032,0.,0.032,0.009,0.,0.009,0.01,0.,0.01,0.033,0.,0.033,0.,0.,0.
56,0.046,0.,0.046,0.048,0.,0.048,0.,0.,0.,0.035,0.,0.035,0.009,0.,0.009,0.01,0.,0.01,0.037,0.,0.037,0.,0.,0.
57,0.044,0.,0.044,0.045,0.,0.045,0.,0.,0.,0.032,0.,0.032,0.01,0.,0.01,0.011,0.,0.011,0.032,0.,0.032,0.,0.,0.
58,0.045,0.,0.045,0.048,0.,0.048,0.,0.,0.,0.032,0.,0.032,0.011,0.,0.011,0.012,0.,0.012,0.035,0.,0.035,0.,0.,0.
59,0.046,0.,0.046,0.049,0.,0.049,0.,0.,0.,0.033,0.,0.033,0.011,0.,0.011,0.011,0.,0.011,0.037,0.,0.037,0.,0.,0.
60,0.05,0.003,0.046,0.051,0.003,0.048,0.,0.,0.,0.038,0.003,0.034,0.011,0.,0.011,0.012,0.002,0.009,0.037,0.,0.037,0.,0.,0.
61,0.051,0.,0.051,0.051,0.,0.051,0.,0.,0.,0.038,0.,0.038,0.012,0.,0.012,0.012,0.,0.012,0.037,0.,0.037,0.,0.,0.
62,0.052,0.,0.052,0.054,0.,0.054,0.,0.,0.,0.038,0.,0.038,0.012,0.,0.012,0.012,0.,0.012,0.04,0.,0.04,0.,0.,0.
63,0.053,0.,0.053,0.059,0.,0.059,0.,0.,0.,0.039,0.,0.039,0.012,0.,0.012,0.014,0.,0.014,0.044,0.,0.044,0.,0.,0.
64,0.058,0.,0.058,0.056,0.,0.056,0.,0.,0.,0.042,0.,0.042,0.014,0.,0.014,0.012,0.,0.012,0.041,0.,0.041,0.,0.,0.
65,0.06,0.,0.06,0.058,0.,0.058,0.,0.,0.,0.045,0.,0.045,0.013,0.,0.013,0.015,0.,0.015,0.041,0.,0.041,0.,0.,0.
66,0.062,0.,0.062,0.06,0.,0.06,0.,0.,0.,0.045,0.,0.045,0.015,0.,0.015,0.014,0.,0.014,0.045,0.,0.045,0.,0.,0.
67,0.065,0.,0.065,0.062,0.,0.062,0.001,0.,0.001,0.047,0.,0.047,0.015,0.,0.015,0.015,0.,0.015,0.045,0.,0.045,0.,0.,0.
68,0.068,0.,0.068,0.068,0.,0.068,0.,0.,0.,0.051,0.,0.051,0.015,0.,0.015,0.015,0.,0.015,0.051,0.,0.051,0.,0.,0.
69,0.069,0.,0.069,0.063,0.,0.063,0.,0.,0.,0.05,0.,0.05,0.017,0.,0.017,0.015,0.,0.015,0.047,0.,0.047,0.,0.,0.
70,0.069,0.,0.069,0.067,0.,0.067,0.,0.,0.,0.051,0.,0.051,0.017,0.,0.017,0.016,0.,0.016,0.049,0.,0.049,0.,0.,0.
71,0.073,0.,0.073,0.07,0.,0.07,0.,0.,0.,0.053,0.,0.053,0.018,0.,0.018,0.016,0.,0.016,0.051,0.,0.051,0.,0.,0.
72,0.073,0.,0.073,0.072,0.,0.072,0.,0.,0.,0.054,0.,0.054,0.017,0.,0.017,0.015,0.,0.015,0.054,0.,0.054,0.,0.,0.
73,0.074,0.,0.074,0.075,0.,0.075,0.,0.,0.,0.054,0.,0.054,0.018,0.,0.018,0.019,0.,0.019,0.054,0.,0.054,0.,0.,0.
74,0.082,0.,0.082,0.084,0.,0.084,0.,0.,0.,0.058,0.,0.058,0.022,0.,0.022,0.023,0.,0.023,0.059,0.,0.059,0.,0.,0.
75,0.084,0.,0.084,0.075,0.,0.075,0.,0.,0.,0.057,0.,0.057,0.024,0.,0.024,0.017,0.,0.017,0.056,0.,0.056,0.,0.,0.
76,0.082,0.003,0.078,0.083,0.,0.083,0.,0.,0.,0.062,0.003,0.058,0.019,0.,0.019,0.017,0.,0.017,0.064,0.,0.064,0.,0.,0.
77,0.089,0.,0.089,0.092,0.,0.092,0.,0.,0.,0.069,0.,0.069,0.019,0.,0.019,0.022,0.,0.022,0.068,0.,0.068,0.,0.,0.
78,0.091,0.,0.091,0.092,0.,0.092,0.004,0.,0.004,0.066,0.,0.066,0.019,0.,0.019,0.023,0.,0.023,0.067,0.,0.067,0.,0.,0.
79,0.093,0.,0.093,0.093,0.,0.093,0.,0.,0.,0.069,0.,0.069,0.022,0.,0.022,0.023,0.,0.023,0.067,0.,0.067,0.,0.,0.
80,0.091,0.,0.091,0.096,0.,0.096,0.,0.,0.,0.066,0.,0.066,0.023,0.,0.023,0.025,0.,0.025,0.069,0.,0.069,0.,0.,0.
81,0.094,0.,0.094,0.094,0.,0.094,0.,0.,0.,0.068,0.,0.068,0.024,0.,0.024,0.024,0.,0.024,0.068,0.,0.068,0.,0.,0.
82,0.095,0.,0.095,0.094,0.,0.094,0.,0.,0.,0.068,0.,0.068,0.025,0.,0.025,0.023,0.,0.023,0.068,0.,0.068,0.,0.,0.
83,0.098,0.,0.098,0.094,0.,0.094,0.,0.,0.,0.071,0.,0.071,0.025,0.,0.025,0.023,0.,0.023,0.068,0.,0.068,0.,0.,0.
84,0.102,0.,0.102,0.097,0.,0.097,0.,0.,0.,0.077,0.,0.077,0.023,0.,0.023,0.025,0.,0.025,0.069,0.,0.069,0.,0.,0.
85,0.107,0.,0.107,0.103,0.,0.103,0.,0.,0.,0.082,0.,0.082,0.023,0.,0.023,0.022,0.,0.022,0.079,0.,0.079,0.,0.,0.
86,0.112,0.,0.112,0.106,0.,0.106,0.,0.,0.,0.081,0.,0.081,0.029,0.,0.029,0.024,0.,0.024,0.08,0.,0.08,0.,0.,0.
87,0.109,0.,0.109,0.124,0.,0.124,0.,0.,0.,0.078,0.,0.078,0.029,0.,0.029,0.031,0.,0.031,0.091,0.,0.091,0.001,0.,0.001
88,0.108,0.,0.108,0.11,0.,0.11,0.,0.,0.,0.08,0.,0.08,0.025,0.,0.025,0.028,0.,0.028,0.08,0.,0.08,0.,0.,0.
89,0.111,0.,0.111,0.102,0.,0.102,0.,0.,0.,0.081,0.,0.081,0.027,0.,0.027,0.025,0.,0.025,0.075,0.,0.075,0.,0.,0.
90,0.113,0.,0.113,0.104,0.,0.104,0.,0.,0.,0.082,0.,0.082,0.029,0.,0.029,0.027,0.,0.027,0.075,0.,0.075,0.001,0.,0.001
91,0.119,0.,0.119,0.111,0.,0.111,0.,0.,0.,0.089,0.,0.089,0.027,0.,0.027,0.026,0.,0.026,0.083,0.,0.083,0.,0.,0.
92,0.128,0.003,0.124,0.135,0.003,0.131,0.,0.,0.,0.092,0.003,0.089,0.034,0.,0.034,0.036,0.,0.036,0.097,0.003,0.093,0.,0.,0.
93,0.118,0.,0.118,0.131,0.004,0.127,0.,0.,0.,0.087,0.,0.087,0.029,0.,0.029,0.031,0.,0.031,0.098,0.003,0.094,0.001,0.,0.001
94,0.116,0.003,0.112,0.129,0.,0.129,0.005,0.003,0.001,0.083,0.,0.083,0.026,0.,0.026,0.035,0.,0.035,0.092,0.,0.092,0.001,0.,0.
95,0.123,0.,0.123,0.143,0.,0.143,0.,0.,0.,0.092,0.,0.092,0.029,0.,0.029,0.036,0.,0.036,0.105,0.,0.105,0.001,0.,0.001
96,0.118,0.,0.118,0.132,0.,0.132,0.,0.,0.,0.085,0.,0.085,0.03,0.,0.03,0.033,0.,0.033,0.097,0.,0.097,0.001,0.,0.001
97,0.12,0.,0.12,0.135,0.007,0.127,0.,0.,0.,0.09,0.,0.09,0.028,0.,0.028,0.031,0.,0.031,0.101,0.007,0.093,0.001,0.,0.001
98,0.122,0.,0.122,0.131,0.,0.131,0.,0.,0.,0.09,0.,0.09,0.029,0.,0.029,0.03,0.,0.03,0.098,0.,0.098,0.001,0.,0.001
99,0.123,0.,0.123,0.138,0.,0.138,0.,0.,0.,0.088,0.,0.088,0.033,0.,0.033,0.031,0.,0.031,0.104,0.,0.104,0.001,0.,0.001
100,0.205,0.,0.205,0.218,0.003,0.214,0.001,0.,0.001,0.169,0.,0.169,0.034,0.,0.034,0.037,0.003,0.033,0.179,0.,0.179,0.001,0.,0.001
110,0.161,0.,0.161,0.18,0.003,0.176,0.001,0.,0.001,0.119,0.,0.119,0.039,0.,0.039,0.046,0.,0.046,0.13,0.003,0.126,0.001,0.,0.001
120,0.179,0.,0.179,0.215,0.,0.215,0.,0.,0.,0.133,0.,0.133,0.044,0.,0.044,0.056,0.,0.056,0.156,0.,0.156,0.001,0.,0.001
130,0.212,0.,0.212,0.25,0.,0.25,0.001,0.,0.001,0.156,0.,0.156,0.053,0.,0.053,0.06,0.,0.06,0.187,0.,0.187,0.001,0.,0.001
