param-n,rewrite-strat(bottomup)-regression-exponential-real,rewrite-strat(bottomup)-regression-exponential-sys,rewrite-strat(bottomup)-regression-exponential-user,rewrite-strat(topdown)-regression-exponential-real,rewrite-strat(topdown)-regression-exponential-sys,rewrite-strat(topdown)-regression-exponential-user,setoid-rewrite-regression-cubic-real,setoid-rewrite-regression-cubic-sys,setoid-rewrite-regression-cubic-user
0,0.001,0.,0.001,0.001,0.001,0.,0.001,0.,0.001
1,0.,0.,0.,0.,0.,0.,0.001,0.,0.001
2,0.001,0.,0.,0.001,0.,0.,0.001,0.,0.001
3,0.001,0.,0.001,0.001,0.,0.,0.002,0.,0.002
4,0.002,0.,0.001,0.002,0.,0.002,0.002,0.,0.001
5,0.004,0.,0.004,0.004,0.,0.004,0.004,0.,0.004
6,0.004,0.001,0.002,0.005,0.002,0.003,0.004,0.,0.003
7,0.004,0.001,0.002,0.004,0.,0.003,0.004,0.,0.004
8,0.005,0.,0.004,0.005,0.,0.004,0.005,0.001,0.004
9,0.006,0.001,0.004,0.006,0.001,0.005,0.006,0.001,0.004
10,0.008,0.001,0.006,0.008,0.002,0.006,0.007,0.001,0.005
11,0.009,0.002,0.007,0.009,0.002,0.006,0.044,0.005,0.038
12,0.011,0.003,0.008,0.01,0.001,0.009,0.007,0.,0.007
13,0.049,0.007,0.041,0.012,0.002,0.009,0.008,0.,0.008
14,,,,0.011,0.,0.011,0.008,0.,0.007
15,0.05,0.004,0.045,0.051,0.007,0.044,0.009,0.,0.009
16,,,,,,,0.011,0.,0.011
17,,,,,,,0.011,0.,0.011
18,,,,,,,0.012,0.,0.012
19,,,,,,,0.014,0.,0.014
20,0.021,0.,0.021,,,,0.014,0.,0.014
21,,,,,,,0.016,0.,0.016
22,,,,0.027,0.,0.027,0.022,0.004,0.017
23,,,,,,,0.018,0.,0.018
24,,,,,,,0.02,0.,0.02
25,,,,,,,0.02,0.,0.02
26,0.038,0.,0.038,,,,0.022,0.,0.022
27,,,,,,,0.023,0.,0.023
28,,,,,,,0.026,0.,0.026
29,,,,,,,0.027,0.,0.027
30,,,,0.055,0.,0.055,0.029,0.,0.029
31,,,,,,,0.028,0.,0.028
32,,,,,,,0.031,0.,0.03
33,0.068,0.,0.067,,,,0.033,0.,0.032
34,,,,,,,0.034,0.,0.034
35,,,,,,,0.037,0.,0.037
36,,,,,,,0.039,0.,0.038
37,,,,0.09,0.001,0.089,0.042,0.,0.042
38,,,,,,,0.041,0.,0.041
39,0.101,0.,0.101,,,,0.045,0.,0.045
40,,,,,,,0.045,0.,0.045
41,,,,,,,0.048,0.,0.047
42,,,,,,,0.053,0.,0.053
43,,,,,,,0.091,0.006,0.084
44,,,,,,,0.054,0.,0.054
45,,,,0.147,0.,0.147,0.056,0.,0.056
46,0.152,0.,0.152,,,,0.063,0.,0.063
47,,,,,,,0.065,0.,0.065
48,,,,,,,0.062,0.,0.062
49,,,,,,,0.067,0.,0.067
50,,,,,,,0.069,0.,0.069
51,,,,,,,0.076,0.,0.076
52,0.208,0.,0.208,,,,,,
53,,,,0.224,0.,0.224,0.081,0.,0.081
54,,,,,,,0.084,0.,0.083
55,,,,,,,0.087,0.,0.086
56,,,,,,,0.091,0.001,0.09
58,,,,,,,0.096,0.,0.095
59,,,,,,,0.094,0.,0.094
60,,,,,,,0.1,0.,0.1
61,,,,,,,0.102,0.,0.102
62,0.332,0.,0.332,,,,,,
63,,,,0.354,0.,0.354,0.107,0.,0.107
64,,,,,,,0.107,0.,0.107
65,,,,,,,0.113,0.,0.113
66,,,,,,,0.116,0.,0.115
68,,,,,,,0.123,0.,0.123
69,,,,,,,0.129,0.,0.128
70,,,,,,,0.129,0.,0.129
71,,,,,,,0.136,0.,0.136
73,0.523,0.001,0.521,,,,0.141,0.,0.141
74,,,,0.545,0.,0.545,0.146,0.,0.146
75,,,,,,,0.148,0.,0.148
78,,,,,,,0.173,0.,0.173
80,,,,,,,0.178,0.,0.177
83,0.745,0.,0.744,,,,0.196,0.001,0.195
84,,,,0.78,0.,0.779,,,
85,,,,,,,0.204,0.,0.203
88,,,,,,,0.221,0.,0.221
90,,,,,,,0.223,0.,0.223
93,,,,,,,0.232,0.,0.232
94,1.069,0.,1.065,,,,,,
95,,,,1.119,0.001,1.117,0.237,0.,0.237
98,,,,,,,0.257,0.,0.257
100,,,,,,,0.268,0.001,0.266
104,1.413,0.,1.413,,,,,,
105,,,,1.463,0.,1.463,,,
106,,,,,,,0.312,0.001,0.31
120,,,,,,,0.379,0.001,0.377
140,,,,,,,0.54,0.001,0.538
159,,,,,,,0.76,0.,0.76
179,,,,,,,0.912,0.,0.912
199,,,,,,,1.154,0.,1.153
