param-n,pattern-regression-linear-real,pattern-regression-linear-sys,pattern-regression-linear-user
87,0.001,0.,0.001
88,0.001,0.,0.001
89,0.001,0.,0.001
90,0.001,0.,0.001
91,0.001,0.,0.001
92,0.001,0.,0.001
93,0.001,0.,0.001
94,0.002,0.,0.001
95,0.002,0.,0.002
96,0.001,0.,0.001
97,0.002,0.,0.002
98,0.002,0.,0.002
99,0.002,0.,0.002
100,0.002,0.,0.002
101,0.002,0.,0.002
102,0.002,0.,0.002
103,0.002,0.,0.002
104,0.002,0.,0.002
105,0.002,0.,0.002
106,0.004,0.,0.004
107,0.002,0.,0.002
108,0.002,0.,0.002
109,0.002,0.,0.002
110,0.002,0.,0.002
111,0.002,0.,0.002
112,0.002,0.,0.002
113,0.002,0.,0.002
114,0.002,0.,0.002
115,0.002,0.,0.002
116,0.002,0.,0.002
117,0.002,0.,0.002
118,0.002,0.,0.002
119,0.002,0.,0.002
120,0.002,0.,0.002
121,0.002,0.,0.002
122,0.002,0.,0.002
123,0.002,0.,0.002
124,0.002,0.,0.002
125,0.002,0.,0.002
126,0.002,0.,0.002
127,0.002,0.,0.002
128,0.002,0.,0.002
129,0.002,0.,0.002
130,0.002,0.,0.002
131,0.002,0.,0.002
132,0.002,0.,0.002
133,0.002,0.,0.002
134,0.002,0.,0.002
135,0.002,0.,0.002
136,0.003,0.,0.003
137,0.002,0.,0.002
138,0.002,0.,0.002
139,0.002,0.,0.002
140,0.002,0.,0.002
141,0.002,0.,0.002
142,0.002,0.,0.002
143,0.002,0.,0.002
144,0.002,0.,0.002
145,0.002,0.,0.002
146,0.003,0.,0.003
147,0.002,0.,0.002
148,0.003,0.,0.003
149,0.006,0.,0.006
150,0.003,0.,0.003
151,0.003,0.,0.003
152,0.003,0.,0.003
153,0.003,0.,0.003
154,0.003,0.,0.003
155,0.003,0.,0.003
156,0.003,0.,0.003
157,0.003,0.,0.003
158,0.003,0.,0.003
159,0.003,0.,0.003
160,0.003,0.,0.003
161,0.003,0.,0.003
162,0.003,0.,0.003
163,0.003,0.,0.003
164,0.003,0.,0.003
165,0.003,0.,0.003
166,0.003,0.,0.003
167,0.003,0.,0.003
168,0.003,0.,0.003
169,0.003,0.,0.003
170,0.003,0.,0.003
171,0.003,0.,0.003
172,0.005,0.,0.005
173,0.003,0.,0.003
174,0.003,0.,0.003
175,0.003,0.,0.003
176,0.003,0.,0.003
177,0.003,0.,0.003
178,0.003,0.,0.003
179,0.003,0.,0.003
180,0.003,0.,0.003
181,0.003,0.,0.003
182,0.005,0.,0.005
183,0.003,0.,0.003
184,0.003,0.,0.003
185,0.003,0.,0.003
186,0.003,0.,0.003
187,0.003,0.,0.003
188,0.003,0.,0.003
189,0.003,0.,0.003
190,0.003,0.,0.003
191,0.003,0.,0.003
192,0.007,0.,0.007
193,0.003,0.,0.003
194,0.003,0.,0.003
195,0.003,0.,0.003
196,0.004,0.,0.004
197,0.004,0.,0.004
198,0.004,0.,0.004
199,0.003,0.,0.003
200,0.004,0.,0.004
201,0.004,0.,0.004
202,0.005,0.,0.005
203,0.004,0.,0.004
204,0.004,0.,0.004
205,0.004,0.,0.004
206,0.004,0.,0.004
207,0.004,0.,0.004
208,0.004,0.,0.004
209,0.004,0.,0.004
210,0.004,0.,0.004
211,0.007,0.,0.007
212,0.004,0.,0.004
213,0.004,0.,0.004
214,0.004,0.,0.004
215,0.004,0.,0.004
216,0.004,0.,0.004
217,0.004,0.,0.004
218,0.004,0.,0.004
219,0.004,0.,0.004
220,0.006,0.,0.005
221,0.004,0.,0.004
222,0.004,0.,0.004
223,0.004,0.,0.004
224,0.004,0.,0.004
225,0.004,0.,0.004
226,0.004,0.,0.004
227,0.004,0.,0.004
228,0.007,0.,0.007
229,0.005,0.,0.005
230,0.005,0.,0.005
231,0.004,0.,0.004
232,0.004,0.,0.004
233,0.004,0.,0.004
234,0.004,0.,0.004
235,0.004,0.,0.004
236,0.004,0.,0.004
237,0.004,0.,0.004
238,0.004,0.,0.004
239,0.004,0.,0.004
240,0.004,0.,0.004
241,0.004,0.,0.004
242,0.004,0.,0.004
243,0.004,0.,0.004
244,0.006,0.,0.006
245,0.004,0.,0.004
246,0.005,0.,0.005
247,0.005,0.,0.005
248,0.005,0.,0.005
249,0.005,0.,0.005
250,0.005,0.,0.005
251,0.005,0.,0.005
252,0.005,0.,0.005
253,0.005,0.,0.005
254,0.005,0.,0.005
255,0.005,0.,0.005
256,0.005,0.,0.005
257,0.005,0.,0.005
258,0.005,0.,0.005
259,0.005,0.,0.005
260,0.005,0.,0.005
261,0.005,0.,0.005
262,0.005,0.,0.005
263,0.005,0.,0.005
264,0.005,0.,0.005
265,0.005,0.,0.005
266,0.005,0.,0.005
267,0.006,0.,0.006
268,0.005,0.,0.005
269,0.005,0.,0.005
270,0.005,0.,0.005
271,0.005,0.,0.005
272,0.005,0.,0.005
273,0.005,0.,0.005
274,0.008,0.,0.008
275,0.005,0.,0.005
276,0.005,0.,0.005
277,0.005,0.,0.005
278,0.005,0.,0.005
279,0.005,0.,0.005
280,0.005,0.,0.005
281,0.007,0.,0.007
282,0.005,0.,0.005
283,0.005,0.,0.005
284,0.005,0.,0.005
285,0.005,0.,0.005
286,0.005,0.,0.005
287,0.005,0.,0.005
288,0.005,0.,0.005
289,0.005,0.,0.005
290,0.005,0.,0.005
291,0.005,0.,0.005
292,0.005,0.,0.005
293,0.006,0.,0.006
294,0.007,0.,0.007
295,0.005,0.,0.005
296,0.005,0.,0.005
297,0.006,0.,0.006
298,0.006,0.,0.006
299,0.006,0.,0.006
300,0.006,0.,0.006
301,0.009,0.,0.009
302,0.006,0.,0.006
303,0.006,0.,0.006
304,0.006,0.,0.006
305,0.006,0.,0.006
306,0.006,0.,0.006
307,0.007,0.,0.007
308,0.006,0.,0.006
309,0.006,0.,0.006
310,0.006,0.,0.006
311,0.006,0.,0.006
312,0.006,0.,0.006
313,0.008,0.,0.008
314,0.006,0.,0.006
315,0.006,0.,0.006
316,0.006,0.,0.006
317,0.006,0.,0.006
318,0.006,0.,0.006
319,0.007,0.,0.007
320,0.006,0.,0.006
321,0.006,0.,0.006
322,0.006,0.,0.006
323,0.006,0.,0.006
324,0.006,0.,0.006
325,0.009,0.,0.009
326,0.006,0.,0.006
327,0.006,0.,0.006
328,0.006,0.,0.006
329,0.006,0.,0.006
330,0.006,0.,0.006
331,0.007,0.,0.007
332,0.006,0.,0.006
333,0.006,0.,0.006
334,0.006,0.,0.006
335,0.006,0.,0.006
336,0.006,0.,0.006
337,0.009,0.,0.009
338,0.006,0.,0.006
339,0.006,0.,0.006
340,0.006,0.,0.006
341,0.006,0.,0.006
342,0.007,0.,0.007
343,0.008,0.,0.008
344,0.006,0.,0.007
345,0.007,0.,0.007
346,0.007,0.,0.007
347,0.006,0.,0.006
348,0.009,0.,0.009
349,0.007,0.,0.007
350,0.007,0.,0.007
351,0.007,0.,0.007
352,0.007,0.,0.007
353,0.007,0.,0.007
354,0.008,0.,0.008
355,0.007,0.,0.007
356,0.007,0.,0.007
357,0.007,0.,0.007
358,0.007,0.,0.007
359,0.009,0.,0.009
360,0.007,0.,0.007
361,0.007,0.,0.007
362,0.007,0.,0.007
363,0.007,0.,0.007
364,0.007,0.,0.007
365,0.007,0.,0.007
366,0.007,0.,0.007
367,0.007,0.,0.007
368,0.007,0.,0.007
369,0.007,0.,0.007
370,0.009,0.,0.009
371,0.007,0.,0.007
372,0.007,0.,0.007
373,0.007,0.,0.007
374,0.007,0.,0.007
375,0.009,0.,0.009
376,0.007,0.,0.007
377,0.007,0.,0.007
378,0.007,0.,0.007
379,0.007,0.,0.007
380,0.009,0.,0.009
381,0.007,0.,0.007
382,0.007,0.,0.007
383,0.007,0.,0.007
384,0.007,0.,0.007
385,0.008,0.,0.008
386,0.007,0.,0.007
387,0.007,0.,0.007
388,0.007,0.,0.007
389,0.007,0.,0.007
390,0.009,0.,0.009
391,0.007,0.,0.007
392,0.007,0.,0.007
393,0.007,0.,0.007
394,0.008,0.,0.008
395,0.008,0.,0.008
396,0.008,0.,0.008
397,0.008,0.,0.008
398,0.008,0.,0.008
399,0.008,0.,0.008
400,0.01,0.,0.01
401,0.008,0.,0.008
402,0.008,0.,0.008
403,0.008,0.,0.008
404,0.008,0.,0.008
405,0.009,0.,0.009
406,0.008,0.,0.008
407,0.008,0.,0.008
408,0.008,0.,0.008
409,0.008,0.,0.008
410,0.01,0.,0.01
411,0.008,0.,0.008
412,0.008,0.,0.008
413,0.008,0.,0.008
414,0.008,0.,0.008
415,0.008,0.,0.008
416,0.008,0.,0.008
417,0.008,0.,0.008
418,0.008,0.,0.008
419,0.009,0.,0.009
420,0.008,0.,0.008
421,0.008,0.,0.008
422,0.008,0.,0.008
423,0.008,0.,0.008
424,0.009,0.,0.009
425,0.008,0.,0.008
426,0.008,0.,0.008
427,0.008,0.,0.008
428,0.01,0.,0.01
429,0.008,0.,0.008
430,0.008,0.,0.008
431,0.008,0.,0.008
432,0.008,0.,0.008
433,0.01,0.,0.01
434,0.008,0.,0.008
435,0.008,0.,0.008
436,0.008,0.,0.008
437,0.011,0.,0.011
438,0.008,0.,0.008
439,0.009,0.,0.008
440,0.008,0.,0.008
441,0.008,0.,0.008
442,0.009,0.,0.009
443,0.009,0.,0.009
444,0.009,0.,0.009
445,0.009,0.,0.009
446,0.011,0.,0.011
447,0.008,0.,0.008
448,0.008,0.,0.008
449,0.009,0.,0.009
450,0.009,0.,0.009
451,0.009,0.,0.009
452,0.009,0.,0.009
453,0.009,0.,0.009
454,0.009,0.,0.009
455,0.012,0.,0.012
456,0.009,0.,0.009
457,0.009,0.,0.009
458,0.009,0.,0.009
459,0.01,0.,0.01
460,0.009,0.,0.009
461,0.009,0.,0.009
462,0.009,0.,0.009
463,0.011,0.,0.011
464,0.009,0.,0.009
465,0.009,0.,0.009
466,0.009,0.,0.009
467,0.009,0.,0.009
468,0.01,0.,0.01
469,0.009,0.,0.009
470,0.009,0.,0.009
471,0.009,0.,0.009
472,0.011,0.,0.011
473,0.009,0.,0.009
474,0.009,0.,0.009
475,0.009,0.,0.009
476,0.011,0.,0.011
477,0.009,0.,0.009
478,0.009,0.,0.009
479,0.009,0.,0.009
480,0.011,0.,0.011
481,0.009,0.,0.009
482,0.009,0.,0.009
483,0.009,0.,0.009
484,0.01,0.,0.01
485,0.009,0.,0.009
486,0.009,0.,0.009
487,0.01,0.,0.01
488,0.012,0.,0.012
489,0.009,0.,0.009
490,0.009,0.,0.009
491,0.01,0.,0.01
492,0.011,0.,0.011
493,0.01,0.,0.01
494,0.01,0.,0.01
495,0.009,0.,0.009
496,0.012,0.,0.012
497,0.01,0.,0.01
498,0.01,0.,0.01
499,0.01,0.,0.01
500,0.011,0.,0.011
600,0.017,0.011,0.006
800,0.071,0.008,0.063
1000,0.02,0.,0.02
1200,0.028,0.003,0.024
1400,0.029,0.,0.029
1600,0.039,0.,0.039
1800,0.039,0.,0.039
2000,0.048,0.,0.048
2200,0.05,0.,0.05
2400,0.059,0.,0.059
2600,0.072,0.,0.072
2800,0.062,0.003,0.059
3000,0.081,0.,0.081
3200,0.084,0.,0.084
3400,0.081,0.,0.081
3600,0.09,0.003,0.086
3800,0.105,0.,0.105
4000,0.094,0.,0.094
4200,0.115,0.003,0.111
4400,0.113,0.,0.113
4600,0.106,0.,0.106
4800,0.109,0.,0.109
5000,0.116,0.003,0.112
5200,0.126,0.,0.126
5400,0.135,0.,0.134
5600,0.139,0.,0.139
5800,0.146,0.,0.146
6000,0.132,0.,0.132
6200,0.138,0.,0.138
6400,0.146,0.,0.146
6600,0.147,0.,0.147
6800,0.153,0.,0.153
7000,0.167,0.,0.167
7200,0.172,0.003,0.168
7400,0.178,0.,0.178
7600,0.183,0.,0.183
7800,0.187,0.,0.187
8000,0.185,0.,0.185
8200,0.187,0.,0.187
8400,0.193,0.,0.193
8600,0.191,0.,0.191
8800,0.196,0.,0.196
9000,0.198,0.,0.198
9200,0.207,0.,0.207
9400,0.22,0.,0.22
9600,0.236,0.,0.236
9800,0.244,0.,0.244
10000,0.255,0.,0.255
10200,0.264,0.,0.264
10400,0.273,0.,0.273
10600,0.282,0.,0.282
10800,0.282,0.003,0.278
11000,0.284,0.,0.284
11200,0.283,0.,0.283
11400,0.284,0.,0.284
11600,0.305,0.,0.305
11800,0.317,0.,0.316
12000,0.323,0.,0.323
12200,0.329,0.,0.329
12400,0.337,0.,0.337
12600,0.346,0.,0.346
12800,0.356,0.,0.356
13000,0.367,0.,0.367
13200,0.375,0.,0.375
13400,0.376,0.,0.376
13600,0.385,0.,0.385
13800,0.403,0.,0.403
14000,0.414,0.,0.414
14200,0.428,0.,0.428
14400,0.433,0.,0.433
14600,0.447,0.,0.447
14800,0.454,0.,0.454
15000,0.467,0.,0.467
15200,0.468,0.,0.468
15400,0.478,0.003,0.474
15600,0.482,0.,0.482
15800,0.486,0.,0.486
16000,0.486,0.,0.486
16200,0.557,0.,0.557
16400,0.555,0.,0.555
16600,0.554,0.,0.554
16800,0.538,0.,0.538
17000,0.521,0.,0.521
17200,0.505,0.,0.505
17400,0.49,0.,0.489
17600,0.472,0.,0.471
17800,0.473,0.,0.473
18000,0.471,0.003,0.467
18200,0.474,0.,0.474
18400,0.48,0.,0.479
18600,0.492,0.,0.492
18800,0.5,0.,0.5
19000,0.512,0.,0.512
19200,0.518,0.,0.518
19400,0.53,0.,0.53
19600,0.541,0.,0.541
19800,0.548,0.,0.548
20000,0.557,0.,0.557
