param-0-n,param-1-lgn,try-ssr-rewrite!-cold-noop-regression-linear-real,try-ssr-rewrite!-cold-noop-regression-linear-sys,try-ssr-rewrite!-cold-noop-regression-linear-user,try-ssr-rewrite!-evar-noop-regression-linear-real,try-ssr-rewrite!-evar-noop-regression-linear-sys,try-ssr-rewrite!-evar-noop-regression-linear-user,try-ssr-rewrite!-noop-regression-linear-real,try-ssr-rewrite!-noop-regression-linear-sys,try-ssr-rewrite!-noop-regression-linear-user,try-ssr-rewrite-evar-noop-regression-linear-real,try-ssr-rewrite-evar-noop-regression-linear-sys,try-ssr-rewrite-evar-noop-regression-linear-user,try-ssr-rewrite-noop-regression-linear-real,try-ssr-rewrite-noop-regression-linear-sys,try-ssr-rewrite-noop-regression-linear-user,try-ssr-rewrite?-evar-noop-regression-linear-real,try-ssr-rewrite?-evar-noop-regression-linear-sys,try-ssr-rewrite?-evar-noop-regression-linear-user,try-ssr-rewrite?-noop-regression-linear-real,try-ssr-rewrite?-noop-regression-linear-sys,try-ssr-rewrite?-noop-regression-linear-user
3,1,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.
7,2,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.
15,3,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.
31,4,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.
63,5,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.
127,6,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.
255,7,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.
511,8,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.
1023,9,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.
2047,10,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.
4095,11,0.001,0.,0.001,0.,0.,0.,0.001,0.001,0.,0.,0.,0.,0.036,0.002,0.033,0.,0.,0.,0.,0.,0.
8191,12,0.001,0.,0.001,0.001,0.,0.001,0.001,0.,0.001,0.001,0.,0.001,0.001,0.,0.001,0.001,0.,0.001,0.001,0.,0.001
16383,13,0.003,0.,0.003,0.003,0.,0.003,0.003,0.,0.003,0.003,0.,0.003,0.003,0.,0.003,0.003,0.,0.003,0.003,0.,0.003
32767,14,0.011,0.,0.011,0.006,0.,0.006,0.006,0.,0.006,0.006,0.,0.006,0.006,0.,0.006,0.016,0.,0.016,0.006,0.,0.006
65535,15,0.012,0.,0.012,0.012,0.,0.012,0.012,0.,0.012,0.037,0.,0.037,0.027,0.,0.027,0.013,0.,0.013,0.012,0.,0.012
131071,16,0.045,0.001,0.043,0.027,0.,0.027,0.026,0.,0.026,0.025,0.,0.025,0.061,0.,0.061,0.025,0.,0.025,0.027,0.,0.027
262143,17,0.112,0.005,0.107,0.054,0.,0.054,0.06,0.,0.06,0.052,0.,0.052,0.055,0.,0.055,0.05,0.,0.05,0.053,0.,0.052
524287,18,0.199,0.007,0.192,0.115,0.,0.115,0.117,0.,0.117,0.117,0.,0.117,0.116,0.,0.116,0.115,0.,0.115,0.119,0.,0.119
1048575,19,0.418,0.,0.417,0.236,0.,0.236,0.242,0.,0.242,0.236,0.,0.236,0.234,0.,0.234,0.242,0.,0.242,0.236,0.,0.236
2097151,20,0.583,0.,0.583,0.492,0.,0.492,0.49,0.,0.49,0.49,0.,0.49,0.488,0.,0.488,0.492,0.,0.492,0.491,0.,0.491
4194303,21,1.162,0.,1.162,0.969,0.,0.969,0.963,0.,0.963,0.963,0.,0.963,0.966,0.,0.966,0.964,0.,0.964,0.969,0.,0.969
8388607,22,2.068,0.001,2.066,1.941,0.,1.94,1.948,0.,1.948,1.972,0.,1.972,1.951,0.,1.951,1.943,0.,1.943,1.928,0.,1.928
